,Course_ID,Year,Course_Duration,Course_Digit,Number_Ressources,Number_Video,Number_Quiz,Number_Exam,Basic_Sequence,Advanced_Sequence
174,175,2013,16,4,4,1,2,1,Video-Quizz-Quizz-Exam,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H
175,176,2013,23,9,5,2,2,1,Quizz-Video-Video-Exam-Quizz,Quizz Duration: 1H-Video Duration: 3H-Video Duration: 1H-Exam Duration: 2H-Quizz Duration: 2H
176,177,2013,53,12,8,4,3,1,Video-Video-Quizz-Exam-Quizz-Video-Quizz-Video,Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Exam Duration: 3H-Quizz Duration: 2H-Video Duration: 2H-Quizz Duration: 1H-Video Duration: 1H
177,178,2013,26,11,8,5,3,0,Video-Quizz-Video-Video-Quizz-Quizz-Video-Video,Video Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 2H
178,179,2013,13,4,4,1,2,1,Quizz-Quizz-Exam-Video,Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 1H
179,180,2013,5,1,1,0,1,0,Quizz,Quizz Duration: 1H
180,181,2013,12,1,1,0,1,0,Quizz,Quizz Duration: 1H
181,182,2013,8,2,2,1,1,0,Quizz-Video,Quizz Duration: 1H-Video Duration: 1H
182,183,2013,35,11,8,3,3,2,Exam-Quizz-Quizz-Exam-Video-Video-Video-Quizz,Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 3H-Video Duration: 1H-Video Duration: 2H-Quizz Duration: 1H
183,184,2013,12,1,1,0,1,0,Quizz,Quizz Duration: 1H
184,185,2013,5,2,2,1,1,0,Quizz-Video,Quizz Duration: 1H-Video Duration: 1H
185,186,2013,22,2,2,1,1,0,Quizz-Video,Quizz Duration: 1H-Video Duration: 1H
186,187,2013,32,16,14,8,4,2,Video-Video-Quizz-Video-Video-Quizz-Video-Quizz-Exam-Quizz-Video-Exam-Video-Video,Video Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Video Duration: 2H
187,188,2013,36,15,10,4,5,1,Quizz-Quizz-Video-Quizz-Video-Video-Quizz-Video-Quizz-Exam,Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 3H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Exam Duration: 3H
188,189,2013,7,2,2,1,1,0,Quizz-Video,Quizz Duration: 1H-Video Duration: 1H
189,190,2013,20,2,2,1,1,0,Quizz-Video,Quizz Duration: 1H-Video Duration: 1H
190,191,2013,6,3,2,1,1,0,Video-Quizz,Video Duration: 2H-Quizz Duration: 1H
191,192,2013,36,0,0,0,0,0,,
192,193,2013,5,0,0,0,0,0,,
193,194,2013,15,1,1,0,1,0,Quizz,Quizz Duration: 1H
194,195,2013,18,6,5,2,2,1,Video-Exam-Quizz-Quizz-Video,Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H
195,196,2013,15,4,4,1,2,1,Video-Quizz-Quizz-Exam,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H
196,197,2013,11,5,3,2,1,0,Video-Quizz-Video,Video Duration: 2H-Quizz Duration: 2H-Video Duration: 1H
197,198,2013,33,10,7,4,2,1,Video-Quizz-Video-Video-Exam-Quizz-Video,Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H-Exam Duration: 2H-Quizz Duration: 1H-Video Duration: 2H
198,199,2013,15,2,2,1,1,0,Quizz-Video,Quizz Duration: 1H-Video Duration: 1H
199,200,2013,33,10,5,3,1,1,Exam-Video-Video-Quizz-Video,Exam Duration: 1H-Video Duration: 3H-Video Duration: 2H-Quizz Duration: 2H-Video Duration: 2H
200,201,2013,42,10,6,1,4,1,Video-Quizz-Quizz-Quizz-Exam-Quizz,Video Duration: 4H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 2H-Quizz Duration: 1H
201,202,2013,12,2,2,1,1,0,Video-Quizz,Video Duration: 1H-Quizz Duration: 1H
202,203,2013,8,1,1,0,1,0,Quizz,Quizz Duration: 1H
203,204,2013,10,3,3,1,2,0,Quizz-Quizz-Video,Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
204,205,2013,33,13,7,2,4,1,Video-Quizz-Quizz-Video-Exam-Quizz-Quizz,Video Duration: 3H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 4H-Exam Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H
205,206,2013,26,7,5,4,1,0,Video-Video-Quizz-Video-Video,Video Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 2H
206,207,2013,18,8,6,4,1,1,Video-Video-Video-Video-Quizz-Exam,Video Duration: 2H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Exam Duration: 1H
207,208,2013,32,7,4,2,2,0,Video-Video-Quizz-Quizz,Video Duration: 3H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H
208,209,2013,29,1,1,0,1,0,Quizz,Quizz Duration: 1H
209,210,2013,32,8,7,3,2,2,Video-Quizz-Exam-Quizz-Video-Video-Exam,Video Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H-Exam Duration: 1H
210,211,2013,22,9,7,5,1,1,Exam-Video-Video-Video-Video-Quizz-Video,Exam Duration: 1H-Video Duration: 1H-Video Duration: 2H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H
211,212,2013,28,5,5,2,2,1,Video-Quizz-Video-Quizz-Exam,Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H
212,213,2013,7,2,2,1,1,0,Video-Quizz,Video Duration: 1H-Quizz Duration: 1H
213,214,2013,34,14,13,7,5,1,Quizz-Video-Video-Video-Exam-Quizz-Quizz-Video-Video-Video-Video-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H
214,215,2013,31,4,4,1,2,1,Quizz-Quizz-Video-Exam,Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Exam Duration: 1H
215,216,2013,8,4,3,2,1,0,Quizz-Video-Video,Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H
216,217,2013,23,9,7,4,3,0,Video-Video-Quizz-Quizz-Video-Video-Quizz,Video Duration: 1H-Video Duration: 2H-Quizz Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
217,218,2013,26,11,9,4,3,2,Quizz-Video-Video-Video-Video-Quizz-Quizz-Exam-Exam,Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Exam Duration: 1H-Exam Duration: 1H
218,219,2013,24,3,3,2,1,0,Quizz-Video-Video,Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H
219,220,2013,25,5,2,1,1,0,Quizz-Video,Quizz Duration: 1H-Video Duration: 4H
220,221,2013,27,7,5,1,3,1,Quizz-Quizz-Quizz-Video-Exam,Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Exam Duration: 2H
221,222,2013,24,3,3,2,1,0,Video-Quizz-Video,Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
222,223,2013,29,12,6,2,3,1,Video-Quizz-Quizz-Video-Exam-Quizz,Video Duration: 3H-Quizz Duration: 1H-Quizz Duration: 2H-Video Duration: 3H-Exam Duration: 1H-Quizz Duration: 2H
223,224,2013,10,1,1,0,1,0,Quizz,Quizz Duration: 1H
224,225,2013,39,20,13,9,3,1,Video-Video-Exam-Quizz-Quizz-Quizz-Video-Video-Video-Video-Video-Video-Video,Video Duration: 1H-Video Duration: 2H-Exam Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H-Video Duration: 4H-Video Duration: 1H-Video Duration: 1H-Video Duration: 2H-Video Duration: 1H
225,226,2013,54,7,4,2,2,0,Video-Quizz-Video-Quizz,Video Duration: 1H-Quizz Duration: 2H-Video Duration: 3H-Quizz Duration: 1H
226,227,2013,13,2,2,1,1,0,Video-Quizz,Video Duration: 1H-Quizz Duration: 1H
227,228,2013,10,3,3,2,1,0,Quizz-Video-Video,Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H
228,229,2013,32,0,0,0,0,0,,
229,230,2013,50,2,2,1,1,0,Quizz-Video,Quizz Duration: 1H-Video Duration: 1H
230,231,2013,14,4,3,1,1,1,Quizz-Video-Exam,Quizz Duration: 2H-Video Duration: 1H-Exam Duration: 1H
231,232,2013,33,9,6,3,3,0,Video-Quizz-Video-Quizz-Quizz-Video,Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 4H
232,233,2013,34,17,10,3,6,1,Quizz-Quizz-Video-Quizz-Quizz-Video-Quizz-Quizz-Video-Exam,Quizz Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 3H-Quizz Duration: 2H-Quizz Duration: 1H-Video Duration: 2H-Exam Duration: 3H
233,234,2013,30,8,4,2,1,1,Quizz-Video-Video-Exam,Quizz Duration: 2H-Video Duration: 1H-Video Duration: 4H-Exam Duration: 1H
234,235,2013,15,7,6,2,3,1,Quizz-Quizz-Quizz-Exam-Video-Video,Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Video Duration: 2H
235,236,2013,30,4,4,1,2,1,Quizz-Quizz-Video-Exam,Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Exam Duration: 1H
236,237,2013,15,2,2,1,1,0,Video-Quizz,Video Duration: 1H-Quizz Duration: 1H
237,238,2013,15,5,5,1,3,1,Quizz-Quizz-Video-Quizz-Exam,Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H
238,239,2013,31,15,7,2,4,1,Video-Quizz-Quizz-Video-Exam-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 2H-Video Duration: 4H-Exam Duration: 2H-Quizz Duration: 2H-Quizz Duration: 2H
239,240,2013,32,1,1,0,1,0,Quizz,Quizz Duration: 1H
240,241,2013,13,4,4,2,2,0,Quizz-Quizz-Video-Video,Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H
241,242,2013,9,3,2,1,1,0,Quizz-Video,Quizz Duration: 2H-Video Duration: 1H
242,243,2013,27,2,2,1,1,0,Quizz-Video,Quizz Duration: 1H-Video Duration: 1H
243,244,2013,12,6,3,1,2,0,Video-Quizz-Quizz,Video Duration: 3H-Quizz Duration: 1H-Quizz Duration: 2H
244,245,2013,35,4,4,2,2,0,Video-Video-Quizz-Quizz,Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
245,246,2013,17,1,1,0,1,0,Quizz,Quizz Duration: 1H
246,247,2013,18,3,2,1,1,0,Video-Quizz,Video Duration: 2H-Quizz Duration: 1H
247,248,2013,9,4,3,1,2,0,Quizz-Video-Quizz,Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H
248,249,2013,10,1,1,0,1,0,Quizz,Quizz Duration: 1H
249,250,2013,47,9,9,6,3,0,Video-Quizz-Quizz-Video-Quizz-Video-Video-Video-Video,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H
250,251,2013,15,4,4,1,2,1,Exam-Video-Quizz-Quizz,Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
251,252,2013,9,4,2,1,1,0,Quizz-Video,Quizz Duration: 2H-Video Duration: 2H
252,253,2013,10,3,3,1,2,0,Quizz-Video-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
253,254,2013,31,7,4,2,2,0,Video-Quizz-Quizz-Video,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 4H
254,255,2013,35,7,6,1,3,2,Quizz-Quizz-Exam-Exam-Quizz-Video,Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 2H
255,256,2013,49,0,0,0,0,0,,
256,257,2013,35,12,5,2,2,1,Quizz-Video-Video-Quizz-Exam,Quizz Duration: 2H-Video Duration: 3H-Video Duration: 3H-Quizz Duration: 2H-Exam Duration: 2H
257,258,2013,27,5,4,2,1,1,Video-Exam-Video-Quizz,Video Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 2H
258,259,2013,46,2,2,1,1,0,Video-Quizz,Video Duration: 1H-Quizz Duration: 1H
259,260,2013,16,6,6,2,3,1,Quizz-Video-Video-Quizz-Quizz-Exam,Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H
260,261,2013,20,7,6,4,2,0,Quizz-Video-Video-Video-Quizz-Video,Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Video Duration: 1H
261,262,2013,35,17,13,5,7,1,Video-Video-Quizz-Quizz-Video-Quizz-Video-Quizz-Quizz-Exam-Quizz-Video-Quizz,Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 3H-Quizz Duration: 1H-Video Duration: 3H-Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
262,263,2013,6,3,2,1,1,0,Quizz-Video,Quizz Duration: 1H-Video Duration: 2H
263,264,2013,8,2,2,1,1,0,Quizz-Video,Quizz Duration: 1H-Video Duration: 1H
264,265,2013,29,4,4,1,2,1,Video-Quizz-Quizz-Exam,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H
265,266,2013,16,0,0,0,0,0,,
266,267,2013,39,18,8,3,4,1,Exam-Video-Quizz-Video-Quizz-Quizz-Quizz-Video,Exam Duration: 1H-Video Duration: 4H-Quizz Duration: 1H-Video Duration: 4H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Video Duration: 4H
267,268,2013,35,15,13,8,4,1,Video-Quizz-Video-Quizz-Video-Exam-Video-Quizz-Video-Quizz-Video-Video-Video,Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H
268,269,2013,60,26,17,4,12,1,Quizz-Exam-Quizz-Video-Video-Quizz-Quizz-Quizz-Video-Quizz-Quizz-Quizz-Quizz-Quizz-Quizz-Quizz-Video,Quizz Duration: 1H-Exam Duration: 4H-Quizz Duration: 1H-Video Duration: 2H-Video Duration: 3H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Video Duration: 2H
269,270,2013,11,1,1,0,1,0,Quizz,Quizz Duration: 1H
270,271,2013,24,10,7,2,4,1,Video-Quizz-Quizz-Quizz-Exam-Video-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 3H-Quizz Duration: 2H
271,272,2013,10,4,4,1,2,1,Quizz-Video-Exam-Quizz,Quizz Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H
272,273,2013,24,1,1,0,1,0,Quizz,Quizz Duration: 1H
273,274,2013,42,3,3,1,2,0,Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
274,275,2013,47,16,15,11,3,1,Video-Video-Video-Video-Quizz-Video-Quizz-Quizz-Exam-Video-Video-Video-Video-Video-Video,Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Exam Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H
275,276,2013,17,0,0,0,0,0,,
276,277,2013,24,11,7,1,4,2,Exam-Quizz-Quizz-Quizz-Exam-Quizz-Video,Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 2H-Quizz Duration: 2H-Video Duration: 3H
277,278,2013,15,4,4,1,2,1,Exam-Quizz-Video-Quizz,Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
278,279,2013,35,15,12,8,3,1,Video-Video-Video-Video-Quizz-Quizz-Quizz-Video-Video-Video-Exam-Video,Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 2H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Video Duration: 1H
279,280,2013,18,0,0,0,0,0,,
280,281,2013,27,3,3,2,1,0,Quizz-Video-Video,Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H
281,282,2013,36,17,12,3,6,3,Exam-Exam-Quizz-Exam-Quizz-Quizz-Video-Quizz-Quizz-Video-Video-Quizz,Exam Duration: 1H-Exam Duration: 1H-Quizz Duration: 2H-Exam Duration: 2H-Quizz Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Video Duration: 1H-Quizz Duration: 2H
282,283,2013,13,3,3,2,1,0,Video-Video-Quizz,Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
283,284,2013,11,5,5,1,3,1,Exam-Quizz-Video-Quizz-Quizz,Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
284,285,2013,39,10,8,5,2,1,Exam-Quizz-Quizz-Video-Video-Video-Video-Video,Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 2H-Video Duration: 1H
285,286,2013,15,6,2,1,1,0,Video-Quizz,Video Duration: 4H-Quizz Duration: 2H
286,287,2013,32,14,8,1,5,2,Quizz-Exam-Video-Exam-Quizz-Quizz-Quizz-Quizz,Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 4H-Exam Duration: 1H-Quizz Duration: 2H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 2H
287,288,2013,15,7,5,2,2,1,Video-Quizz-Quizz-Exam-Video,Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 2H-Exam Duration: 1H-Video Duration: 1H
288,289,2013,7,1,1,0,1,0,Quizz,Quizz Duration: 1H
289,290,2013,9,1,1,0,1,0,Quizz,Quizz Duration: 1H
290,291,2013,39,4,4,1,2,1,Video-Quizz-Quizz-Exam,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H
291,292,2013,14,3,3,1,2,0,Quizz-Quizz-Video,Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
292,293,2013,11,1,1,0,1,0,Quizz,Quizz Duration: 1H
293,294,2013,39,19,15,4,7,4,Quizz-Exam-Quizz-Quizz-Video-Video-Exam-Quizz-Quizz-Quizz-Exam-Exam-Video-Video-Quizz,Quizz Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 2H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Exam Duration: 1H-Video Duration: 2H-Video Duration: 2H-Quizz Duration: 2H
294,295,2013,25,12,6,2,3,1,Exam-Quizz-Video-Video-Quizz-Quizz,Exam Duration: 3H-Quizz Duration: 1H-Video Duration: 3H-Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 2H
295,296,2013,35,11,8,2,5,1,Video-Quizz-Quizz-Quizz-Exam-Quizz-Video-Quizz,Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 2H
296,297,2013,9,2,2,1,1,0,Video-Quizz,Video Duration: 1H-Quizz Duration: 1H
297,298,2013,12,1,1,0,1,0,Quizz,Quizz Duration: 1H
298,299,2013,6,1,1,0,1,0,Quizz,Quizz Duration: 1H
299,300,2013,28,4,3,2,1,0,Video-Quizz-Video,Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H
300,301,2013,22,0,0,0,0,0,,
301,302,2013,56,25,20,8,10,2,Video-Quizz-Quizz-Quizz-Video-Exam-Quizz-Video-Video-Quizz-Quizz-Quizz-Video-Quizz-Video-Exam-Quizz-Video-Quizz-Video,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Exam Duration: 3H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H
302,303,2013,12,5,4,1,2,1,Video-Exam-Quizz-Quizz,Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H
303,304,2013,8,0,0,0,0,0,,
304,305,2013,5,2,2,1,1,0,Quizz-Video,Quizz Duration: 1H-Video Duration: 1H
305,306,2013,19,7,4,1,3,0,Quizz-Quizz-Video-Quizz,Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 4H-Quizz Duration: 1H
306,307,2013,21,7,7,4,3,0,Quizz-Video-Quizz-Video-Quizz-Video-Video,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H
307,308,2013,14,7,6,2,3,1,Exam-Quizz-Video-Quizz-Video-Quizz,Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H
308,309,2013,6,1,1,0,1,0,Quizz,Quizz Duration: 1H
309,310,2013,35,10,8,1,4,3,Quizz-Exam-Quizz-Exam-Exam-Quizz-Quizz-Video,Quizz Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 3H
310,311,2013,5,1,1,0,1,0,Quizz,Quizz Duration: 1H
311,312,2013,38,4,4,1,2,1,Video-Quizz-Exam-Quizz,Video Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H
312,313,2013,27,8,5,3,1,1,Video-Exam-Video-Quizz-Video,Video Duration: 3H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H
313,314,2013,40,3,3,1,2,0,Quizz-Quizz-Video,Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
314,315,2013,51,17,16,6,9,1,Quizz-Video-Exam-Video-Quizz-Video-Quizz-Quizz-Video-Video-Quizz-Video-Quizz-Quizz-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H
315,316,2013,13,6,5,2,2,1,Video-Quizz-Exam-Video-Quizz,Video Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 2H
316,317,2013,12,1,1,0,1,0,Quizz,Quizz Duration: 1H
317,318,2013,22,4,3,1,1,1,Video-Exam-Quizz,Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 2H
318,319,2013,25,6,5,2,2,1,Exam-Quizz-Video-Quizz-Video,Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 2H
319,320,2013,60,4,4,1,2,1,Exam-Quizz-Quizz-Video,Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
320,321,2013,35,5,2,1,1,0,Quizz-Video,Quizz Duration: 1H-Video Duration: 4H
321,322,2013,12,4,3,2,1,0,Video-Video-Quizz,Video Duration: 1H-Video Duration: 1H-Quizz Duration: 2H
322,323,2013,35,7,6,3,2,1,Quizz-Exam-Video-Quizz-Video-Video,Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H
323,324,2013,5,2,2,1,1,0,Quizz-Video,Quizz Duration: 1H-Video Duration: 1H
324,325,2013,54,17,13,3,8,2,Video-Quizz-Exam-Quizz-Quizz-Quizz-Quizz-Video-Quizz-Video-Quizz-Exam-Quizz,Video Duration: 1H-Quizz Duration: 2H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Exam Duration: 2H-Quizz Duration: 1H
325,326,2013,15,3,3,2,1,0,Quizz-Video-Video,Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H
326,327,2013,8,4,3,1,1,1,Quizz-Video-Exam,Quizz Duration: 2H-Video Duration: 1H-Exam Duration: 1H
327,328,2013,7,0,0,0,0,0,,
328,329,2013,29,11,9,4,3,2,Exam-Video-Video-Exam-Video-Quizz-Video-Quizz-Quizz,Exam Duration: 1H-Video Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Video Duration: 3H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
329,330,2013,14,3,3,2,1,0,Video-Quizz-Video,Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
330,331,2013,26,11,7,2,3,2,Video-Exam-Quizz-Quizz-Video-Quizz-Exam,Video Duration: 3H-Exam Duration: 2H-Quizz Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H
331,332,2013,9,2,2,1,1,0,Quizz-Video,Quizz Duration: 1H-Video Duration: 1H
332,333,2013,10,1,1,0,1,0,Quizz,Quizz Duration: 1H
333,334,2013,14,1,1,0,1,0,Quizz,Quizz Duration: 1H
