Course_ID,Duration,Duration_Digit,Duration_Present,Year,Total_Courses_perYear,Digit_Ratio,Digit_Percentage,Digitalization,Type
333,12,2,10,2013,1045,0.19,19,Low Digitalization,Small Course ( <15H )
334,29,26,3,2013,1045,0.91,91,High Digitalization,Medium Course ( >15H and <40H )
335,55,39,16,2013,1045,0.71,71,Medium-High Digitalization,High Course ( >40H )
336,18,4,14,2013,1045,0.25,25,Medium-Low Digitalization,Medium Course ( >15H and <40H )
337,9,0,9,2013,1045,0.0,0,Low Digitalization,Small Course ( <15H )
338,42,28,14,2013,1045,0.67,67,Medium-High Digitalization,High Course ( >40H )
339,31,10,21,2013,1045,0.32,32,Medium-Low Digitalization,Medium Course ( >15H and <40H )
340,41,13,28,2013,1045,0.31,31,Medium-Low Digitalization,High Course ( >40H )
341,51,33,18,2013,1045,0.64,64,Medium-High Digitalization,High Course ( >40H )
342,52,19,33,2013,1045,0.37,37,Medium-Low Digitalization,High Course ( >40H )
343,14,6,8,2013,1045,0.42,42,Medium-Low Digitalization,Small Course ( <15H )
344,23,3,20,2013,1045,0.12,12,Low Digitalization,Medium Course ( >15H and <40H )
345,8,0,8,2013,1045,0.06,6,Low Digitalization,Small Course ( <15H )
346,15,2,14,2013,1045,0.1,10,Low Digitalization,Small Course ( <15H )
347,25,5,20,2013,1045,0.2,20,Low Digitalization,Medium Course ( >15H and <40H )
348,43,37,6,2013,1045,0.86,86,High Digitalization,High Course ( >40H )
349,19,15,4,2013,1045,0.81,81,High Digitalization,Medium Course ( >15H and <40H )
350,13,11,2,2013,1045,0.85,85,High Digitalization,Small Course ( <15H )
351,71,8,63,2013,1045,0.11,11,Low Digitalization,High Course ( >40H )
352,30,28,2,2013,1045,0.95,95,High Digitalization,Medium Course ( >15H and <40H )
353,72,58,14,2013,1045,0.81,81,High Digitalization,High Course ( >40H )
354,15,2,13,2013,1045,0.11,11,Low Digitalization,Small Course ( <15H )
355,60,43,17,2013,1045,0.71,71,Medium-High Digitalization,High Course ( >40H )
356,23,2,21,2013,1045,0.09,9,Low Digitalization,Medium Course ( >15H and <40H )
357,27,24,3,2013,1045,0.9,90,High Digitalization,Medium Course ( >15H and <40H )
358,38,11,27,2013,1045,0.28,28,Medium-Low Digitalization,Medium Course ( >15H and <40H )
359,60,1,59,2013,1045,0.01,1,Low Digitalization,High Course ( >40H )
360,58,1,57,2013,1045,0.02,2,Low Digitalization,High Course ( >40H )
361,80,14,66,2013,1045,0.18,18,Low Digitalization,High Course ( >40H )
362,5,3,2,2013,1045,0.62,62,Medium-High Digitalization,Small Course ( <15H )
363,22,11,11,2013,1045,0.49,49,Medium-Low Digitalization,Medium Course ( >15H and <40H )
364,26,4,22,2013,1045,0.16,16,Low Digitalization,Medium Course ( >15H and <40H )
365,60,41,19,2013,1045,0.69,69,Medium-High Digitalization,High Course ( >40H )
366,57,44,13,2013,1045,0.77,77,Medium-High Digitalization,High Course ( >40H )
367,11,3,8,2013,1045,0.25,25,Medium-Low Digitalization,Small Course ( <15H )
368,45,30,15,2013,1045,0.66,66,Medium-High Digitalization,High Course ( >40H )
369,25,19,6,2013,1045,0.76,76,Medium-High Digitalization,Medium Course ( >15H and <40H )
370,38,33,5,2013,1045,0.88,88,High Digitalization,Medium Course ( >15H and <40H )
371,8,2,6,2013,1045,0.24,24,Medium-Low Digitalization,Small Course ( <15H )
372,11,8,3,2013,1045,0.77,77,Medium-High Digitalization,Small Course ( <15H )
373,46,23,23,2013,1045,0.5,50,Medium-Low Digitalization,High Course ( >40H )
374,80,15,65,2013,1045,0.19,19,Low Digitalization,High Course ( >40H )
375,9,0,9,2013,1045,0.05,5,Low Digitalization,Small Course ( <15H )
376,33,9,24,2013,1045,0.27,27,Medium-Low Digitalization,Medium Course ( >15H and <40H )
377,25,12,14,2013,1045,0.46,46,Medium-Low Digitalization,Medium Course ( >15H and <40H )
378,13,1,12,2013,1045,0.07,7,Low Digitalization,Small Course ( <15H )
379,48,4,44,2013,1045,0.08,8,Low Digitalization,High Course ( >40H )
380,15,14,1,2013,1045,0.96,96,High Digitalization,Small Course ( <15H )
381,15,9,6,2013,1045,0.6,60,Medium-High Digitalization,Small Course ( <15H )
382,18,6,12,2013,1045,0.34,34,Medium-Low Digitalization,Medium Course ( >15H and <40H )
383,27,21,6,2013,1045,0.79,79,Medium-High Digitalization,Medium Course ( >15H and <40H )
384,6,5,1,2013,1045,0.82,82,High Digitalization,Small Course ( <15H )
385,5,0,5,2013,1045,0.04,4,Low Digitalization,Small Course ( <15H )
386,46,36,10,2013,1045,0.79,79,Medium-High Digitalization,High Course ( >40H )
387,63,43,20,2013,1045,0.68,68,Medium-High Digitalization,High Course ( >40H )
388,13,7,6,2013,1045,0.53,53,Medium-High Digitalization,Small Course ( <15H )
389,41,26,15,2013,1045,0.64,64,Medium-High Digitalization,High Course ( >40H )
390,15,14,2,2013,1045,0.9,90,High Digitalization,Small Course ( <15H )
391,14,12,2,2013,1045,0.87,87,High Digitalization,Small Course ( <15H )
392,33,20,13,2013,1045,0.62,62,Medium-High Digitalization,Medium Course ( >15H and <40H )
393,6,0,6,2013,1045,0.02,2,Low Digitalization,Small Course ( <15H )
394,60,13,47,2013,1045,0.22,22,Medium-Low Digitalization,High Course ( >40H )
395,11,2,9,2013,1045,0.16,16,Low Digitalization,Small Course ( <15H )
396,10,6,4,2013,1045,0.61,61,Medium-High Digitalization,Small Course ( <15H )
397,33,22,11,2013,1045,0.67,67,Medium-High Digitalization,Medium Course ( >15H and <40H )
398,48,12,36,2013,1045,0.26,26,Medium-Low Digitalization,High Course ( >40H )
399,31,2,29,2013,1045,0.05,5,Low Digitalization,Medium Course ( >15H and <40H )
400,25,2,24,2013,1045,0.06,6,Low Digitalization,Medium Course ( >15H and <40H )
401,25,0,25,2013,1045,0.01,1,Low Digitalization,Medium Course ( >15H and <40H )
402,36,32,4,2013,1045,0.89,89,High Digitalization,Medium Course ( >15H and <40H )
403,88,4,84,2013,1045,0.04,4,Low Digitalization,High Course ( >40H )
404,38,25,13,2013,1045,0.65,65,Medium-High Digitalization,Medium Course ( >15H and <40H )
405,52,23,29,2013,1045,0.45,45,Medium-Low Digitalization,High Course ( >40H )
406,30,15,15,2013,1045,0.51,51,Medium-High Digitalization,Medium Course ( >15H and <40H )
407,52,18,34,2013,1045,0.35,35,Medium-Low Digitalization,High Course ( >40H )
408,13,5,8,2013,1045,0.42,42,Medium-Low Digitalization,Small Course ( <15H )
409,7,2,5,2013,1045,0.27,27,Medium-Low Digitalization,Small Course ( <15H )
410,28,9,19,2013,1045,0.31,31,Medium-Low Digitalization,Medium Course ( >15H and <40H )
411,36,10,26,2013,1045,0.27,27,Medium-Low Digitalization,Medium Course ( >15H and <40H )
412,30,1,29,2013,1045,0.02,2,Low Digitalization,Medium Course ( >15H and <40H )
413,76,4,72,2013,1045,0.05,5,Low Digitalization,High Course ( >40H )
414,12,12,0,2013,1045,0.99,99,High Digitalization,Small Course ( <15H )
415,14,10,4,2013,1045,0.72,72,Medium-High Digitalization,Small Course ( <15H )
416,41,23,18,2013,1045,0.57,56,Medium-High Digitalization,High Course ( >40H )
417,26,20,6,2013,1045,0.78,78,Medium-High Digitalization,Medium Course ( >15H and <40H )
418,75,8,67,2013,1045,0.11,11,Low Digitalization,High Course ( >40H )
419,26,14,12,2013,1045,0.54,54,Medium-High Digitalization,Medium Course ( >15H and <40H )
420,52,44,8,2013,1045,0.85,85,High Digitalization,High Course ( >40H )
421,55,32,23,2013,1045,0.58,57,Medium-High Digitalization,High Course ( >40H )
422,53,36,17,2013,1045,0.67,67,Medium-High Digitalization,High Course ( >40H )
423,50,35,15,2013,1045,0.7,70,Medium-High Digitalization,High Course ( >40H )
424,15,2,13,2013,1045,0.13,13,Low Digitalization,Small Course ( <15H )
425,11,3,8,2013,1045,0.23,23,Medium-Low Digitalization,Small Course ( <15H )
426,51,17,34,2013,1045,0.33,33,Medium-Low Digitalization,High Course ( >40H )
427,26,23,3,2013,1045,0.9,90,High Digitalization,Medium Course ( >15H and <40H )
428,40,26,14,2013,1045,0.64,64,Medium-High Digitalization,High Course ( >40H )
429,60,49,11,2013,1045,0.82,82,High Digitalization,High Course ( >40H )
430,12,9,3,2013,1045,0.79,79,Medium-High Digitalization,Small Course ( <15H )
431,5,2,3,2013,1045,0.31,31,Medium-Low Digitalization,Small Course ( <15H )
432,45,45,0,2013,1045,0.99,99,High Digitalization,High Course ( >40H )
433,34,12,22,2013,1045,0.36,36,Medium-Low Digitalization,Medium Course ( >15H and <40H )
434,45,18,27,2013,1045,0.41,41,Medium-Low Digitalization,High Course ( >40H )
435,23,12,11,2013,1045,0.51,51,Medium-High Digitalization,Medium Course ( >15H and <40H )
436,31,27,4,2013,1045,0.86,86,High Digitalization,Medium Course ( >15H and <40H )
437,60,20,40,2013,1045,0.34,34,Medium-Low Digitalization,High Course ( >40H )
438,44,23,21,2013,1045,0.53,53,Medium-High Digitalization,High Course ( >40H )
439,36,10,26,2013,1045,0.27,27,Medium-Low Digitalization,Medium Course ( >15H and <40H )
440,25,12,13,2013,1045,0.48,48,Medium-Low Digitalization,Medium Course ( >15H and <40H )
441,12,5,7,2013,1045,0.42,42,Medium-Low Digitalization,Small Course ( <15H )
442,74,25,49,2013,1045,0.34,34,Medium-Low Digitalization,High Course ( >40H )
443,54,38,16,2013,1045,0.7,70,Medium-High Digitalization,High Course ( >40H )
444,56,47,9,2013,1045,0.84,84,High Digitalization,High Course ( >40H )
445,68,43,25,2013,1045,0.63,63,Medium-High Digitalization,High Course ( >40H )
446,31,3,28,2013,1045,0.1,10,Low Digitalization,Medium Course ( >15H and <40H )
447,64,15,49,2013,1045,0.24,24,Medium-Low Digitalization,High Course ( >40H )
448,35,6,29,2013,1045,0.17,17,Low Digitalization,Medium Course ( >15H and <40H )
449,78,49,29,2013,1045,0.63,63,Medium-High Digitalization,High Course ( >40H )
450,23,9,14,2013,1045,0.37,37,Medium-Low Digitalization,Medium Course ( >15H and <40H )
451,31,19,12,2013,1045,0.61,61,Medium-High Digitalization,Medium Course ( >15H and <40H )
452,26,7,19,2013,1045,0.28,28,Medium-Low Digitalization,Medium Course ( >15H and <40H )
453,6,4,2,2013,1045,0.59,59,Medium-High Digitalization,Small Course ( <15H )
454,58,7,51,2013,1045,0.12,12,Low Digitalization,High Course ( >40H )
455,27,25,2,2013,1045,0.93,93,High Digitalization,Medium Course ( >15H and <40H )
456,9,7,2,2013,1045,0.75,75,Medium-High Digitalization,Small Course ( <15H )
457,70,22,48,2013,1045,0.32,32,Medium-Low Digitalization,High Course ( >40H )
458,41,1,40,2013,1045,0.02,2,Low Digitalization,High Course ( >40H )
459,58,14,44,2013,1045,0.25,25,Medium-Low Digitalization,High Course ( >40H )
460,38,0,38,2013,1045,0.0,0,Low Digitalization,Medium Course ( >15H and <40H )
461,31,23,8,2013,1045,0.73,73,Medium-High Digitalization,Medium Course ( >15H and <40H )
462,10,0,10,2013,1045,0.05,5,Low Digitalization,Small Course ( <15H )
463,48,13,35,2013,1045,0.27,27,Medium-Low Digitalization,High Course ( >40H )
464,20,10,10,2013,1045,0.48,48,Medium-Low Digitalization,Medium Course ( >15H and <40H )
465,8,3,5,2013,1045,0.32,32,Medium-Low Digitalization,Small Course ( <15H )
466,11,2,9,2013,1045,0.14,14,Low Digitalization,Small Course ( <15H )
467,12,3,9,2013,1045,0.21,21,Medium-Low Digitalization,Small Course ( <15H )
468,41,9,32,2013,1045,0.22,22,Medium-Low Digitalization,High Course ( >40H )
469,56,4,52,2013,1045,0.07,7,Low Digitalization,High Course ( >40H )
470,67,66,1,2013,1045,0.99,99,High Digitalization,High Course ( >40H )
471,47,29,18,2013,1045,0.62,62,Medium-High Digitalization,High Course ( >40H )
472,12,2,10,2013,1045,0.17,17,Low Digitalization,Small Course ( <15H )
473,79,54,25,2013,1045,0.68,68,Medium-High Digitalization,High Course ( >40H )
474,5,3,2,2013,1045,0.67,67,Medium-High Digitalization,Small Course ( <15H )
475,12,3,9,2013,1045,0.28,28,Medium-Low Digitalization,Small Course ( <15H )
476,5,4,1,2013,1045,0.81,81,High Digitalization,Small Course ( <15H )
477,6,4,2,2013,1045,0.72,72,Medium-High Digitalization,Small Course ( <15H )
478,64,62,2,2013,1045,0.97,97,High Digitalization,High Course ( >40H )
479,15,12,3,2013,1045,0.81,81,High Digitalization,Small Course ( <15H )
480,88,70,18,2013,1045,0.79,79,Medium-High Digitalization,High Course ( >40H )
481,86,55,31,2013,1045,0.64,64,Medium-High Digitalization,High Course ( >40H )
482,18,11,7,2013,1045,0.62,62,Medium-High Digitalization,Medium Course ( >15H and <40H )
483,54,35,19,2013,1045,0.64,64,Medium-High Digitalization,High Course ( >40H )
484,75,74,1,2013,1045,0.99,99,High Digitalization,High Course ( >40H )
485,17,6,11,2013,1045,0.38,38,Medium-Low Digitalization,Medium Course ( >15H and <40H )
486,50,22,28,2013,1045,0.45,45,Medium-Low Digitalization,High Course ( >40H )
487,9,6,3,2013,1045,0.69,69,Medium-High Digitalization,Small Course ( <15H )
488,17,9,8,2013,1045,0.54,54,Medium-High Digitalization,Medium Course ( >15H and <40H )
489,9,3,6,2013,1045,0.32,32,Medium-Low Digitalization,Small Course ( <15H )
490,7,6,1,2013,1045,0.84,84,High Digitalization,Small Course ( <15H )
491,8,7,1,2013,1045,0.84,84,High Digitalization,Small Course ( <15H )
492,90,25,65,2013,1045,0.28,28,Medium-Low Digitalization,High Course ( >40H )
493,11,11,0,2013,1045,0.99,99,High Digitalization,Small Course ( <15H )
494,35,32,4,2013,1045,0.9,90,High Digitalization,Medium Course ( >15H and <40H )
495,41,19,22,2013,1045,0.47,47,Medium-Low Digitalization,High Course ( >40H )
496,82,62,20,2013,1045,0.75,75,Medium-High Digitalization,High Course ( >40H )
497,42,41,1,2013,1045,0.98,98,High Digitalization,High Course ( >40H )
498,84,41,43,2013,1045,0.49,49,Medium-Low Digitalization,High Course ( >40H )
499,37,28,9,2013,1045,0.76,76,Medium-High Digitalization,Medium Course ( >15H and <40H )
500,53,43,10,2013,1045,0.82,82,High Digitalization,High Course ( >40H )
501,15,13,2,2013,1045,0.86,86,High Digitalization,Small Course ( <15H )
502,16,15,1,2013,1045,0.92,92,High Digitalization,Medium Course ( >15H and <40H )
503,40,1,39,2013,1045,0.02,2,Low Digitalization,High Course ( >40H )
504,35,6,29,2013,1045,0.17,17,Low Digitalization,Medium Course ( >15H and <40H )
505,34,31,3,2013,1045,0.91,91,High Digitalization,Medium Course ( >15H and <40H )
506,71,51,20,2013,1045,0.72,72,Medium-High Digitalization,High Course ( >40H )
507,9,7,2,2013,1045,0.77,77,Medium-High Digitalization,Small Course ( <15H )
508,45,25,20,2013,1045,0.55,55,Medium-High Digitalization,High Course ( >40H )
509,8,0,8,2013,1045,0.05,5,Low Digitalization,Small Course ( <15H )
510,76,30,46,2013,1045,0.39,39,Medium-Low Digitalization,High Course ( >40H )
511,80,15,65,2013,1045,0.19,19,Low Digitalization,High Course ( >40H )
512,66,31,35,2013,1045,0.47,47,Medium-Low Digitalization,High Course ( >40H )
513,15,8,7,2013,1045,0.55,55,Medium-High Digitalization,Small Course ( <15H )
514,81,6,75,2013,1045,0.08,8,Low Digitalization,High Course ( >40H )
515,72,46,26,2013,1045,0.64,64,Medium-High Digitalization,High Course ( >40H )
516,23,11,12,2013,1045,0.49,49,Medium-Low Digitalization,Medium Course ( >15H and <40H )
517,34,0,34,2013,1045,0.0,0,Low Digitalization,Medium Course ( >15H and <40H )
518,22,18,4,2013,1045,0.8,80,Medium-High Digitalization,Medium Course ( >15H and <40H )
519,14,7,7,2013,1045,0.53,53,Medium-High Digitalization,Small Course ( <15H )
520,29,13,16,2013,1045,0.44,44,Medium-Low Digitalization,Medium Course ( >15H and <40H )
521,21,20,1,2013,1045,0.94,94,High Digitalization,Medium Course ( >15H and <40H )
522,19,8,11,2013,1045,0.42,42,Medium-Low Digitalization,Medium Course ( >15H and <40H )
523,12,11,1,2013,1045,0.89,89,High Digitalization,Small Course ( <15H )
524,9,0,9,2013,1045,0.0,0,Low Digitalization,Small Course ( <15H )
525,14,8,6,2013,1045,0.55,55,Medium-High Digitalization,Small Course ( <15H )
526,53,25,28,2013,1045,0.47,47,Medium-Low Digitalization,High Course ( >40H )
527,77,43,34,2013,1045,0.56,56,Medium-High Digitalization,High Course ( >40H )
528,10,8,2,2013,1045,0.81,81,High Digitalization,Small Course ( <15H )
529,14,10,4,2013,1045,0.72,72,Medium-High Digitalization,Small Course ( <15H )
530,43,1,42,2013,1045,0.03,3,Low Digitalization,High Course ( >40H )
531,71,63,8,2013,1045,0.89,89,High Digitalization,High Course ( >40H )
532,12,9,3,2013,1045,0.74,74,Medium-High Digitalization,Small Course ( <15H )
533,7,4,3,2013,1045,0.57,56,Medium-High Digitalization,Small Course ( <15H )
534,9,8,1,2013,1045,0.88,88,High Digitalization,Small Course ( <15H )
535,21,20,1,2013,1045,0.97,97,High Digitalization,Medium Course ( >15H and <40H )
536,83,33,50,2013,1045,0.4,40,Medium-Low Digitalization,High Course ( >40H )
537,12,2,10,2013,1045,0.15,15,Low Digitalization,Small Course ( <15H )
538,39,37,2,2013,1045,0.96,96,High Digitalization,Medium Course ( >15H and <40H )
539,12,12,0,2013,1045,0.96,96,High Digitalization,Small Course ( <15H )
540,59,21,38,2013,1045,0.36,36,Medium-Low Digitalization,High Course ( >40H )
541,17,12,5,2013,1045,0.73,73,Medium-High Digitalization,Medium Course ( >15H and <40H )
542,60,17,43,2013,1045,0.29,28,Medium-Low Digitalization,High Course ( >40H )
543,14,1,13,2013,1045,0.08,8,Low Digitalization,Small Course ( <15H )
544,9,2,7,2013,1045,0.22,22,Medium-Low Digitalization,Small Course ( <15H )
545,36,14,22,2013,1045,0.4,40,Medium-Low Digitalization,Medium Course ( >15H and <40H )
546,40,16,24,2013,1045,0.41,41,Medium-Low Digitalization,High Course ( >40H )
547,70,8,62,2013,1045,0.12,12,Low Digitalization,High Course ( >40H )
548,54,22,32,2013,1045,0.4,40,Medium-Low Digitalization,High Course ( >40H )
549,85,45,40,2013,1045,0.53,53,Medium-High Digitalization,High Course ( >40H )
550,88,28,60,2013,1045,0.32,32,Medium-Low Digitalization,High Course ( >40H )
551,49,44,5,2013,1045,0.89,89,High Digitalization,High Course ( >40H )
552,80,63,17,2013,1045,0.79,79,Medium-High Digitalization,High Course ( >40H )
553,9,8,1,2013,1045,0.85,85,High Digitalization,Small Course ( <15H )
554,80,6,74,2013,1045,0.07,7,Low Digitalization,High Course ( >40H )
555,28,0,28,2013,1045,0.0,0,Low Digitalization,Medium Course ( >15H and <40H )
556,50,6,44,2013,1045,0.13,13,Low Digitalization,High Course ( >40H )
557,31,25,6,2013,1045,0.8,80,Medium-High Digitalization,Medium Course ( >15H and <40H )
558,11,10,1,2013,1045,0.87,87,High Digitalization,Small Course ( <15H )
559,13,1,12,2013,1045,0.09,9,Low Digitalization,Small Course ( <15H )
560,22,20,2,2013,1045,0.89,89,High Digitalization,Medium Course ( >15H and <40H )
561,58,8,50,2013,1045,0.13,13,Low Digitalization,High Course ( >40H )
562,10,7,3,2013,1045,0.66,66,Medium-High Digitalization,Small Course ( <15H )
563,52,39,13,2013,1045,0.75,75,Medium-High Digitalization,High Course ( >40H )
564,69,15,54,2013,1045,0.22,22,Medium-Low Digitalization,High Course ( >40H )
565,16,12,4,2013,1045,0.77,77,Medium-High Digitalization,Medium Course ( >15H and <40H )
566,59,21,38,2013,1045,0.36,36,Medium-Low Digitalization,High Course ( >40H )
567,12,2,10,2013,1045,0.13,13,Low Digitalization,Small Course ( <15H )
568,58,14,44,2013,1045,0.25,25,Medium-Low Digitalization,High Course ( >40H )
569,7,6,1,2013,1045,0.81,81,High Digitalization,Small Course ( <15H )
570,69,16,53,2013,1045,0.23,23,Medium-Low Digitalization,High Course ( >40H )
571,14,1,13,2013,1045,0.09,9,Low Digitalization,Small Course ( <15H )
572,11,7,4,2013,1045,0.63,63,Medium-High Digitalization,Small Course ( <15H )
573,23,19,4,2013,1045,0.83,83,High Digitalization,Medium Course ( >15H and <40H )
574,10,4,6,2013,1045,0.35,35,Medium-Low Digitalization,Small Course ( <15H )
575,35,1,34,2013,1045,0.04,4,Low Digitalization,Medium Course ( >15H and <40H )
576,67,66,1,2013,1045,0.98,98,High Digitalization,High Course ( >40H )
577,40,16,24,2013,1045,0.41,41,Medium-Low Digitalization,High Course ( >40H )
578,88,84,4,2013,1045,0.95,95,High Digitalization,High Course ( >40H )
579,56,52,4,2013,1045,0.93,93,High Digitalization,High Course ( >40H )
580,43,30,13,2013,1045,0.69,69,Medium-High Digitalization,High Course ( >40H )
