,Year,Course_ID,Course_Duration,Course_Resources,Course_Ress_Digit,Course_Ress_inClass,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam
7054,2020,62,5,2,1,1,1,0,0,1,0,0
62,2013,63,14,13,1,12,0,1,0,8,3,1
1061,2014,63,14,13,2,11,1,1,0,7,3,1
2060,2015,63,14,13,2,11,1,1,0,7,3,1
3059,2016,63,14,13,2,11,1,1,0,7,3,1
4058,2017,63,14,13,2,11,1,1,0,7,3,1
5057,2018,63,14,13,3,10,1,2,0,7,2,1
6056,2019,63,14,13,3,10,1,2,0,7,2,1
7055,2020,63,14,13,4,9,1,3,0,7,1,1
63,2013,64,14,4,0,4,0,0,0,1,2,1
1062,2014,64,14,4,1,3,0,1,0,1,1,1
2061,2015,64,14,4,1,3,0,1,0,1,1,1
3060,2016,64,14,4,2,2,0,1,1,1,1,0
4059,2017,64,14,4,2,2,0,1,1,1,1,0
5058,2018,64,14,4,2,2,0,1,1,1,1,0
6057,2019,64,14,4,2,2,0,1,1,1,1,0
7056,2020,64,14,4,2,2,0,1,1,1,1,0
64,2013,65,60,40,3,37,1,1,1,23,12,2
1063,2014,65,60,40,4,36,2,1,1,22,12,2
2062,2015,65,60,40,4,36,2,1,1,22,12,2
3061,2016,65,60,40,5,35,2,2,1,22,11,2
4060,2017,65,60,40,6,34,2,3,1,22,10,2
5059,2018,65,60,40,6,34,2,3,1,22,10,2
6058,2019,65,60,40,7,33,2,4,1,22,9,2
7057,2020,65,60,40,8,32,2,5,1,22,8,2
65,2013,66,8,2,1,1,0,1,0,0,1,0
1064,2014,66,8,2,1,1,0,1,0,0,1,0
2063,2015,66,8,2,1,1,0,1,0,0,1,0
3062,2016,66,8,2,1,1,0,1,0,0,1,0
4061,2017,66,8,2,1,1,0,1,0,0,1,0
5060,2018,66,8,2,2,0,0,2,0,0,0,0
6059,2019,66,8,2,2,0,0,2,0,0,0,0
7058,2020,66,8,2,2,0,0,2,0,0,0,0
66,2013,67,28,27,5,22,1,3,1,15,5,2
1065,2014,67,28,27,5,22,1,3,1,15,5,2
2064,2015,67,28,27,6,21,1,4,1,15,4,2
3063,2016,67,28,27,7,20,2,4,1,14,4,2
4062,2017,67,28,27,7,20,2,4,1,14,4,2
5061,2018,67,28,27,8,19,3,4,1,13,4,2
6060,2019,67,28,27,10,17,4,5,1,12,3,2
7059,2020,67,28,27,11,16,5,5,1,11,3,2
67,2013,68,24,24,2,22,2,0,0,15,6,1
1066,2014,68,24,24,2,22,2,0,0,15,6,1
2065,2015,68,24,24,2,22,2,0,0,15,6,1
3064,2016,68,24,24,2,22,2,0,0,15,6,1
4063,2017,68,24,24,3,21,2,1,0,15,5,1
5062,2018,68,24,24,3,21,2,1,0,15,5,1
6061,2019,68,24,24,4,20,2,2,0,15,4,1
7060,2020,68,24,24,4,20,2,2,0,15,4,1
68,2013,69,32,13,3,10,2,1,0,6,3,1
1067,2014,69,32,13,3,10,2,1,0,6,3,1
2066,2015,69,32,13,3,10,2,1,0,6,3,1
3065,2016,69,32,13,4,9,2,2,0,6,2,1
4064,2017,69,32,13,5,8,2,3,0,6,1,1
5063,2018,69,32,13,5,8,2,3,0,6,1,1
6062,2019,69,32,13,6,7,3,3,0,5,1,1
7061,2020,69,32,13,7,6,4,3,0,4,1,1
69,2013,70,52,30,6,24,2,3,1,15,7,2
1068,2014,70,52,30,8,22,4,3,1,13,7,2
2067,2015,70,52,30,9,21,4,4,1,13,6,2
3066,2016,70,52,30,9,21,4,4,1,13,6,2
4065,2017,70,52,30,10,20,5,4,1,12,6,2
5064,2018,70,52,30,11,19,5,5,1,12,5,2
6063,2019,70,52,30,12,18,6,5,1,11,5,2
7062,2020,70,52,30,13,17,7,5,1,10,5,2
70,2013,71,14,13,2,11,1,1,0,8,2,1
1069,2014,71,14,13,2,11,1,1,0,8,2,1
2068,2015,71,14,13,3,10,2,1,0,7,2,1
3067,2016,71,14,13,3,10,2,1,0,7,2,1
4066,2017,71,14,13,4,9,3,1,0,6,2,1
5065,2018,71,14,13,4,9,3,1,0,6,2,1
6064,2019,71,14,13,5,8,3,2,0,6,1,1
7063,2020,71,14,13,5,8,3,2,0,6,1,1
71,2013,72,27,13,1,12,0,1,0,8,3,1
1070,2014,72,27,13,1,12,0,1,0,8,3,1
2069,2015,72,27,13,1,12,0,1,0,8,3,1
3068,2016,72,27,13,2,11,1,1,0,7,3,1
4067,2017,72,27,13,2,11,1,1,0,7,3,1
5066,2018,72,27,13,2,11,1,1,0,7,3,1
6065,2019,72,27,13,3,10,2,1,0,6,3,1
7064,2020,72,27,13,3,10,2,1,0,6,3,1
72,2013,73,29,9,1,8,0,1,0,5,3,0
1071,2014,73,29,9,1,8,0,1,0,5,3,0
2070,2015,73,29,9,2,7,0,2,0,5,2,0
3069,2016,73,29,9,2,7,0,2,0,5,2,0
4068,2017,73,29,9,2,7,0,2,0,5,2,0
5067,2018,73,29,9,2,7,0,2,0,5,2,0
6066,2019,73,29,9,3,6,0,3,0,5,1,0
7065,2020,73,29,9,3,6,0,3,0,5,1,0
73,2013,74,29,24,5,19,2,3,0,13,5,1
1072,2014,74,29,24,5,19,2,3,0,13,5,1
2071,2015,74,29,24,6,18,2,4,0,13,4,1
3070,2016,74,29,24,7,17,3,4,0,12,4,1
4069,2017,74,29,24,9,15,4,5,0,11,3,1
5068,2018,74,29,24,9,15,4,5,0,11,3,1
6067,2019,74,29,24,10,14,4,6,0,11,2,1
7066,2020,74,29,24,13,11,7,6,0,8,2,1
74,2013,75,32,18,3,15,2,1,0,10,5,0
1073,2014,75,32,18,4,14,3,1,0,9,5,0
2072,2015,75,32,18,4,14,3,1,0,9,5,0
3071,2016,75,32,18,4,14,3,1,0,9,5,0
4070,2017,75,32,18,5,13,4,1,0,8,5,0
5069,2018,75,32,18,6,12,4,2,0,8,4,0
6068,2019,75,32,18,7,11,4,3,0,8,3,0
7067,2020,75,32,18,7,11,4,3,0,8,3,0
75,2013,76,6,5,1,4,1,0,0,2,1,1
1074,2014,76,6,5,1,4,1,0,0,2,1,1
2073,2015,76,6,5,1,4,1,0,0,2,1,1
3072,2016,76,6,5,1,4,1,0,0,2,1,1
4071,2017,76,6,5,1,4,1,0,0,2,1,1
5070,2018,76,6,5,1,4,1,0,0,2,1,1
6069,2019,76,6,5,1,4,1,0,0,2,1,1
7068,2020,76,6,5,2,3,2,0,0,1,1,1
76,2013,77,33,22,1,21,0,1,0,13,6,2
1075,2014,77,33,22,1,21,0,1,0,13,6,2
2074,2015,77,33,22,2,20,0,2,0,13,5,2
3073,2016,77,33,22,2,20,0,2,0,13,5,2
4072,2017,77,33,22,2,20,0,2,0,13,5,2
5071,2018,77,33,22,2,20,0,2,0,13,5,2
6070,2019,77,33,22,2,20,0,2,0,13,5,2
7069,2020,77,33,22,3,19,1,2,0,12,5,2
77,2013,78,14,12,2,10,1,1,0,7,3,0
1076,2014,78,14,12,2,10,1,1,0,7,3,0
2075,2015,78,14,12,3,9,2,1,0,6,3,0
3074,2016,78,14,12,3,9,2,1,0,6,3,0
4073,2017,78,14,12,4,8,3,1,0,5,3,0
5072,2018,78,14,12,4,8,3,1,0,5,3,0
6071,2019,78,14,12,4,8,3,1,0,5,3,0
7070,2020,78,14,12,5,7,4,1,0,4,3,0
78,2013,79,19,10,2,8,1,1,0,5,2,1
1077,2014,79,19,10,3,7,1,2,0,5,1,1
2076,2015,79,19,10,3,7,1,2,0,5,1,1
3075,2016,79,19,10,4,6,1,3,0,5,0,1
4074,2017,79,19,10,4,6,1,3,0,5,0,1
5073,2018,79,19,10,5,5,2,3,0,4,0,1
6072,2019,79,19,10,6,4,3,3,0,3,0,1
7071,2020,79,19,10,7,3,4,3,0,2,0,1
79,2013,80,38,19,1,18,1,0,0,12,6,0
1078,2014,80,38,19,1,18,1,0,0,12,6,0
2077,2015,80,38,19,1,18,1,0,0,12,6,0
3076,2016,80,38,19,1,18,1,0,0,12,6,0
4075,2017,80,38,19,1,18,1,0,0,12,6,0
5074,2018,80,38,19,2,17,2,0,0,11,6,0
6073,2019,80,38,19,2,17,2,0,0,11,6,0
7072,2020,80,38,19,2,17,2,0,0,11,6,0
80,2013,81,8,4,1,3,1,0,0,2,1,0
1079,2014,81,8,4,1,3,1,0,0,2,1,0
2078,2015,81,8,4,1,3,1,0,0,2,1,0
3077,2016,81,8,4,1,3,1,0,0,2,1,0
4076,2017,81,8,4,1,3,1,0,0,2,1,0
5075,2018,81,8,4,1,3,1,0,0,2,1,0
6074,2019,81,8,4,1,3,1,0,0,2,1,0
7073,2020,81,8,4,1,3,1,0,0,2,1,0
81,2013,82,7,6,1,5,0,1,0,3,1,1
1080,2014,82,7,6,1,5,0,1,0,3,1,1
2079,2015,82,7,6,1,5,0,1,0,3,1,1
3078,2016,82,7,6,1,5,0,1,0,3,1,1
4077,2017,82,7,6,2,4,1,1,0,2,1,1
5076,2018,82,7,6,2,4,1,1,0,2,1,1
6075,2019,82,7,6,2,4,1,1,0,2,1,1
7074,2020,82,7,6,3,3,1,2,0,2,0,1
82,2013,83,35,11,2,9,1,1,0,6,3,0
1081,2014,83,35,11,2,9,1,1,0,6,3,0
2080,2015,83,35,11,2,9,1,1,0,6,3,0
3079,2016,83,35,11,2,9,1,1,0,6,3,0
4078,2017,83,35,11,2,9,1,1,0,6,3,0
5077,2018,83,35,11,2,9,1,1,0,6,3,0
6076,2019,83,35,11,3,8,2,1,0,5,3,0
7075,2020,83,35,11,3,8,2,1,0,5,3,0
83,2013,84,5,5,1,4,1,0,0,2,1,1
1082,2014,84,5,5,1,4,1,0,0,2,1,1
2081,2015,84,5,5,1,4,1,0,0,2,1,1
3080,2016,84,5,5,1,4,1,0,0,2,1,1
4079,2017,84,5,5,2,3,1,1,0,2,0,1
5078,2018,84,5,5,2,3,1,1,0,2,0,1
6077,2019,84,5,5,2,3,1,1,0,2,0,1
7076,2020,84,5,5,3,2,2,1,0,1,0,1
84,2013,85,49,45,3,42,2,1,0,28,11,3
1083,2014,85,49,45,3,42,2,1,0,28,11,3
2082,2015,85,49,45,3,42,2,1,0,28,11,3
3081,2016,85,49,45,4,41,3,1,0,27,11,3
4080,2017,85,49,45,5,40,3,2,0,27,10,3
5079,2018,85,49,45,5,40,3,2,0,27,10,3
6078,2019,85,49,45,6,39,3,3,0,27,9,3
7077,2020,85,49,45,6,39,3,3,0,27,9,3
85,2013,86,23,9,1,8,0,1,0,6,1,1
1084,2014,86,23,9,1,8,0,1,0,6,1,1
2083,2015,86,23,9,1,8,0,1,0,6,1,1
3082,2016,86,23,9,2,7,0,2,0,6,0,1
4081,2017,86,23,9,2,7,0,2,0,6,0,1
5080,2018,86,23,9,2,7,0,2,0,6,0,1
6079,2019,86,23,9,2,7,0,2,0,6,0,1
7078,2020,86,23,9,2,7,0,2,0,6,0,1
86,2013,87,8,4,1,3,0,1,0,2,1,0
1085,2014,87,8,4,1,3,0,1,0,2,1,0
2084,2015,87,8,4,1,3,0,1,0,2,1,0
3083,2016,87,8,4,1,3,0,1,0,2,1,0
4082,2017,87,8,4,1,3,0,1,0,2,1,0
5081,2018,87,8,4,1,3,0,1,0,2,1,0
6080,2019,87,8,4,1,3,0,1,0,2,1,0
7079,2020,87,8,4,1,3,0,1,0,2,1,0
87,2013,88,10,10,2,8,2,0,0,4,3,1
1086,2014,88,10,10,2,8,2,0,0,4,3,1
2085,2015,88,10,10,3,7,3,0,0,3,3,1
3084,2016,88,10,10,3,7,3,0,0,3,3,1
4083,2017,88,10,10,4,6,3,1,0,3,2,1
5082,2018,88,10,10,5,5,3,2,0,3,1,1
6081,2019,88,10,10,5,5,3,2,0,3,1,1
7080,2020,88,10,10,5,5,3,2,0,3,1,1
88,2013,89,6,4,1,3,0,1,0,1,1,1
1087,2014,89,6,4,1,3,0,1,0,1,1,1
2086,2015,89,6,4,1,3,0,1,0,1,1,1
3085,2016,89,6,4,1,3,0,1,0,1,1,1
4084,2017,89,6,4,1,3,0,1,0,1,1,1
5083,2018,89,6,4,1,3,0,1,0,1,1,1
6082,2019,89,6,4,2,2,0,1,1,1,1,0
7081,2020,89,6,4,2,2,0,1,1,1,1,0
89,2013,90,50,26,3,23,1,2,0,15,6,2
1088,2014,90,50,26,4,22,1,3,0,15,5,2
2087,2015,90,50,26,4,22,1,3,0,15,5,2
3086,2016,90,50,26,4,22,1,3,0,15,5,2
4085,2017,90,50,26,5,21,2,3,0,14,5,2
5084,2018,90,50,26,5,21,2,3,0,14,5,2
6083,2019,90,50,26,6,20,2,4,0,14,4,2
7082,2020,90,50,26,8,18,4,4,0,12,4,2
90,2013,91,32,32,3,29,1,1,1,19,8,2
1089,2014,91,32,32,4,28,2,1,1,18,8,2
2088,2015,91,32,32,5,27,2,2,1,18,7,2
3087,2016,91,32,32,6,26,3,2,1,17,7,2
4086,2017,91,32,32,7,25,3,3,1,17,6,2
5085,2018,91,32,32,7,25,3,3,1,17,6,2
6084,2019,91,32,32,9,23,5,3,1,15,6,2
7083,2020,91,32,32,11,21,5,5,1,15,4,2
91,2013,92,12,4,1,3,1,0,0,1,1,1
1090,2014,92,12,4,1,3,1,0,0,1,1,1
2089,2015,92,12,4,1,3,1,0,0,1,1,1
3088,2016,92,12,4,1,3,1,0,0,1,1,1
4087,2017,92,12,4,1,3,1,0,0,1,1,1
5086,2018,92,12,4,1,3,1,0,0,1,1,1
6085,2019,92,12,4,1,3,1,0,0,1,1,1
7084,2020,92,12,4,1,3,1,0,0,1,1,1
92,2013,93,23,22,2,20,1,1,0,13,6,1
1091,2014,93,23,22,2,20,1,1,0,13,6,1
2090,2015,93,23,22,3,19,1,2,0,13,5,1
3089,2016,93,23,22,3,19,1,2,0,13,5,1
4088,2017,93,23,22,3,19,1,2,0,13,5,1
5087,2018,93,23,22,4,18,1,3,0,13,4,1
6086,2019,93,23,22,4,18,1,3,0,13,4,1
7085,2020,93,23,22,6,16,3,3,0,11,4,1
93,2013,94,36,24,3,21,2,1,0,14,6,1
1092,2014,94,36,24,3,21,2,1,0,14,6,1
2091,2015,94,36,24,3,21,2,1,0,14,6,1
3090,2016,94,36,24,4,20,2,2,0,14,5,1
4089,2017,94,36,24,5,19,3,2,0,13,5,1
5088,2018,94,36,24,6,18,4,2,0,12,5,1
6087,2019,94,36,24,7,17,4,3,0,12,4,1
7086,2020,94,36,24,9,15,6,3,0,10,4,1
94,2013,95,35,9,0,9,0,0,0,6,2,1
1093,2014,95,35,9,1,8,0,1,0,6,1,1
2092,2015,95,35,9,1,8,0,1,0,6,1,1
3091,2016,95,35,9,1,8,0,1,0,6,1,1
4090,2017,95,35,9,1,8,0,1,0,6,1,1
5089,2018,95,35,9,1,8,0,1,0,6,1,1
6088,2019,95,35,9,1,8,0,1,0,6,1,1
7087,2020,95,35,9,1,8,0,1,0,6,1,1
95,2013,96,30,25,5,20,3,1,1,13,6,1
1094,2014,96,30,25,6,19,3,2,1,13,5,1
2093,2015,96,30,25,6,19,3,2,1,13,5,1
3092,2016,96,30,25,7,18,3,3,1,13,4,1
4091,2017,96,30,25,7,18,3,3,1,13,4,1
5090,2018,96,30,25,9,16,5,3,1,11,4,1
6089,2019,96,30,25,11,14,7,3,1,9,4,1
7088,2020,96,30,25,14,11,10,3,1,6,4,1
96,2013,97,15,10,2,8,1,1,0,6,1,1
1095,2014,97,15,10,3,7,1,2,0,6,0,1
2094,2015,97,15,10,4,6,1,2,1,6,0,0
3093,2016,97,15,10,5,5,2,2,1,5,0,0
4092,2017,97,15,10,6,4,3,2,1,4,0,0
5091,2018,97,15,10,6,4,3,2,1,4,0,0
6090,2019,97,15,10,8,2,5,2,1,2,0,0
7089,2020,97,15,10,10,0,7,2,1,0,0,0
97,2013,98,16,6,1,5,0,1,0,3,2,0
1096,2014,98,16,6,1,5,0,1,0,3,2,0
2095,2015,98,16,6,2,4,1,1,0,2,2,0
3094,2016,98,16,6,2,4,1,1,0,2,2,0
4093,2017,98,16,6,2,4,1,1,0,2,2,0
5092,2018,98,16,6,3,3,1,2,0,2,1,0
6091,2019,98,16,6,3,3,1,2,0,2,1,0
7090,2020,98,16,6,3,3,1,2,0,2,1,0
98,2013,99,36,15,2,13,2,0,0,9,3,1
1097,2014,99,36,15,2,13,2,0,0,9,3,1
2096,2015,99,36,15,2,13,2,0,0,9,3,1
3095,2016,99,36,15,3,12,3,0,0,8,3,1
4094,2017,99,36,15,4,11,3,1,0,8,2,1
5093,2018,99,36,15,4,11,3,1,0,8,2,1
6092,2019,99,36,15,5,10,3,2,0,8,1,1
7091,2020,99,36,15,5,10,3,2,0,8,1,1
99,2013,100,10,3,1,2,0,1,0,1,1,0
1098,2014,100,10,3,1,2,0,1,0,1,1,0
2097,2015,100,10,3,1,2,0,1,0,1,1,0
3096,2016,100,10,3,1,2,0,1,0,1,1,0
4095,2017,100,10,3,1,2,0,1,0,1,1,0
5094,2018,100,10,3,1,2,0,1,0,1,1,0
6093,2019,100,10,3,1,2,0,1,0,1,1,0
7092,2020,100,10,3,1,2,0,1,0,1,1,0
100,2013,101,12,9,1,8,0,1,0,5,2,1
1099,2014,101,12,9,1,8,0,1,0,5,2,1
2098,2015,101,12,9,1,8,0,1,0,5,2,1
3097,2016,101,12,9,1,8,0,1,0,5,2,1
4096,2017,101,12,9,1,8,0,1,0,5,2,1
5095,2018,101,12,9,1,8,0,1,0,5,2,1
6094,2019,101,12,9,1,8,0,1,0,5,2,1
7093,2020,101,12,9,1,8,0,1,0,5,2,1
101,2013,102,34,22,2,20,1,1,0,13,6,1
1100,2014,102,34,22,3,19,1,2,0,13,5,1
2099,2015,102,34,22,3,19,1,2,0,13,5,1
3098,2016,102,34,22,3,19,1,2,0,13,5,1
4097,2017,102,34,22,3,19,1,2,0,13,5,1
5096,2018,102,34,22,4,18,2,2,0,12,5,1
6095,2019,102,34,22,4,18,2,2,0,12,5,1
7094,2020,102,34,22,5,17,2,3,0,12,4,1
102,2013,103,31,16,1,15,1,0,0,9,5,1
1101,2014,103,31,16,1,15,1,0,0,9,5,1
2100,2015,103,31,16,1,15,1,0,0,9,5,1
3099,2016,103,31,16,1,15,1,0,0,9,5,1
4098,2017,103,31,16,1,15,1,0,0,9,5,1
5097,2018,103,31,16,1,15,1,0,0,9,5,1
6096,2019,103,31,16,1,15,1,0,0,9,5,1
7095,2020,103,31,16,1,15,1,0,0,9,5,1
103,2013,104,57,28,4,24,2,2,0,16,6,2
1102,2014,104,57,28,5,23,2,3,0,16,5,2
2101,2015,104,57,28,6,22,3,3,0,15,5,2
3100,2016,104,57,28,7,21,3,3,1,15,5,1
4099,2017,104,57,28,8,20,3,4,1,15,4,1
5098,2018,104,57,28,9,19,4,4,1,14,4,1
6097,2019,104,57,28,10,18,4,5,1,14,3,1
7096,2020,104,57,28,13,15,6,6,1,12,2,1
104,2013,105,8,3,1,2,1,0,0,1,1,0
1103,2014,105,8,3,1,2,1,0,0,1,1,0
2102,2015,105,8,3,1,2,1,0,0,1,1,0
3101,2016,105,8,3,2,1,2,0,0,0,1,0
4100,2017,105,8,3,2,1,2,0,0,0,1,0
5099,2018,105,8,3,2,1,2,0,0,0,1,0
6098,2019,105,8,3,2,1,2,0,0,0,1,0
7097,2020,105,8,3,2,1,2,0,0,0,1,0
105,2013,106,12,6,2,4,2,0,0,1,2,1
1104,2014,106,12,6,2,4,2,0,0,1,2,1
2103,2015,106,12,6,2,4,2,0,0,1,2,1
3102,2016,106,12,6,3,3,3,0,0,0,2,1
4101,2017,106,12,6,3,3,3,0,0,0,2,1
5100,2018,106,12,6,3,3,3,0,0,0,2,1
6099,2019,106,12,6,4,2,3,1,0,0,1,1
7098,2020,106,12,6,4,2,3,1,0,0,1,1
106,2013,107,48,45,3,42,1,2,0,26,13,3
1105,2014,107,48,45,3,42,1,2,0,26,13,3
2104,2015,107,48,45,3,42,1,2,0,26,13,3
3103,2016,107,48,45,4,41,2,2,0,25,13,3
4102,2017,107,48,45,4,41,2,2,0,25,13,3
5101,2018,107,48,45,5,40,3,2,0,24,13,3
6100,2019,107,48,45,6,39,4,2,0,23,13,3
7099,2020,107,48,45,7,38,4,3,0,23,12,3
107,2013,108,18,12,1,11,1,0,0,8,2,1
1106,2014,108,18,12,1,11,1,0,0,8,2,1
2105,2015,108,18,12,2,10,2,0,0,7,2,1
3104,2016,108,18,12,2,10,2,0,0,7,2,1
4103,2017,108,18,12,2,10,2,0,0,7,2,1
5102,2018,108,18,12,3,9,2,1,0,7,1,1
6101,2019,108,18,12,3,9,2,1,0,7,1,1
7100,2020,108,18,12,3,9,2,1,0,7,1,1
108,2013,109,35,10,6,4,4,2,0,1,2,1
1107,2014,109,35,10,8,2,4,4,0,1,0,1
2106,2015,109,35,10,10,0,5,4,1,0,0,0
3105,2016,109,35,10,10,0,5,4,1,0,0,0
4104,2017,109,35,10,10,0,5,4,1,0,0,0
5103,2018,109,35,10,10,0,5,4,1,0,0,0
6102,2019,109,35,10,10,0,5,4,1,0,0,0
7101,2020,109,35,10,10,0,5,4,1,0,0,0
109,2013,110,23,15,3,12,1,2,0,8,4,0
1108,2014,110,23,15,3,12,1,2,0,8,4,0
2107,2015,110,23,15,3,12,1,2,0,8,4,0
3106,2016,110,23,15,4,11,1,3,0,8,3,0
4105,2017,110,23,15,4,11,1,3,0,8,3,0
5104,2018,110,23,15,5,10,1,4,0,8,2,0
6103,2019,110,23,15,6,9,2,4,0,7,2,0
7102,2020,110,23,15,8,7,2,6,0,7,0,0
110,2013,111,6,4,1,3,0,1,0,1,1,1
1109,2014,111,6,4,1,3,0,1,0,1,1,1
2108,2015,111,6,4,1,3,0,1,0,1,1,1
3107,2016,111,6,4,2,2,0,1,1,1,1,0
4106,2017,111,6,4,2,2,0,1,1,1,1,0
5105,2018,111,6,4,2,2,0,1,1,1,1,0
6104,2019,111,6,4,2,2,0,1,1,1,1,0
7103,2020,111,6,4,3,1,0,2,1,1,0,0
111,2013,112,11,5,1,4,0,1,0,1,2,1
1110,2014,112,11,5,1,4,0,1,0,1,2,1
2109,2015,112,11,5,2,3,1,1,0,0,2,1
3108,2016,112,11,5,2,3,1,1,0,0,2,1
4107,2017,112,11,5,2,3,1,1,0,0,2,1
5106,2018,112,11,5,2,3,1,1,0,0,2,1
6105,2019,112,11,5,3,2,1,2,0,0,1,1
7104,2020,112,11,5,3,2,1,2,0,0,1,1
112,2013,113,9,6,2,4,2,0,0,2,2,0
1111,2014,113,9,6,2,4,2,0,0,2,2,0
2110,2015,113,9,6,2,4,2,0,0,2,2,0
3109,2016,113,9,6,2,4,2,0,0,2,2,0
4108,2017,113,9,6,3,3,2,1,0,2,1,0
5107,2018,113,9,6,4,2,2,2,0,2,0,0
6106,2019,113,9,6,4,2,2,2,0,2,0,0
7105,2020,113,9,6,5,1,3,2,0,1,0,0
113,2013,114,55,44,6,38,4,2,0,24,12,2
1112,2014,114,55,44,6,38,4,2,0,24,12,2
2111,2015,114,55,44,8,36,4,4,0,24,10,2
3110,2016,114,55,44,10,34,5,5,0,23,9,2
4109,2017,114,55,44,10,34,5,5,0,23,9,2
5108,2018,114,55,44,13,31,8,5,0,20,9,2
6107,2019,114,55,44,16,28,11,5,0,17,9,2
7106,2020,114,55,44,16,28,11,5,0,17,9,2
114,2013,115,28,27,4,23,2,1,1,14,7,2
1113,2014,115,28,27,4,23,2,1,1,14,7,2
2112,2015,115,28,27,5,22,3,1,1,13,7,2
3111,2016,115,28,27,5,22,3,1,1,13,7,2
4110,2017,115,28,27,6,21,3,2,1,13,6,2
5109,2018,115,28,27,7,20,4,2,1,12,6,2
6108,2019,115,28,27,7,20,4,2,1,12,6,2
7107,2020,115,28,27,8,19,5,2,1,11,6,2
115,2013,116,8,4,1,3,0,1,0,2,1,0
1114,2014,116,8,4,1,3,0,1,0,2,1,0
2113,2015,116,8,4,1,3,0,1,0,2,1,0
3112,2016,116,8,4,1,3,0,1,0,2,1,0
4111,2017,116,8,4,1,3,0,1,0,2,1,0
5110,2018,116,8,4,1,3,0,1,0,2,1,0
6109,2019,116,8,4,1,3,0,1,0,2,1,0
7108,2020,116,8,4,1,3,0,1,0,2,1,0
116,2013,117,9,7,1,6,0,1,0,3,2,1
1115,2014,117,9,7,2,5,0,2,0,3,1,1
2114,2015,117,9,7,2,5,0,2,0,3,1,1
3113,2016,117,9,7,2,5,0,2,0,3,1,1
4112,2017,117,9,7,2,5,0,2,0,3,1,1
5111,2018,117,9,7,3,4,0,3,0,3,0,1
6110,2019,117,9,7,4,3,1,3,0,2,0,1
7109,2020,117,9,7,4,3,1,3,0,2,0,1
117,2013,118,6,6,1,5,0,1,0,2,2,1
1116,2014,118,6,6,1,5,0,1,0,2,2,1
2115,2015,118,6,6,1,5,0,1,0,2,2,1
3114,2016,118,6,6,1,5,0,1,0,2,2,1
4113,2017,118,6,6,1,5,0,1,0,2,2,1
5112,2018,118,6,6,1,5,0,1,0,2,2,1
6111,2019,118,6,6,1,5,0,1,0,2,2,1
7110,2020,118,6,6,1,5,0,1,0,2,2,1
118,2013,119,29,9,1,8,1,0,0,5,3,0
1117,2014,119,29,9,2,7,2,0,0,4,3,0
2116,2015,119,29,9,2,7,2,0,0,4,3,0
3115,2016,119,29,9,2,7,2,0,0,4,3,0
4114,2017,119,29,9,2,7,2,0,0,4,3,0
5113,2018,119,29,9,2,7,2,0,0,4,3,0
6112,2019,119,29,9,2,7,2,0,0,4,3,0
7111,2020,119,29,9,2,7,2,0,0,4,3,0
119,2013,120,8,5,1,4,0,1,0,1,2,1
1118,2014,120,8,5,1,4,0,1,0,1,2,1
2117,2015,120,8,5,1,4,0,1,0,1,2,1
3116,2016,120,8,5,1,4,0,1,0,1,2,1
4115,2017,120,8,5,1,4,0,1,0,1,2,1
5114,2018,120,8,5,1,4,0,1,0,1,2,1
6113,2019,120,8,5,1,4,0,1,0,1,2,1
7112,2020,120,8,5,1,4,0,1,0,1,2,1
120,2013,121,9,9,2,7,1,1,0,5,1,1
1119,2014,121,9,9,2,7,1,1,0,5,1,1
2118,2015,121,9,9,3,6,1,2,0,5,0,1
3117,2016,121,9,9,3,6,1,2,0,5,0,1
4116,2017,121,9,9,3,6,1,2,0,5,0,1
5115,2018,121,9,9,3,6,1,2,0,5,0,1
6114,2019,121,9,9,4,5,2,2,0,4,0,1
7113,2020,121,9,9,4,5,2,2,0,4,0,1
121,2013,122,14,13,1,12,1,0,0,8,4,0
1120,2014,122,14,13,2,11,2,0,0,7,4,0
2119,2015,122,14,13,2,11,2,0,0,7,4,0
3118,2016,122,14,13,2,11,2,0,0,7,4,0
4117,2017,122,14,13,2,11,2,0,0,7,4,0
5116,2018,122,14,13,2,11,2,0,0,7,4,0
6115,2019,122,14,13,3,10,3,0,0,6,4,0
7114,2020,122,14,13,3,10,3,0,0,6,4,0
122,2013,123,36,13,1,12,1,0,0,7,4,1
1121,2014,123,36,13,1,12,1,0,0,7,4,1
2120,2015,123,36,13,1,12,1,0,0,7,4,1
3119,2016,123,36,13,1,12,1,0,0,7,4,1
4118,2017,123,36,13,1,12,1,0,0,7,4,1
5117,2018,123,36,13,1,12,1,0,0,7,4,1
6116,2019,123,36,13,1,12,1,0,0,7,4,1
7115,2020,123,36,13,1,12,1,0,0,7,4,1
123,2013,124,45,13,1,12,0,1,0,8,4,0
1122,2014,124,45,13,1,12,0,1,0,8,4,0
2121,2015,124,45,13,1,12,0,1,0,8,4,0
3120,2016,124,45,13,2,11,0,2,0,8,3,0
4119,2017,124,45,13,2,11,0,2,0,8,3,0
5118,2018,124,45,13,2,11,0,2,0,8,3,0
6117,2019,124,45,13,2,11,0,2,0,8,3,0
7116,2020,124,45,13,3,10,1,2,0,7,3,0
124,2013,125,12,3,1,2,1,0,0,2,0,0
1123,2014,125,12,3,1,2,1,0,0,2,0,0
