,Year,Course_ID,Course_Duration,Course_Resources,Course_Ress_Digit,Course_Ress_inClass,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam
7173,2020,62,27,13,7,6,4,2,1,3,2,1
62,2013,63,30,12,1,11,0,1,0,8,2,1
1078,2014,63,30,12,1,11,0,1,0,8,2,1
2094,2015,63,30,12,2,10,0,2,0,8,1,1
3110,2016,63,30,12,2,10,0,2,0,8,1,1
4126,2017,63,30,12,2,10,0,2,0,8,1,1
5142,2018,63,30,12,2,10,0,2,0,8,1,1
6158,2019,63,30,12,2,10,0,2,0,8,1,1
7174,2020,63,30,12,2,10,0,2,0,8,1,1
63,2013,64,36,34,5,29,1,3,1,19,8,2
1079,2014,64,36,34,5,29,1,3,1,19,8,2
2095,2015,64,36,34,6,28,1,4,1,19,7,2
3111,2016,64,36,34,7,27,2,4,1,18,7,2
4127,2017,64,36,34,7,27,2,4,1,18,7,2
5143,2018,64,36,34,9,25,2,6,1,18,5,2
6159,2019,64,36,34,9,25,2,6,1,18,5,2
7175,2020,64,36,34,9,25,2,6,1,18,5,2
64,2013,65,9,3,1,2,1,0,0,1,1,0
1080,2014,65,9,3,1,2,1,0,0,1,1,0
2096,2015,65,9,3,1,2,1,0,0,1,1,0
3112,2016,65,9,3,1,2,1,0,0,1,1,0
4128,2017,65,9,3,1,2,1,0,0,1,1,0
5144,2018,65,9,3,1,2,1,0,0,1,1,0
6160,2019,65,9,3,1,2,1,0,0,1,1,0
7176,2020,65,9,3,1,2,1,0,0,1,1,0
65,2013,66,8,4,1,3,0,1,0,2,1,0
1081,2014,66,8,4,1,3,0,1,0,2,1,0
2097,2015,66,8,4,1,3,0,1,0,2,1,0
3113,2016,66,8,4,2,2,0,2,0,2,0,0
4129,2017,66,8,4,2,2,0,2,0,2,0,0
5145,2018,66,8,4,2,2,0,2,0,2,0,0
6161,2019,66,8,4,2,2,0,2,0,2,0,0
7177,2020,66,8,4,2,2,0,2,0,2,0,0
66,2013,67,8,5,1,4,1,0,0,1,2,1
1082,2014,67,8,5,1,4,1,0,0,1,2,1
2098,2015,67,8,5,1,4,1,0,0,1,2,1
3114,2016,67,8,5,1,4,1,0,0,1,2,1
4130,2017,67,8,5,1,4,1,0,0,1,2,1
5146,2018,67,8,5,1,4,1,0,0,1,2,1
6162,2019,67,8,5,1,4,1,0,0,1,2,1
7178,2020,67,8,5,1,4,1,0,0,1,2,1
67,2013,68,38,11,2,9,1,1,0,5,3,1
1083,2014,68,38,11,2,9,1,1,0,5,3,1
2099,2015,68,38,11,2,9,1,1,0,5,3,1
3115,2016,68,38,11,3,8,1,2,0,5,2,1
4131,2017,68,38,11,3,8,1,2,0,5,2,1
5147,2018,68,38,11,3,8,1,2,0,5,2,1
6163,2019,68,38,11,4,7,1,3,0,5,1,1
7179,2020,68,38,11,4,7,1,3,0,5,1,1
68,2013,69,16,7,2,5,1,1,0,4,1,0
1084,2014,69,16,7,2,5,1,1,0,4,1,0
2100,2015,69,16,7,2,5,1,1,0,4,1,0
3116,2016,69,16,7,2,5,1,1,0,4,1,0
4132,2017,69,16,7,3,4,2,1,0,3,1,0
5148,2018,69,16,7,3,4,2,1,0,3,1,0
6164,2019,69,16,7,4,3,3,1,0,2,1,0
7180,2020,69,16,7,5,2,4,1,0,1,1,0
69,2013,70,19,9,1,8,0,1,0,5,3,0
1085,2014,70,19,9,2,7,1,1,0,4,3,0
2101,2015,70,19,9,2,7,1,1,0,4,3,0
3117,2016,70,19,9,2,7,1,1,0,4,3,0
4133,2017,70,19,9,3,6,1,2,0,4,2,0
5149,2018,70,19,9,3,6,1,2,0,4,2,0
6165,2019,70,19,9,4,5,2,2,0,3,2,0
7181,2020,70,19,9,4,5,2,2,0,3,2,0
70,2013,71,11,11,2,9,2,0,0,5,3,1
1086,2014,71,11,11,2,9,2,0,0,5,3,1
2102,2015,71,11,11,3,8,3,0,0,4,3,1
3118,2016,71,11,11,3,8,3,0,0,4,3,1
4134,2017,71,11,11,3,8,3,0,0,4,3,1
5150,2018,71,11,11,3,8,3,0,0,4,3,1
6166,2019,71,11,11,4,7,4,0,0,3,3,1
7182,2020,71,11,11,4,7,4,0,0,3,3,1
71,2013,72,33,24,3,21,1,2,0,13,7,1
1087,2014,72,33,24,3,21,1,2,0,13,7,1
2103,2015,72,33,24,3,21,1,2,0,13,7,1
3119,2016,72,33,24,4,20,2,2,0,12,7,1
4135,2017,72,33,24,5,19,3,2,0,11,7,1
5151,2018,72,33,24,6,18,4,2,0,10,7,1
6167,2019,72,33,24,7,17,4,3,0,10,6,1
7183,2020,72,33,24,7,17,4,3,0,10,6,1
72,2013,73,27,25,4,21,1,2,1,12,7,2
1088,2014,73,27,25,4,21,1,2,1,12,7,2
2104,2015,73,27,25,5,20,2,2,1,11,7,2
3120,2016,73,27,25,7,18,4,2,1,9,7,2
4136,2017,73,27,25,7,18,4,2,1,9,7,2
5152,2018,73,27,25,9,16,4,4,1,9,5,2
6168,2019,73,27,25,10,15,5,4,1,8,5,2
7184,2020,73,27,25,13,12,7,5,1,6,4,2
73,2013,74,9,7,1,6,0,1,0,3,2,1
1089,2014,74,9,7,1,6,0,1,0,3,2,1
2105,2015,74,9,7,1,6,0,1,0,3,2,1
3121,2016,74,9,7,1,6,0,1,0,3,2,1
4137,2017,74,9,7,1,6,0,1,0,3,2,1
5153,2018,74,9,7,1,6,0,1,0,3,2,1
6169,2019,74,9,7,1,6,0,1,0,3,2,1
7185,2020,74,9,7,1,6,0,1,0,3,2,1
74,2013,75,41,36,3,33,1,1,1,21,10,2
1090,2014,75,41,36,3,33,1,1,1,21,10,2
2106,2015,75,41,36,3,33,1,1,1,21,10,2
3122,2016,75,41,36,3,33,1,1,1,21,10,2
4138,2017,75,41,36,4,32,2,1,1,20,10,2
5154,2018,75,41,36,5,31,3,1,1,19,10,2
6170,2019,75,41,36,6,30,3,2,1,19,9,2
7186,2020,75,41,36,6,30,3,2,1,19,9,2
75,2013,76,9,4,1,3,0,1,0,1,1,1
1091,2014,76,9,4,1,3,0,1,0,1,1,1
2107,2015,76,9,4,1,3,0,1,0,1,1,1
3123,2016,76,9,4,1,3,0,1,0,1,1,1
4139,2017,76,9,4,1,3,0,1,0,1,1,1
5155,2018,76,9,4,1,3,0,1,0,1,1,1
6171,2019,76,9,4,1,3,0,1,0,1,1,1
7187,2020,76,9,4,1,3,0,1,0,1,1,1
76,2013,77,9,8,1,7,1,0,0,3,3,1
1092,2014,77,9,8,1,7,1,0,0,3,3,1
2108,2015,77,9,8,1,7,1,0,0,3,3,1
3124,2016,77,9,8,1,7,1,0,0,3,3,1
4140,2017,77,9,8,1,7,1,0,0,3,3,1
5156,2018,77,9,8,1,7,1,0,0,3,3,1
6172,2019,77,9,8,1,7,1,0,0,3,3,1
7188,2020,77,9,8,1,7,1,0,0,3,3,1
77,2013,78,40,14,2,12,1,1,0,8,4,0
1093,2014,78,40,14,2,12,1,1,0,8,4,0
2109,2015,78,40,14,2,12,1,1,0,8,4,0
3125,2016,78,40,14,3,11,1,2,0,8,3,0
4141,2017,78,40,14,3,11,1,2,0,8,3,0
5157,2018,78,40,14,4,10,2,2,0,7,3,0
6173,2019,78,40,14,5,9,3,2,0,6,3,0
7189,2020,78,40,14,5,9,3,2,0,6,3,0
78,2013,79,19,12,1,11,0,1,0,7,3,1
1094,2014,79,19,12,1,11,0,1,0,7,3,1
2110,2015,79,19,12,1,11,0,1,0,7,3,1
3126,2016,79,19,12,1,11,0,1,0,7,3,1
4142,2017,79,19,12,1,11,0,1,0,7,3,1
5158,2018,79,19,12,1,11,0,1,0,7,3,1
6174,2019,79,19,12,1,11,0,1,0,7,3,1
7190,2020,79,19,12,2,10,0,2,0,7,2,1
79,2013,80,9,9,1,8,0,1,0,6,1,1
1095,2014,80,9,9,1,8,0,1,0,6,1,1
2111,2015,80,9,9,2,7,0,2,0,6,0,1
3127,2016,80,9,9,2,7,0,2,0,6,0,1
4143,2017,80,9,9,2,7,0,2,0,6,0,1
5159,2018,80,9,9,2,7,0,2,0,6,0,1
6175,2019,80,9,9,3,6,1,2,0,5,0,1
7191,2020,80,9,9,3,6,1,2,0,5,0,1
80,2013,81,48,46,8,38,6,2,0,25,11,2
1096,2014,81,48,46,9,37,6,3,0,25,10,2
2112,2015,81,48,46,11,35,6,5,0,25,8,2
3128,2016,81,48,46,15,31,6,9,0,25,4,2
4144,2017,81,48,46,17,29,6,11,0,25,2,2
5160,2018,81,48,46,17,29,6,11,0,25,2,2
6176,2019,81,48,46,21,25,9,12,0,22,1,2
7192,2020,81,48,46,26,20,13,13,0,18,0,2
81,2013,82,15,13,2,11,1,1,0,8,3,0
1097,2014,82,15,13,2,11,1,1,0,8,3,0
2113,2015,82,15,13,2,11,1,1,0,8,3,0
3129,2016,82,15,13,3,10,2,1,0,7,3,0
4145,2017,82,15,13,3,10,2,1,0,7,3,0
5161,2018,82,15,13,3,10,2,1,0,7,3,0
6177,2019,82,15,13,4,9,3,1,0,6,3,0
7193,2020,82,15,13,6,7,4,2,0,5,2,0
82,2013,83,29,21,2,19,2,0,0,13,5,1
1098,2014,83,29,21,2,19,2,0,0,13,5,1
2114,2015,83,29,21,3,18,2,1,0,13,4,1
3130,2016,83,29,21,4,17,2,2,0,13,3,1
4146,2017,83,29,21,5,16,3,2,0,12,3,1
5162,2018,83,29,21,6,15,3,3,0,12,2,1
6178,2019,83,29,21,6,15,3,3,0,12,2,1
7194,2020,83,29,21,7,14,4,3,0,11,2,1
83,2013,84,43,19,2,17,1,1,0,10,6,1
1099,2014,84,43,19,2,17,1,1,0,10,6,1
2115,2015,84,43,19,2,17,1,1,0,10,6,1
3131,2016,84,43,19,3,16,1,2,0,10,5,1
4147,2017,84,43,19,3,16,1,2,0,10,5,1
5163,2018,84,43,19,4,15,1,3,0,10,4,1
6179,2019,84,43,19,5,14,1,4,0,10,3,1
7195,2020,84,43,19,6,13,2,4,0,9,3,1
84,2013,85,14,13,3,10,1,2,0,7,3,0
1100,2014,85,14,13,3,10,1,2,0,7,3,0
2116,2015,85,14,13,4,9,2,2,0,6,3,0
3132,2016,85,14,13,5,8,3,2,0,5,3,0
4148,2017,85,14,13,6,7,3,3,0,5,2,0
5164,2018,85,14,13,6,7,3,3,0,5,2,0
6180,2019,85,14,13,7,6,4,3,0,4,2,0
7196,2020,85,14,13,9,4,6,3,0,2,2,0
85,2013,86,23,6,3,3,1,1,1,1,1,1
1101,2014,86,23,6,4,2,1,2,1,1,0,1
2117,2015,86,23,6,5,1,2,2,1,0,0,1
3133,2016,86,23,6,6,0,2,2,2,0,0,0
4149,2017,86,23,6,6,0,2,2,2,0,0,0
5165,2018,86,23,6,6,0,2,2,2,0,0,0
6181,2019,86,23,6,6,0,2,2,2,0,0,0
7197,2020,86,23,6,6,0,2,2,2,0,0,0
86,2013,87,9,5,1,4,1,0,0,2,1,1
1102,2014,87,9,5,1,4,1,0,0,2,1,1
2118,2015,87,9,5,1,4,1,0,0,2,1,1
3134,2016,87,9,5,1,4,1,0,0,2,1,1
4150,2017,87,9,5,1,4,1,0,0,2,1,1
5166,2018,87,9,5,1,4,1,0,0,2,1,1
6182,2019,87,9,5,1,4,1,0,0,2,1,1
7198,2020,87,9,5,1,4,1,0,0,2,1,1
87,2013,88,53,28,2,26,1,1,0,16,8,2
1103,2014,88,53,28,2,26,1,1,0,16,8,2
2119,2015,88,53,28,3,25,2,1,0,15,8,2
3135,2016,88,53,28,3,25,2,1,0,15,8,2
4151,2017,88,53,28,3,25,2,1,0,15,8,2
5167,2018,88,53,28,4,24,3,1,0,14,8,2
6183,2019,88,53,28,5,23,3,2,0,14,7,2
7199,2020,88,53,28,5,23,3,2,0,14,7,2
88,2013,89,32,20,3,17,1,2,0,11,5,1
1104,2014,89,32,20,4,16,1,3,0,11,4,1
2120,2015,89,32,20,5,15,1,4,0,11,3,1
3136,2016,89,32,20,6,14,1,5,0,11,2,1
4152,2017,89,32,20,6,14,1,5,0,11,2,1
5168,2018,89,32,20,8,12,2,6,0,10,1,1
6184,2019,89,32,20,10,10,3,7,0,9,0,1
7200,2020,89,32,20,11,9,4,7,0,8,0,1
89,2013,90,38,33,2,31,1,1,0,20,9,2
1105,2014,90,38,33,3,30,2,1,0,19,9,2
2121,2015,90,38,33,3,30,2,1,0,19,9,2
3137,2016,90,38,33,4,29,3,1,0,18,9,2
4153,2017,90,38,33,4,29,3,1,0,18,9,2
5169,2018,90,38,33,5,28,3,2,0,18,8,2
6185,2019,90,38,33,7,26,4,3,0,17,7,2
7201,2020,90,38,33,8,25,5,3,0,16,7,2
90,2013,91,16,11,1,10,1,0,0,7,3,0
1106,2014,91,16,11,1,10,1,0,0,7,3,0
2122,2015,91,16,11,1,10,1,0,0,7,3,0
3138,2016,91,16,11,1,10,1,0,0,7,3,0
4154,2017,91,16,11,1,10,1,0,0,7,3,0
5170,2018,91,16,11,1,10,1,0,0,7,3,0
6186,2019,91,16,11,1,10,1,0,0,7,3,0
7202,2020,91,16,11,1,10,1,0,0,7,3,0
91,2013,92,31,15,3,12,1,1,1,7,4,1
1107,2014,92,31,15,4,11,2,1,1,6,4,1
2123,2015,92,31,15,5,10,3,1,1,5,4,1
3139,2016,92,31,15,5,10,3,1,1,5,4,1
4155,2017,92,31,15,6,9,4,1,1,4,4,1
5171,2018,92,31,15,7,8,4,2,1,4,3,1
6187,2019,92,31,15,7,8,4,2,1,4,3,1
7203,2020,92,31,15,9,6,5,3,1,3,2,1
92,2013,93,52,25,3,22,1,2,0,14,6,2
1108,2014,93,52,25,3,22,1,2,0,14,6,2
2124,2015,93,52,25,4,21,1,3,0,14,5,2
3140,2016,93,52,25,4,21,1,3,0,14,5,2
4156,2017,93,52,25,5,20,2,3,0,13,5,2
5172,2018,93,52,25,6,19,3,3,0,12,5,2
6188,2019,93,52,25,7,18,3,4,0,12,4,2
7204,2020,93,52,25,7,18,3,4,0,12,4,2
93,2013,94,16,16,3,13,3,0,0,9,3,1
1109,2014,94,16,16,4,12,3,1,0,9,2,1
2125,2015,94,16,16,4,12,3,1,0,9,2,1
3141,2016,94,16,16,5,11,4,1,0,8,2,1
4157,2017,94,16,16,6,10,5,1,0,7,2,1
5173,2018,94,16,16,7,9,6,1,0,6,2,1
6189,2019,94,16,16,9,7,6,3,0,6,0,1
7205,2020,94,16,16,11,5,8,3,0,4,0,1
94,2013,95,12,9,2,7,1,1,0,5,1,1
1110,2014,95,12,9,2,7,1,1,0,5,1,1
2126,2015,95,12,9,3,6,2,1,0,4,1,1
3142,2016,95,12,9,3,6,2,1,0,4,1,1
4158,2017,95,12,9,3,6,2,1,0,4,1,1
5174,2018,95,12,9,4,5,2,2,0,4,0,1
6190,2019,95,12,9,5,4,3,2,0,3,0,1
7206,2020,95,12,9,5,4,3,2,0,3,0,1
95,2013,96,22,18,1,17,1,0,0,12,4,1
1111,2014,96,22,18,1,17,1,0,0,12,4,1
2127,2015,96,22,18,1,17,1,0,0,12,4,1
3143,2016,96,22,18,1,17,1,0,0,12,4,1
4159,2017,96,22,18,1,17,1,0,0,12,4,1
5175,2018,96,22,18,1,17,1,0,0,12,4,1
6191,2019,96,22,18,2,16,2,0,0,11,4,1
7207,2020,96,22,18,2,16,2,0,0,11,4,1
96,2013,97,23,23,3,20,1,1,1,13,6,1
1112,2014,97,23,23,4,19,2,1,1,12,6,1
2128,2015,97,23,23,4,19,2,1,1,12,6,1
3144,2016,97,23,23,5,18,2,2,1,12,5,1
4160,2017,97,23,23,6,17,2,3,1,12,4,1
5176,2018,97,23,23,7,16,2,4,1,12,3,1
6192,2019,97,23,23,8,15,2,5,1,12,2,1
7208,2020,97,23,23,10,13,4,5,1,10,2,1
97,2013,98,29,25,3,22,1,2,0,14,6,2
1113,2014,98,29,25,3,22,1,2,0,14,6,2
2129,2015,98,29,25,4,21,1,3,0,14,5,2
3145,2016,98,29,25,4,21,1,3,0,14,5,2
4161,2017,98,29,25,5,20,1,4,0,14,4,2
5177,2018,98,29,25,6,19,2,4,0,13,4,2
6193,2019,98,29,25,8,17,2,6,0,13,2,2
7209,2020,98,29,25,10,15,2,8,0,13,0,2
98,2013,99,8,4,1,3,0,1,0,1,1,1
1114,2014,99,8,4,1,3,0,1,0,1,1,1
2130,2015,99,8,4,1,3,0,1,0,1,1,1
3146,2016,99,8,4,1,3,0,1,0,1,1,1
4162,2017,99,8,4,1,3,0,1,0,1,1,1
5178,2018,99,8,4,1,3,0,1,0,1,1,1
6194,2019,99,8,4,1,3,0,1,0,1,1,1
7210,2020,99,8,4,1,3,0,1,0,1,1,1
99,2013,100,19,14,1,13,1,0,0,8,4,1
1115,2014,100,19,14,1,13,1,0,0,8,4,1
2131,2015,100,19,14,1,13,1,0,0,8,4,1
3147,2016,100,19,14,1,13,1,0,0,8,4,1
4163,2017,100,19,14,1,13,1,0,0,8,4,1
5179,2018,100,19,14,1,13,1,0,0,8,4,1
6195,2019,100,19,14,1,13,1,0,0,8,4,1
7211,2020,100,19,14,2,12,2,0,0,7,4,1
100,2013,101,7,5,1,4,1,0,0,2,2,0
1116,2014,101,7,5,1,4,1,0,0,2,2,0
2132,2015,101,7,5,1,4,1,0,0,2,2,0
3148,2016,101,7,5,1,4,1,0,0,2,2,0
4164,2017,101,7,5,1,4,1,0,0,2,2,0
5180,2018,101,7,5,1,4,1,0,0,2,2,0
6196,2019,101,7,5,1,4,1,0,0,2,2,0
7212,2020,101,7,5,1,4,1,0,0,2,2,0
101,2013,102,34,32,1,31,1,0,0,20,9,2
1117,2014,102,34,32,1,31,1,0,0,20,9,2
2133,2015,102,34,32,1,31,1,0,0,20,9,2
3149,2016,102,34,32,1,31,1,0,0,20,9,2
4165,2017,102,34,32,1,31,1,0,0,20,9,2
5181,2018,102,34,32,1,31,1,0,0,20,9,2
6197,2019,102,34,32,2,30,2,0,0,19,9,2
7213,2020,102,34,32,2,30,2,0,0,19,9,2
102,2013,103,29,12,2,10,2,0,0,7,2,1
1118,2014,103,29,12,2,10,2,0,0,7,2,1
2134,2015,103,29,12,3,9,2,1,0,7,1,1
3150,2016,103,29,12,4,8,3,1,0,6,1,1
4166,2017,103,29,12,5,7,3,2,0,6,0,1
5182,2018,103,29,12,5,7,3,2,0,6,0,1
6198,2019,103,29,12,6,6,3,2,1,6,0,0
7214,2020,103,29,12,6,6,3,2,1,6,0,0
103,2013,104,58,26,0,26,0,0,0,16,8,2
1119,2014,104,58,26,5,21,1,4,0,15,4,2
2135,2015,104,58,26,6,20,2,4,0,14,4,2
3151,2016,104,58,26,6,20,2,4,0,14,4,2
4167,2017,104,58,26,6,20,2,4,0,14,4,2
5183,2018,104,58,26,7,19,3,4,0,13,4,2
6199,2019,104,58,26,7,19,3,4,0,13,4,2
7215,2020,104,58,26,10,16,3,5,2,13,3,0
104,2013,105,7,3,1,2,1,0,0,1,1,0
1120,2014,105,7,3,1,2,1,0,0,1,1,0
2136,2015,105,7,3,1,2,1,0,0,1,1,0
3152,2016,105,7,3,1,2,1,0,0,1,1,0
4168,2017,105,7,3,2,1,2,0,0,0,1,0
5184,2018,105,7,3,2,1,2,0,0,0,1,0
6200,2019,105,7,3,2,1,2,0,0,0,1,0
7216,2020,105,7,3,2,1,2,0,0,0,1,0
105,2013,106,38,13,2,11,1,1,0,6,4,1
1121,2014,106,38,13,2,11,1,1,0,6,4,1
2137,2015,106,38,13,2,11,1,1,0,6,4,1
3153,2016,106,38,13,3,10,1,2,0,6,3,1
4169,2017,106,38,13,3,10,1,2,0,6,3,1
5185,2018,106,38,13,3,10,1,2,0,6,3,1
6201,2019,106,38,13,4,9,1,3,0,6,2,1
7217,2020,106,38,13,4,9,1,3,0,6,2,1
106,2013,107,10,6,0,6,0,0,0,4,1,1
1122,2014,107,10,6,1,5,0,0,1,4,1,0
2138,2015,107,10,6,1,5,0,0,1,4,1,0
3154,2016,107,10,6,1,5,0,0,1,4,1,0
4170,2017,107,10,6,1,5,0,0,1,4,1,0
5186,2018,107,10,6,1,5,0,0,1,4,1,0
6202,2019,107,10,6,1,5,0,0,1,4,1,0
7218,2020,107,10,6,2,4,0,1,1,4,0,0
107,2013,108,10,7,2,5,1,1,0,3,2,0
1123,2014,108,10,7,2,5,1,1,0,3,2,0
2139,2015,108,10,7,2,5,1,1,0,3,2,0
3155,2016,108,10,7,2,5,1,1,0,3,2,0
4171,2017,108,10,7,3,4,2,1,0,2,2,0
5187,2018,108,10,7,3,4,2,1,0,2,2,0
6203,2019,108,10,7,4,3,3,1,0,1,2,0
7219,2020,108,10,7,4,3,3,1,0,1,2,0
108,2013,109,56,25,5,20,2,3,0,13,6,1
1124,2014,109,56,25,6,19,3,3,0,12,6,1
2140,2015,109,56,25,7,18,4,3,0,11,6,1
3156,2016,109,56,25,7,18,4,3,0,11,6,1
4172,2017,109,56,25,8,17,5,3,0,10,6,1
5188,2018,109,56,25,9,16,6,3,0,9,6,1
6204,2019,109,56,25,10,15,7,3,0,8,6,1
7220,2020,109,56,25,11,14,7,4,0,8,5,1
109,2013,110,10,8,2,6,1,1,0,4,1,1
1125,2014,110,10,8,2,6,1,1,0,4,1,1
2141,2015,110,10,8,2,6,1,1,0,4,1,1
3157,2016,110,10,8,2,6,1,1,0,4,1,1
4173,2017,110,10,8,3,5,1,2,0,4,0,1
5189,2018,110,10,8,3,5,1,2,0,4,0,1
6205,2019,110,10,8,4,4,2,2,0,3,0,1
7221,2020,110,10,8,5,3,3,2,0,2,0,1
110,2013,111,28,16,1,15,1,0,0,10,5,0
1126,2014,111,28,16,1,15,1,0,0,10,5,0
2142,2015,111,28,16,2,14,1,1,0,10,4,0
3158,2016,111,28,16,2,14,1,1,0,10,4,0
4174,2017,111,28,16,2,14,1,1,0,10,4,0
5190,2018,111,28,16,2,14,1,1,0,10,4,0
6206,2019,111,28,16,3,13,2,1,0,9,4,0
7222,2020,111,28,16,3,13,2,1,0,9,4,0
111,2013,112,13,7,1,6,1,0,0,3,2,1
1127,2014,112,13,7,1,6,1,0,0,3,2,1
2143,2015,112,13,7,1,6,1,0,0,3,2,1
3159,2016,112,13,7,1,6,1,0,0,3,2,1
4175,2017,112,13,7,1,6,1,0,0,3,2,1
5191,2018,112,13,7,1,6,1,0,0,3,2,1
6207,2019,112,13,7,1,6,1,0,0,3,2,1
7223,2020,112,13,7,1,6,1,0,0,3,2,1
112,2013,113,21,6,1,5,0,1,0,3,2,0
1128,2014,113,21,6,1,5,0,1,0,3,2,0
2144,2015,113,21,6,1,5,0,1,0,3,2,0
3160,2016,113,21,6,1,5,0,1,0,3,2,0
4176,2017,113,21,6,1,5,0,1,0,3,2,0
5192,2018,113,21,6,1,5,0,1,0,3,2,0
6208,2019,113,21,6,1,5,0,1,0,3,2,0
7224,2020,113,21,6,1,5,0,1,0,3,2,0
113,2013,114,8,3,1,2,0,1,0,1,1,0
1129,2014,114,8,3,1,2,0,1,0,1,1,0
2145,2015,114,8,3,1,2,0,1,0,1,1,0
3161,2016,114,8,3,1,2,0,1,0,1,1,0
4177,2017,114,8,3,1,2,0,1,0,1,1,0
5193,2018,114,8,3,1,2,0,1,0,1,1,0
6209,2019,114,8,3,2,1,0,2,0,1,0,0
7225,2020,114,8,3,2,1,0,2,0,1,0,0
114,2013,115,19,16,2,14,2,0,0,10,4,0
1130,2014,115,19,16,2,14,2,0,0,10,4,0
2146,2015,115,19,16,2,14,2,0,0,10,4,0
3162,2016,115,19,16,3,13,2,1,0,10,3,0
4178,2017,115,19,16,3,13,2,1,0,10,3,0
5194,2018,115,19,16,3,13,2,1,0,10,3,0
6210,2019,115,19,16,4,12,3,1,0,9,3,0
7226,2020,115,19,16,5,11,4,1,0,8,3,0
115,2013,116,29,23,5,18,3,2,0,11,6,1
1131,2014,116,29,23,5,18,3,2,0,11,6,1
2147,2015,116,29,23,7,16,3,4,0,11,4,1
3163,2016,116,29,23,7,16,3,4,0,11,4,1
4179,2017,116,29,23,8,15,4,4,0,10,4,1
5195,2018,116,29,23,10,13,6,4,0,8,4,1
6211,2019,116,29,23,11,12,7,4,0,7,4,1
7227,2020,116,29,23,12,11,7,5,0,7,3,1
116,2013,117,31,31,2,29,2,0,0,19,8,2
1132,2014,117,31,31,2,29,2,0,0,19,8,2
2148,2015,117,31,31,3,28,3,0,0,18,8,2
3164,2016,117,31,31,3,28,3,0,0,18,8,2
4180,2017,117,31,31,4,27,4,0,0,17,8,2
5196,2018,117,31,31,4,27,4,0,0,17,8,2
6212,2019,117,31,31,5,26,4,1,0,17,7,2
7228,2020,117,31,31,6,25,5,1,0,16,7,2
117,2013,118,57,45,8,37,5,2,1,24,12,1
1133,2014,118,57,45,10,35,5,4,1,24,10,1
2149,2015,118,57,45,13,32,8,4,1,21,10,1
3165,2016,118,57,45,13,32,8,4,1,21,10,1
4181,2017,118,57,45,16,29,9,6,1,20,8,1
5197,2018,118,57,45,16,29,9,6,1,20,8,1
6213,2019,118,57,45,19,26,11,7,1,18,7,1
7229,2020,118,57,45,20,25,11,8,1,18,6,1
118,2013,119,7,3,1,2,1,0,0,2,0,0
1134,2014,119,7,3,1,2,1,0,0,2,0,0
2150,2015,119,7,3,1,2,1,0,0,2,0,0
3166,2016,119,7,3,1,2,1,0,0,2,0,0
4182,2017,119,7,3,1,2,1,0,0,2,0,0
5198,2018,119,7,3,1,2,1,0,0,2,0,0
6214,2019,119,7,3,1,2,1,0,0,2,0,0
7230,2020,119,7,3,1,2,1,0,0,2,0,0
119,2013,120,26,10,1,9,0,1,0,6,2,1
1135,2014,120,26,10,1,9,0,1,0,6,2,1
2151,2015,120,26,10,1,9,0,1,0,6,2,1
3167,2016,120,26,10,1,9,0,1,0,6,2,1
4183,2017,120,26,10,1,9,0,1,0,6,2,1
5199,2018,120,26,10,1,9,0,1,0,6,2,1
6215,2019,120,26,10,2,8,1,1,0,5,2,1
7231,2020,120,26,10,2,8,1,1,0,5,2,1
120,2013,121,14,10,1,9,1,0,0,6,3,0
1136,2014,121,14,10,1,9,1,0,0,6,3,0
2152,2015,121,14,10,1,9,1,0,0,6,3,0
3168,2016,121,14,10,1,9,1,0,0,6,3,0
4184,2017,121,14,10,1,9,1,0,0,6,3,0
5200,2018,121,14,10,2,8,1,1,0,6,2,0
6216,2019,121,14,10,2,8,1,1,0,6,2,0
7232,2020,121,14,10,2,8,1,1,0,6,2,0
121,2013,122,9,8,1,7,0,1,0,4,2,1
1137,2014,122,9,8,1,7,0,1,0,4,2,1
2153,2015,122,9,8,1,7,0,1,0,4,2,1
3169,2016,122,9,8,1,7,0,1,0,4,2,1
4185,2017,122,9,8,1,7,0,1,0,4,2,1
5201,2018,122,9,8,1,7,0,1,0,4,2,1
6217,2019,122,9,8,1,7,0,1,0,4,2,1
7233,2020,122,9,8,1,7,0,1,0,4,2,1
122,2013,123,11,9,2,7,2,0,0,5,1,1
1138,2014,123,11,9,2,7,2,0,0,5,1,1
2154,2015,123,11,9,2,7,2,0,0,5,1,1
3170,2016,123,11,9,3,6,3,0,0,4,1,1
4186,2017,123,11,9,3,6,3,0,0,4,1,1
5202,2018,123,11,9,3,6,3,0,0,4,1,1
6218,2019,123,11,9,4,5,3,1,0,4,0,1
7234,2020,123,11,9,5,4,4,1,0,3,0,1
123,2013,124,14,13,2,11,2,0,0,7,4,0
1139,2014,124,14,13,3,10,3,0,0,6,4,0
2155,2015,124,14,13,3,10,3,0,0,6,4,0
3171,2016,124,14,13,4,9,3,1,0,6,3,0
4187,2017,124,14,13,4,9,3,1,0,6,3,0
5203,2018,124,14,13,4,9,3,1,0,6,3,0
6219,2019,124,14,13,5,8,3,2,0,6,2,0
7235,2020,124,14,13,5,8,3,2,0,6,2,0
124,2013,125,15,5,1,4,1,0,0,3,1,0
1140,2014,125,15,5,1,4,1,0,0,3,1,0
