,Course_ID,Year,Course_Duration,Course_Duration_Digit,Course_Duration_Present,Digit_Ratio,Digit_Percentage,Total_Courses_perYear,Duration_Video,Duration_Quiz,Duration_Exam,Number_Video,Number_Quiz,Number_Exam,Number_Ressources,Number_Video_1H,Number_Video_2H,Number_Video_3H,Number_Video_4H,Number_Quiz_1H,Number_Quiz_2H,Number_Exam_1H,Number_Exam_2H,Number_Exam_3H,Number_Exam_4H
242,243,2013,22,6,16,0.26,26,1014,3,3,0,1,3,0,4,0,0,1,0,3,0,0,0,0,0
243,244,2013,53,29,24,0.55,55,1014,18,7,4,17,7,4,28,16,1,0,0,7,0,4,0,0,0
244,245,2013,46,17,29,0.37,37,1014,9,5,3,4,4,3,11,1,2,0,1,3,1,3,0,0,0
245,246,2013,30,28,2,0.92,92,1014,18,10,0,13,10,0,23,9,3,1,0,10,0,0,0,0,0
246,247,2013,39,9,30,0.22,22,1014,6,2,1,5,1,1,7,4,1,0,0,0,1,1,0,0,0
247,248,2013,15,10,5,0.64,64,1014,3,5,2,3,4,2,9,3,0,0,0,3,1,2,0,0,0
248,249,2013,13,8,5,0.6,60,1014,4,4,0,2,4,0,6,1,0,1,0,4,0,0,0,0,0
249,250,2013,46,14,32,0.3,30,1014,6,5,3,4,4,1,9,2,2,0,0,3,1,0,0,1,0
250,251,2013,51,13,38,0.25,25,1014,8,3,2,4,3,1,8,0,4,0,0,3,0,0,1,0,0
251,252,2013,11,5,6,0.43,43,1014,2,2,1,2,1,1,4,2,0,0,0,0,1,1,0,0,0
252,253,2013,57,31,26,0.54,54,1014,21,9,1,17,5,1,23,15,0,2,0,1,4,1,0,0,0
253,254,2013,30,13,17,0.44,44,1014,6,6,1,2,5,1,8,0,0,2,0,4,1,1,0,0,0
254,255,2013,35,18,17,0.52,52,1014,8,6,4,5,6,2,13,4,0,0,1,6,0,0,2,0,0
255,256,2013,34,3,31,0.08,8,1014,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
256,257,2013,15,14,1,0.91,91,1014,7,7,0,4,4,0,8,1,3,0,0,1,3,0,0,0,0
257,258,2013,37,14,23,0.38,38,1014,3,8,3,2,6,2,10,1,1,0,0,4,2,1,1,0,0
258,259,2013,14,0,14,0.03,3,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,260,2013,56,15,41,0.27,27,1014,6,9,0,2,9,0,11,0,0,2,0,9,0,0,0,0,0
260,261,2013,7,3,4,0.43,43,1014,2,1,0,2,1,0,3,2,0,0,0,1,0,0,0,0,0
261,262,2013,30,5,25,0.18,18,1014,2,3,0,1,3,0,4,0,1,0,0,3,0,0,0,0,0
262,263,2013,29,26,3,0.89,89,1014,16,7,3,13,6,1,20,12,0,0,1,5,1,0,0,1,0
263,264,2013,25,20,5,0.81,81,1014,10,9,1,8,7,1,16,7,0,1,0,5,2,1,0,0,0
264,265,2013,23,11,12,0.48,48,1014,3,5,3,3,5,3,11,3,0,0,0,5,0,3,0,0,0
265,266,2013,25,9,16,0.35,35,1014,5,3,1,3,2,1,6,1,2,0,0,1,1,1,0,0,0
266,267,2013,12,11,1,0.95,95,1014,3,5,3,3,5,3,11,3,0,0,0,5,0,3,0,0,0
267,268,2013,19,10,9,0.52,52,1014,4,4,2,2,2,2,6,0,2,0,0,0,2,2,0,0,0
268,269,2013,32,1,31,0.02,2,1014,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
269,270,2013,35,28,7,0.79,79,1014,15,13,0,11,7,0,18,7,4,0,0,1,6,0,0,0,0
270,271,2013,30,24,6,0.79,79,1014,15,8,1,9,8,1,18,3,6,0,0,8,0,1,0,0,0
271,272,2013,46,37,9,0.81,81,1014,21,15,1,14,13,1,28,7,7,0,0,11,2,1,0,0,0
272,273,2013,14,13,1,0.92,92,1014,7,6,0,2,5,0,7,0,0,1,1,4,1,0,0,0,0
273,274,2013,19,13,6,0.68,68,1014,9,3,1,8,3,1,12,7,1,0,0,3,0,1,0,0,0
274,275,2013,11,1,10,0.11,11,1014,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
275,276,2013,31,21,10,0.67,67,1014,13,6,2,10,6,2,18,7,3,0,0,6,0,2,0,0,0
276,277,2013,28,22,6,0.77,77,1014,6,13,3,5,13,1,19,4,1,0,0,13,0,0,0,1,0
277,278,2013,31,26,5,0.83,83,1014,15,8,3,4,4,1,9,0,0,1,3,0,4,0,0,1,0
278,279,2013,21,4,17,0.19,19,1014,1,2,1,1,2,1,4,1,0,0,0,2,0,1,0,0,0
279,280,2013,15,12,3,0.77,77,1014,5,6,1,3,3,1,7,2,0,1,0,0,3,1,0,0,0
280,281,2013,39,21,18,0.55,55,1014,12,9,0,3,9,0,12,0,0,0,3,9,0,0,0,0,0
281,282,2013,49,12,37,0.25,25,1014,5,4,3,2,4,2,8,1,0,0,1,4,0,1,1,0,0
282,283,2013,20,1,19,0.03,3,1014,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
283,284,2013,11,1,10,0.05,5,1014,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
284,285,2013,48,22,26,0.45,45,1014,10,9,3,3,8,3,14,0,1,0,2,7,1,3,0,0,0
285,286,2013,28,2,26,0.07,7,1014,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
286,287,2013,15,13,2,0.86,86,1014,7,5,1,5,5,1,11,4,0,1,0,5,0,1,0,0,0
287,288,2013,37,12,25,0.33,33,1014,4,6,2,2,5,1,8,0,2,0,0,4,1,0,1,0,0
288,289,2013,20,9,11,0.46,46,1014,5,4,0,2,3,0,5,0,1,1,0,2,1,0,0,0,0
289,290,2013,22,12,10,0.54,54,1014,4,7,1,4,6,1,11,4,0,0,0,5,1,1,0,0,0
290,291,2013,39,37,2,0.94,94,1014,26,7,4,13,6,1,20,7,1,3,2,5,1,0,0,0,1
291,292,2013,15,10,5,0.7,70,1014,6,3,1,3,2,1,6,0,3,0,0,1,1,1,0,0,0
292,293,2013,20,18,2,0.88,88,1014,13,4,1,13,2,1,16,13,0,0,0,0,2,1,0,0,0
293,294,2013,22,13,9,0.57,56,1014,6,4,3,6,4,1,11,6,0,0,0,4,0,0,0,1,0
294,295,2013,49,10,39,0.2,20,1014,6,4,0,6,2,0,8,6,0,0,0,0,2,0,0,0,0
295,296,2013,18,0,18,0.02,2,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,297,2013,35,8,27,0.24,24,1014,4,3,1,4,3,1,8,4,0,0,0,3,0,1,0,0,0
297,298,2013,44,31,13,0.7,70,1014,13,16,2,5,13,1,19,0,3,1,1,10,3,0,1,0,0
298,299,2013,33,21,12,0.63,63,1014,8,12,1,4,12,1,17,0,4,0,0,12,0,1,0,0,0
299,300,2013,25,8,17,0.31,31,1014,5,3,0,2,3,0,5,0,1,1,0,3,0,0,0,0,0
300,301,2013,30,15,15,0.49,49,1014,6,7,2,5,5,2,12,4,1,0,0,3,2,2,0,0,0
301,302,2013,29,10,19,0.34,34,1014,3,4,3,1,3,1,5,0,0,1,0,2,1,0,0,1,0
302,303,2013,56,53,3,0.94,94,1014,29,21,3,24,15,1,40,22,0,1,1,9,6,0,0,1,0
303,304,2013,47,11,36,0.23,23,1014,7,3,1,4,2,1,7,1,3,0,0,1,1,1,0,0,0
304,305,2013,18,9,9,0.52,52,1014,5,4,0,3,4,0,7,1,2,0,0,4,0,0,0,0,0
305,306,2013,49,32,17,0.65,65,1014,17,12,3,16,7,3,26,15,1,0,0,2,5,3,0,0,0
306,307,2013,35,20,15,0.57,56,1014,12,5,3,12,3,3,18,12,0,0,0,1,2,3,0,0,0
307,308,2013,13,8,5,0.62,62,1014,2,5,1,2,5,1,8,2,0,0,0,5,0,1,0,0,0
308,309,2013,10,4,6,0.42,42,1014,3,1,0,2,1,0,3,1,1,0,0,1,0,0,0,0,0
309,310,2013,37,0,37,0.0,0,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,311,2013,30,28,2,0.95,95,1014,20,7,1,5,6,1,12,0,0,0,5,5,1,1,0,0,0
311,312,2013,11,5,6,0.49,49,1014,1,3,1,1,3,1,5,1,0,0,0,3,0,1,0,0,0
312,313,2013,60,41,19,0.68,68,1014,19,19,3,6,13,2,21,0,1,3,2,7,6,1,1,0,0
313,314,2013,9,7,2,0.83,83,1014,4,2,1,4,1,1,6,4,0,0,0,0,1,1,0,0,0
314,315,2013,54,51,3,0.94,94,1014,24,26,1,23,18,1,42,22,1,0,0,10,8,1,0,0,0
315,316,2013,15,14,1,0.93,93,1014,5,8,1,2,7,1,10,0,1,1,0,6,1,1,0,0,0
316,317,2013,41,25,16,0.62,62,1014,16,5,4,12,3,4,19,10,1,0,1,1,2,4,0,0,0
317,318,2013,26,17,9,0.65,65,1014,6,10,1,2,5,1,8,0,0,2,0,0,5,1,0,0,0
318,319,2013,7,7,0,0.99,99,1014,3,3,1,2,2,1,5,1,1,0,0,1,1,1,0,0,0
319,320,2013,28,8,20,0.29,28,1014,2,5,1,2,3,1,6,2,0,0,0,1,2,1,0,0,0
320,321,2013,5,4,1,0.7,70,1014,2,2,0,1,1,0,2,0,1,0,0,0,1,0,0,0,0
321,322,2013,14,7,7,0.48,48,1014,4,2,1,2,1,1,4,0,2,0,0,0,1,1,0,0,0
322,323,2013,57,16,41,0.28,28,1014,5,10,1,4,9,1,14,3,1,0,0,8,1,1,0,0,0
323,324,2013,26,5,21,0.19,19,1014,1,3,1,1,2,1,4,1,0,0,0,1,1,1,0,0,0
324,325,2013,25,24,1,0.97,97,1014,11,12,1,9,7,1,17,7,2,0,0,2,5,1,0,0,0
325,326,2013,27,8,19,0.29,28,1014,3,5,0,1,5,0,6,0,0,1,0,5,0,0,0,0,0
326,327,2013,52,33,19,0.63,63,1014,23,8,2,23,8,2,33,23,0,0,0,8,0,2,0,0,0
327,328,2013,9,3,6,0.37,37,1014,2,1,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0
328,329,2013,25,24,1,0.96,96,1014,8,14,2,4,11,2,17,2,0,2,0,8,3,2,0,0,0
329,330,2013,30,8,22,0.26,26,1014,5,2,1,2,2,1,5,0,1,1,0,2,0,1,0,0,0
330,331,2013,59,46,13,0.78,78,1014,19,25,2,5,25,1,31,0,0,1,4,25,0,0,1,0,0
331,332,2013,43,3,40,0.06,6,1014,2,1,0,2,1,0,3,2,0,0,0,1,0,0,0,0,0
332,333,2013,27,4,23,0.14,14,1014,3,1,0,2,1,0,3,1,1,0,0,1,0,0,0,0,0
333,334,2013,24,9,15,0.38,38,1014,3,4,2,3,3,1,7,3,0,0,0,2,1,0,1,0,0
334,335,2013,58,36,22,0.62,62,1014,15,20,1,7,14,1,22,3,1,2,1,8,6,1,0,0,0
335,336,2013,40,19,21,0.48,48,1014,10,5,4,5,3,4,12,3,0,1,1,1,2,4,0,0,0
336,337,2013,31,8,23,0.25,25,1014,2,4,2,1,4,2,7,0,1,0,0,4,0,2,0,0,0
337,338,2013,15,9,6,0.6,60,1014,3,4,2,3,3,1,7,3,0,0,0,2,1,0,1,0,0
338,339,2013,23,12,11,0.51,51,1014,3,6,3,2,3,2,7,1,1,0,0,0,3,1,1,0,0
339,340,2013,38,29,9,0.76,76,1014,11,16,2,9,15,2,26,7,2,0,0,14,1,2,0,0,0
340,341,2013,27,19,8,0.7,70,1014,8,8,3,7,6,2,15,6,1,0,0,4,2,1,1,0,0
341,342,2013,8,2,6,0.29,28,1014,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
342,343,2013,50,24,26,0.49,49,1014,13,11,0,6,6,0,12,0,5,1,0,1,5,0,0,0,0
343,344,2013,23,21,2,0.93,93,1014,13,6,2,13,4,2,19,13,0,0,0,2,2,2,0,0,0
344,345,2013,40,26,14,0.66,66,1014,15,11,0,5,9,0,14,1,0,2,2,7,2,0,0,0,0
345,346,2013,48,35,13,0.73,73,1014,16,16,3,4,11,1,16,0,0,0,4,6,5,0,0,1,0
346,347,2013,21,17,4,0.82,82,1014,9,7,1,4,7,1,12,0,3,1,0,7,0,1,0,0,0
347,348,2013,38,34,4,0.9,90,1014,16,16,2,8,11,1,20,4,2,0,2,6,5,0,1,0,0
348,349,2013,24,23,1,0.97,97,1014,16,4,3,15,4,2,21,14,1,0,0,4,0,1,1,0,0
349,350,2013,39,33,6,0.84,84,1014,19,13,1,5,8,1,14,0,0,1,4,3,5,1,0,0,0
350,351,2013,29,3,26,0.11,11,1014,1,2,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0
351,352,2013,36,19,17,0.53,53,1014,10,5,4,5,5,4,14,2,2,0,1,5,0,4,0,0,0
352,353,2013,39,34,5,0.87,87,1014,15,17,2,13,12,1,26,12,0,1,0,7,5,0,1,0,0
353,354,2013,15,3,12,0.2,20,1014,2,1,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0
354,355,2013,22,20,2,0.89,89,1014,8,11,1,5,6,1,12,2,3,0,0,1,5,1,0,0,0
355,356,2013,31,17,14,0.55,55,1014,9,7,1,7,4,1,12,6,0,1,0,1,3,1,0,0,0
356,357,2013,26,5,21,0.2,20,1014,3,2,0,1,2,0,3,0,0,1,0,2,0,0,0,0,0
357,358,2013,49,0,49,0.01,1,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358,359,2013,36,12,24,0.34,34,1014,7,4,1,7,3,1,11,7,0,0,0,2,1,1,0,0,0
359,360,2013,37,20,17,0.55,55,1014,13,7,0,9,5,0,14,7,0,2,0,3,2,0,0,0,0
360,361,2013,27,4,23,0.13,13,1014,2,2,0,1,1,0,2,0,1,0,0,0,1,0,0,0,0
361,362,2013,18,4,14,0.22,22,1014,1,2,1,1,1,1,3,1,0,0,0,0,1,1,0,0,0
362,363,2013,34,24,10,0.72,72,1014,15,9,0,4,6,0,10,0,0,1,3,3,3,0,0,0,0
363,364,2013,35,22,13,0.64,64,1014,10,11,1,7,8,1,16,4,3,0,0,5,3,1,0,0,0
364,365,2013,25,8,17,0.34,34,1014,5,2,1,5,1,1,7,5,0,0,0,0,1,1,0,0,0
365,366,2013,9,2,7,0.24,24,1014,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
366,367,2013,12,6,6,0.52,52,1014,2,3,1,2,2,1,5,2,0,0,0,1,1,1,0,0,0
367,368,2013,58,7,51,0.12,12,1014,5,2,0,2,2,0,4,1,0,0,1,2,0,0,0,0,0
368,369,2013,51,24,27,0.47,47,1014,10,12,2,3,7,2,12,0,0,2,1,2,5,2,0,0,0
369,370,2013,28,1,27,0.03,3,1014,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
370,371,2013,15,8,7,0.56,56,1014,2,4,2,1,4,1,6,0,1,0,0,4,0,0,1,0,0
371,372,2013,6,0,6,0.06,6,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,373,2013,16,10,6,0.65,65,1014,6,4,0,2,3,0,5,0,1,0,1,2,1,0,0,0,0
373,374,2013,16,14,2,0.9,90,1014,6,7,1,4,4,1,9,3,0,1,0,1,3,1,0,0,0
374,375,2013,33,1,32,0.03,3,1014,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
375,376,2013,36,5,31,0.13,13,1014,2,3,0,2,2,0,4,2,0,0,0,1,1,0,0,0,0
376,377,2013,9,9,0,0.97,97,1014,2,5,2,1,3,2,6,0,1,0,0,1,2,2,0,0,0
377,378,2013,14,9,5,0.65,65,1014,4,3,2,4,3,2,9,4,0,0,0,3,0,2,0,0,0
378,379,2013,43,37,6,0.85,85,1014,27,10,0,12,5,0,17,5,2,2,3,0,5,0,0,0,0
379,380,2013,42,8,34,0.18,18,1014,4,3,1,4,2,1,7,4,0,0,0,1,1,1,0,0,0
380,381,2013,31,22,9,0.71,71,1014,11,10,1,5,10,1,16,0,4,1,0,10,0,1,0,0,0
381,382,2013,40,29,11,0.72,72,1014,19,7,3,18,4,1,23,17,1,0,0,1,3,0,0,1,0
382,383,2013,20,12,8,0.58,57,1014,6,4,2,6,3,1,10,6,0,0,0,2,1,0,1,0,0
383,384,2013,42,22,20,0.52,52,1014,13,6,3,9,5,1,15,5,4,0,0,4,1,0,0,1,0
384,385,2013,18,12,6,0.66,66,1014,4,6,2,1,4,2,7,0,0,0,1,2,2,2,0,0,0
385,386,2013,56,23,33,0.41,41,1014,10,11,2,5,8,1,14,1,3,1,0,5,3,0,1,0,0
386,387,2013,58,29,29,0.5,50,1014,19,10,0,5,5,0,10,0,0,1,4,0,5,0,0,0,0
387,388,2013,32,15,17,0.48,48,1014,10,4,1,9,2,1,12,8,1,0,0,0,2,1,0,0,0
388,389,2013,50,9,41,0.18,18,1014,2,5,2,2,3,1,6,2,0,0,0,1,2,0,1,0,0
389,390,2013,34,6,28,0.18,18,1014,3,2,1,2,1,1,4,1,1,0,0,0,1,1,0,0,0
390,391,2013,39,21,18,0.55,55,1014,16,4,1,7,4,1,12,0,5,2,0,4,0,1,0,0,0
391,392,2013,15,3,12,0.2,20,1014,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
392,393,2013,9,7,2,0.74,74,1014,4,2,1,1,2,1,4,0,0,0,1,2,0,1,0,0,0
393,394,2013,31,1,30,0.03,3,1014,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
394,395,2013,11,10,1,0.89,89,1014,3,4,3,3,3,2,8,3,0,0,0,2,1,1,1,0,0
395,396,2013,31,28,3,0.91,91,1014,18,7,3,14,5,1,20,12,0,2,0,3,2,0,0,1,0
396,397,2013,53,18,35,0.34,34,1014,10,8,0,8,6,0,14,6,2,0,0,4,2,0,0,0,0
397,398,2013,15,14,1,0.93,93,1014,10,3,1,10,3,1,14,10,0,0,0,3,0,1,0,0,0
398,399,2013,36,35,1,0.96,96,1014,23,11,1,6,11,1,18,0,0,1,5,11,0,1,0,0,0
399,400,2013,25,10,15,0.4,40,1014,5,3,2,5,2,2,9,5,0,0,0,1,1,2,0,0,0
400,401,2013,22,19,3,0.87,87,1014,12,6,1,12,6,1,19,12,0,0,0,6,0,1,0,0,0
401,402,2013,57,55,2,0.96,96,1014,28,25,2,27,25,2,54,26,1,0,0,25,0,2,0,0,0
402,403,2013,28,22,6,0.8,80,1014,14,5,3,11,5,3,19,10,0,0,1,5,0,3,0,0,0
403,404,2013,9,6,3,0.67,67,1014,2,4,0,2,4,0,6,2,0,0,0,4,0,0,0,0,0
404,405,2013,57,24,33,0.42,42,1014,13,9,2,7,6,2,15,3,3,0,1,3,3,2,0,0,0
405,406,2013,39,18,21,0.46,46,1014,11,4,3,8,3,3,14,6,1,1,0,2,1,3,0,0,0
406,407,2013,9,1,8,0.16,16,1014,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
407,408,2013,39,25,14,0.64,64,1014,14,10,1,12,5,1,18,11,0,1,0,0,5,1,0,0,0
408,409,2013,16,16,0,0.99,99,1014,5,8,3,3,8,3,14,1,2,0,0,8,0,3,0,0,0
409,410,2013,52,27,25,0.51,51,1014,13,10,4,13,8,3,24,13,0,0,0,6,2,2,1,0,0
410,411,2013,52,23,29,0.45,45,1014,12,10,1,10,5,1,16,9,0,1,0,0,5,1,0,0,0
411,412,2013,55,32,23,0.58,57,1014,17,14,1,8,11,1,20,1,6,0,1,8,3,1,0,0,0
412,413,2013,9,7,2,0.79,79,1014,3,3,1,3,3,1,7,3,0,0,0,3,0,1,0,0,0
413,414,2013,9,7,2,0.81,81,1014,4,2,1,4,1,1,6,4,0,0,0,0,1,1,0,0,0
414,415,2013,8,5,3,0.57,56,1014,3,2,0,3,1,0,4,3,0,0,0,0,1,0,0,0,0
415,416,2013,26,0,26,0.01,1,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416,417,2013,48,29,19,0.6,60,1014,19,8,2,14,5,2,21,10,3,1,0,2,3,2,0,0,0
417,418,2013,28,1,27,0.05,5,1014,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
418,419,2013,20,7,13,0.34,34,1014,4,2,1,3,1,1,5,2,1,0,0,0,1,1,0,0,0
419,420,2013,14,11,3,0.77,77,1014,4,6,1,1,5,1,7,0,0,0,1,4,1,1,0,0,0
420,421,2013,16,9,7,0.56,56,1014,2,5,2,2,3,2,7,2,0,0,0,1,2,2,0,0,0
421,422,2013,15,4,11,0.3,30,1014,2,2,0,2,2,0,4,2,0,0,0,2,0,0,0,0,0
422,423,2013,13,4,9,0.3,30,1014,1,2,1,1,1,1,3,1,0,0,0,0,1,1,0,0,0
423,424,2013,27,3,24,0.1,10,1014,2,1,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0
424,425,2013,20,3,17,0.14,14,1014,2,1,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0
425,426,2013,44,10,34,0.23,23,1014,3,4,3,3,3,1,7,3,0,0,0,2,1,0,0,1,0
426,427,2013,19,10,9,0.53,53,1014,3,4,3,2,2,2,6,1,1,0,0,0,2,1,1,0,0
427,428,2013,33,1,32,0.04,4,1014,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
428,429,2013,8,1,7,0.13,13,1014,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
429,430,2013,11,6,5,0.5,50,1014,4,2,0,4,2,0,6,4,0,0,0,2,0,0,0,0,0
430,431,2013,55,12,43,0.21,21,1014,4,5,3,4,3,1,8,4,0,0,0,1,2,0,0,1,0
431,432,2013,36,18,18,0.49,49,1014,8,9,1,2,6,1,9,0,0,0,2,3,3,1,0,0,0
432,433,2013,19,13,6,0.68,68,1014,4,8,1,2,4,1,7,1,0,1,0,0,4,1,0,0,0
433,434,2013,14,9,5,0.63,63,1014,4,5,0,3,5,0,8,2,1,0,0,5,0,0,0,0,0
434,435,2013,17,16,1,0.94,94,1014,7,9,0,2,9,0,11,0,0,1,1,9,0,0,0,0,0
435,436,2013,40,15,25,0.37,37,1014,7,8,0,2,6,0,8,0,0,1,1,4,2,0,0,0,0
436,437,2013,11,7,4,0.62,62,1014,3,3,1,1,3,1,5,0,0,1,0,3,0,1,0,0,0
437,438,2013,9,9,0,0.96,96,1014,4,4,1,1,4,1,6,0,0,0,1,4,0,1,0,0,0
438,439,2013,30,2,28,0.06,6,1014,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
439,440,2013,31,28,3,0.9,90,1014,18,10,0,17,6,0,23,16,1,0,0,2,4,0,0,0,0
440,441,2013,6,0,6,0.01,1,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,442,2013,36,29,7,0.8,80,1014,14,13,2,6,7,2,15,0,4,2,0,1,6,2,0,0,0
442,443,2013,52,25,27,0.49,49,1014,18,4,3,9,3,3,15,4,2,2,1,2,1,3,0,0,0
443,444,2013,40,10,30,0.26,26,1014,3,6,1,3,4,1,8,3,0,0,0,2,2,1,0,0,0
444,445,2013,6,3,3,0.57,56,1014,1,2,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0
445,446,2013,40,4,36,0.1,10,1014,1,2,1,1,1,1,3,1,0,0,0,0,1,1,0,0,0
446,447,2013,28,9,19,0.33,33,1014,4,4,1,4,4,1,9,4,0,0,0,4,0,1,0,0,0
447,448,2013,31,8,23,0.27,27,1014,3,4,1,3,3,1,7,3,0,0,0,2,1,1,0,0,0
448,449,2013,22,13,9,0.57,56,1014,5,5,3,4,3,2,9,3,1,0,0,1,2,1,1,0,0
449,450,2013,11,10,1,0.93,93,1014,4,5,1,2,5,1,8,0,2,0,0,5,0,1,0,0,0
450,451,2013,20,10,10,0.51,51,1014,3,4,3,2,3,2,7,1,1,0,0,2,1,1,1,0,0
451,452,2013,39,2,37,0.04,4,1014,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
452,453,2013,37,28,9,0.75,75,1014,20,7,1,11,7,1,19,3,7,1,0,7,0,1,0,0,0
453,454,2013,55,37,18,0.67,67,1014,24,9,4,11,6,3,20,4,3,2,2,3,3,2,1,0,0
454,455,2013,20,8,12,0.38,38,1014,4,3,1,4,3,1,8,4,0,0,0,3,0,1,0,0,0
455,456,2013,31,22,9,0.7,70,1014,10,12,0,5,9,0,14,1,3,1,0,6,3,0,0,0,0
456,457,2013,19,12,7,0.63,63,1014,3,7,2,1,6,2,9,0,0,1,0,5,1,2,0,0,0
457,458,2013,37,31,6,0.83,83,1014,18,12,1,16,9,1,26,15,0,1,0,6,3,1,0,0,0
458,459,2013,40,31,9,0.78,78,1014,18,10,3,13,10,1,24,10,2,0,1,10,0,0,0,1,0
459,460,2013,44,29,15,0.66,66,1014,11,14,4,3,10,3,16,0,0,1,2,6,4,2,1,0,0
460,461,2013,5,2,3,0.46,46,1014,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
461,462,2013,25,14,11,0.57,56,1014,8,5,1,2,4,1,7,0,0,0,2,3,1,1,0,0,0
462,463,2013,13,5,8,0.39,39,1014,1,3,1,1,3,1,5,1,0,0,0,3,0,1,0,0,0
463,464,2013,26,10,16,0.4,40,1014,7,3,0,5,2,0,7,4,0,1,0,1,1,0,0,0,0
464,465,2013,24,4,20,0.18,18,1014,2,2,0,1,1,0,2,0,1,0,0,0,1,0,0,0,0
465,466,2013,11,0,11,0.0,0,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,467,2013,11,4,7,0.38,38,1014,1,2,1,1,2,1,4,1,0,0,0,2,0,1,0,0,0
467,468,2013,7,0,7,0.07,7,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,469,2013,34,26,8,0.76,76,1014,12,11,3,5,8,1,14,0,4,0,1,5,3,0,0,1,0
469,470,2013,33,12,21,0.37,37,1014,3,6,3,1,3,2,6,0,0,1,0,0,3,1,1,0,0
470,471,2013,36,7,29,0.2,20,1014,2,3,2,2,2,2,6,2,0,0,0,1,1,2,0,0,0
471,472,2013,31,18,13,0.57,56,1014,8,10,0,6,7,0,13,5,0,1,0,4,3,0,0,0,0
472,473,2013,48,17,31,0.35,35,1014,7,8,2,4,6,2,12,2,1,1,0,4,2,2,0,0,0
473,474,2013,21,18,3,0.85,85,1014,13,5,0,13,4,0,17,13,0,0,0,3,1,0,0,0,0
474,475,2013,19,2,17,0.08,8,1014,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
475,476,2013,20,2,18,0.12,12,1014,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
476,477,2013,21,0,21,0.01,1,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,478,2013,30,10,20,0.35,35,1014,7,2,1,2,2,1,5,0,0,1,1,2,0,1,0,0,0
478,479,2013,7,7,0,0.93,93,1014,4,2,1,2,2,1,5,1,0,1,0,2,0,1,0,0,0
479,480,2013,45,34,11,0.76,76,1014,15,15,4,6,11,3,20,3,0,0,3,7,4,2,1,0,0
480,481,2013,51,37,14,0.73,73,1014,24,11,2,16,10,1,27,9,6,1,0,9,1,0,1,0,0
481,482,2013,10,2,8,0.21,21,1014,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
482,483,2013,30,19,11,0.63,63,1014,5,11,3,3,8,2,13,2,0,1,0,5,3,1,1,0,0
483,484,2013,9,3,6,0.37,37,1014,2,1,0,2,1,0,3,2,0,0,0,1,0,0,0,0,0
484,485,2013,24,4,20,0.17,17,1014,2,2,0,1,2,0,3,0,1,0,0,2,0,0,0,0,0
485,486,2013,22,0,22,0.02,2,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,487,2013,31,28,3,0.91,91,1014,14,12,2,7,9,2,18,3,1,3,0,6,3,2,0,0,0
487,488,2013,8,7,1,0.85,85,1014,3,4,0,3,3,0,6,3,0,0,0,2,1,0,0,0,0
