,Year,Departement,Module_ID,Module,Chapter_ID,Chapter,Quiz_perChapter,Quizz_ID,Rank_onChapter,Quizz_Type,Slip,Guess,Success_Prct,Success_Attempts,Failure_Attempts,Number_Attempts,UniQ_Learner,Sucessful_Learners,Unsucessful_Learners,Avg_Attempts,Percent_Learners_Success,Predict_Difficulty,Correct_Difficulty,Score,Difficulty_String,Difficulty,Department
2243,2017,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,22,8,QCU,0.18,0.97,82.98,88,18,106,89,88,1,1.19,98.88,Facile,Facile,0,Meme Difficulté,Pas Adapte,Law
3354,2018,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,22,8,QCU,0.1,0.99,76.76,70,21,91,74,70,4,1.23,94.59,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Law
4465,2019,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,22,8,QCM,0.05,0.83,82.2,63,14,77,65,63,2,1.18,96.92,Moyen,Facile,1,Plus Facile,Pas Adapte,Law
5576,2020,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,22,8,QCM,0.6,0.23,20.69,16,61,77,29,16,13,2.66,55.17,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Law
22,2015,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,23,9,QROC,0.23,0.39,44.59,10,12,22,16,10,6,1.38,62.5,Difficile,Moyen,1,Plus Facile,Pas Adapte,Law
1133,2016,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,23,9,QROC,0.58,0.33,53.21,10,9,19,15,10,5,1.27,66.67,Difficile,Moyen,1,Plus Facile,Pas Adapte,Law
2244,2017,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,23,9,QROC,0.2,0.27,62.66,14,8,22,15,14,1,1.47,93.33,Difficile,Moyen,1,Plus Facile,Adapte,Law
3355,2018,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,23,9,QROC,0.29,0.38,62.66,13,8,21,16,13,3,1.31,81.25,Moyen,Moyen,0,Meme Difficulté,Adapte,Law
4466,2019,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,23,9,QO,0.43,0.26,62.66,13,7,20,15,13,2,1.33,86.67,Moyen,Moyen,0,Meme Difficulté,Adapte,Law
5577,2020,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,23,9,QO,0.22,0.18,62.66,11,6,17,16,11,5,1.06,68.75,Moyen,Moyen,0,Meme Difficulté,Adapte,Law
23,2015,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,24,10,QCU,0.43,0.34,28.3,20,52,72,50,20,30,1.44,40.0,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Law
1134,2016,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,24,10,QCU,0.0,0.82,99.53,61,0,61,61,61,0,1.0,100.0,Facile,Facile,0,Meme Difficulté,Pas Adapte,Law
2245,2017,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,24,10,QCU,0.37,0.75,50.63,34,33,67,64,34,30,1.05,53.12,Difficile,Moyen,1,Plus Facile,Pas Adapte,Law
3356,2018,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,24,10,QCM,0.11,0.97,83.97,55,11,66,65,55,10,1.02,84.62,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Law
4467,2019,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,24,10,QCM,0.7,0.16,2.43,1,58,59,52,1,51,1.13,1.92,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Law
5578,2020,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,24,10,QCM,0.71,0.23,29.22,16,38,54,37,16,21,1.46,43.24,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Law
24,2015,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,25,11,QCU,0.4,0.38,2.91,2,76,78,74,2,72,1.05,2.7,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Law
1135,2016,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,25,11,QCU,0.04,0.91,71.51,58,23,81,70,58,12,1.16,82.86,Difficile,Facile,2,Beaucoup plus Facile,Adapte,Law
2246,2017,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,25,11,QCU,0.13,0.86,71.51,59,23,82,69,59,10,1.19,85.51,Facile,Facile,0,Meme Difficulté,Adapte,Law
3357,2018,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,25,11,QCU,0.13,0.93,71.51,54,22,76,75,54,21,1.01,72.0,Facile,Facile,0,Meme Difficulté,Adapte,Law
4468,2019,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,25,11,QCU,0.13,0.8,71.51,49,20,69,53,49,4,1.3,92.45,Facile,Facile,0,Meme Difficulté,Adapte,Law
5579,2020,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,25,11,QCU,0.18,1.0,71.51,54,22,76,63,54,9,1.21,85.71,Facile,Facile,0,Meme Difficulté,Adapte,Law
25,2015,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,26,12,QCU,0.13,0.76,78.48,47,13,60,49,47,2,1.22,95.92,Facile,Facile,0,Meme Difficulté,Pas Adapte,Law
1136,2016,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,26,12,QCU,0.09,0.9,93.27,63,5,68,67,63,4,1.01,94.03,Facile,Facile,0,Meme Difficulté,Pas Adapte,Law
2247,2017,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,26,12,QCU,0.41,0.22,15.28,9,51,60,59,9,50,1.02,15.25,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Law
3358,2018,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,26,12,QCM,0.37,0.65,64.48,40,22,62,43,40,3,1.44,93.02,Moyen,Moyen,0,Meme Difficulté,Adapte,Law
4469,2019,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,26,12,QCM,0.24,0.5,64.48,36,20,56,37,36,1,1.51,97.3,Moyen,Moyen,0,Meme Difficulté,Adapte,Law
5580,2020,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,26,12,QCM,0.29,0.31,64.48,31,17,48,39,31,8,1.23,79.49,Moyen,Moyen,0,Meme Difficulté,Adapte,Law
26,2015,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,27,13,QCU,0.15,0.81,89.24,86,10,96,90,86,4,1.07,95.56,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Law
1137,2016,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,27,13,QCU,0.11,0.83,79.92,87,22,109,90,87,3,1.21,96.67,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Law
2248,2017,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,27,13,QCU,0.02,0.96,91.97,95,8,103,101,95,6,1.02,94.06,Facile,Facile,0,Meme Difficulté,Pas Adapte,Law
3359,2018,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,27,13,QCU,0.15,0.83,94.18,102,6,108,102,102,0,1.06,100.0,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Law
4470,2019,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,27,13,QCU,0.18,0.81,99.01,95,1,96,95,95,0,1.01,100.0,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Law
5581,2020,Droit,2,Introduction Historique au Droit,2,La Contestation du Regime Feodal,13,27,13,QCM,0.45,0.5,42.28,46,63,109,109,46,63,1.0,42.2,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Law
27,2015,Droit,2,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,2,28,1,QCU,0.31,0.44,56.76,27,21,48,44,27,17,1.09,61.36,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Law
1138,2016,Droit,2,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,2,28,1,QCU,0.62,0.4,28.28,12,30,42,17,12,5,2.47,70.59,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Law
2249,2017,Droit,2,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,2,28,1,QCU,0.74,0.29,16.55,7,38,45,32,7,25,1.41,21.88,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Law
3360,2018,Droit,2,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,2,28,1,QCU,0.13,0.76,87.93,37,5,42,39,37,2,1.08,94.87,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Law
4471,2019,Droit,2,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,2,28,1,QCU,0.38,0.54,45.8,20,24,44,37,20,17,1.19,54.05,Difficile,Moyen,1,Plus Facile,Pas Adapte,Law
5582,2020,Droit,2,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,2,28,1,QCU,0.47,0.24,24.7,10,32,42,25,10,15,1.68,40.0,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Law
28,2015,Droit,2,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,2,29,2,QCM,0.4,0.34,48.36,38,41,79,45,38,7,1.76,84.44,Difficile,Moyen,1,Plus Facile,Pas Adapte,Law
1139,2016,Droit,2,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,2,29,2,QCM,0.6,0.2,3.56,3,72,75,38,3,35,1.97,7.89,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Law
2250,2017,Droit,2,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,2,29,2,QCM,0.14,0.78,97.11,80,2,82,80,80,0,1.02,100.0,Facile,Facile,0,Meme Difficulté,Pas Adapte,Law
3361,2018,Droit,2,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,2,29,2,QCM,0.28,0.38,55.21,47,38,85,82,47,35,1.04,57.32,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Law
4472,2019,Droit,2,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,2,29,2,QCM,0.37,0.39,45.62,34,40,74,70,34,36,1.06,48.57,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Law
5583,2020,Droit,2,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,2,29,2,QCM,0.11,0.83,87.44,68,10,78,78,68,10,1.0,87.18,Facile,Facile,0,Meme Difficulté,Pas Adapte,Law
29,2015,Droit,2,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",1,30,1,QCM,0.56,0.28,25.19,11,33,44,40,11,29,1.1,27.5,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Law
1140,2016,Droit,2,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",1,30,1,QCM,0.45,0.56,41.77,18,25,43,21,18,3,2.05,85.71,Difficile,Moyen,1,Plus Facile,Pas Adapte,Law
2251,2017,Droit,2,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",1,30,1,QCM,0.18,0.8,79.15,38,10,48,40,38,2,1.2,95.0,Moyen,Facile,1,Plus Facile,Pas Adapte,Law
3362,2018,Droit,2,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",1,30,1,QCM,0.0,0.89,99.65,46,0,46,46,46,0,1.0,100.0,Moyen,Facile,1,Plus Facile,Pas Adapte,Law
4473,2019,Droit,2,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",1,30,1,QCM,0.06,0.91,88.38,44,6,50,47,44,3,1.06,93.62,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Law
5584,2020,Droit,2,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",1,30,1,QCM,0.72,0.19,23.64,12,40,52,49,12,37,1.06,24.49,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Law
30,2015,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,31,1,QCM,0.03,0.9,93.12,6,0,6,6,6,0,1.0,100.0,Moyen,Facile,1,Plus Facile,Pas Adapte,Law
1141,2016,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,31,1,QCM,0.36,0.62,45.92,3,3,6,6,3,3,1.0,50.0,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Law
2252,2017,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,31,1,QCM,0.47,0.34,35.92,2,4,6,5,2,3,1.2,40.0,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Law
3363,2018,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,31,1,QCM,0.32,0.4,43.18,3,3,6,5,3,2,1.2,60.0,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Law
4474,2019,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,31,1,QCU,0.21,0.67,49.17,2,3,5,5,2,3,1.0,40.0,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Law
5585,2020,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,31,1,QCU,0.27,0.75,53.29,3,2,5,4,3,1,1.25,75.0,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Law
31,2015,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,32,2,QO,0.36,0.22,56.11,3,3,6,5,3,2,1.2,60.0,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Law
1142,2016,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,32,2,QO,0.04,0.76,93.95,7,0,7,7,7,0,1.0,100.0,Facile,Facile,0,Meme Difficulté,Pas Adapte,Law
2253,2017,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,32,2,QCM,0.38,0.38,36.61,2,4,6,4,2,2,1.5,50.0,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Law
3364,2018,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,32,2,QCM,0.79,0.29,8.25,1,6,7,2,1,1,3.5,50.0,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Law
4475,2019,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,32,2,QCM,0.7,0.25,31.56,2,4,6,6,2,4,1.0,33.33,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Law
5586,2020,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,32,2,QCM,0.02,0.91,88.01,4,1,5,4,4,0,1.25,100.0,Facile,Facile,0,Meme Difficulté,Pas Adapte,Law
32,2015,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,33,3,QCM,0.02,0.92,81.93,48,10,58,54,48,6,1.07,88.89,Moyen,Facile,1,Plus Facile,Pas Adapte,Law
1143,2016,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,33,3,QCM,0.36,0.39,49.05,30,32,62,45,30,15,1.38,66.67,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Law
2254,2017,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,33,3,QCM,0.56,0.23,12.2,9,61,70,29,9,20,2.41,31.03,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Law
3365,2018,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,33,3,QCM,0.06,0.75,96.55,58,2,60,59,58,1,1.02,98.31,Moyen,Facile,1,Plus Facile,Pas Adapte,Law
4476,2019,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,33,3,QCM,0.09,0.7,86.84,54,8,62,55,54,1,1.13,98.18,Facile,Facile,0,Meme Difficulté,Pas Adapte,Law
5587,2020,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,33,3,QCM,0.55,0.29,2.66,2,55,57,37,2,35,1.54,5.41,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Law
33,2015,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,34,4,QCM,0.25,0.52,64.3,26,15,41,32,26,6,1.28,81.25,Moyen,Moyen,0,Meme Difficulté,Adapte,Law
1144,2016,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,34,4,QCM,0.36,0.33,64.3,25,14,39,30,25,5,1.3,83.33,Moyen,Moyen,0,Meme Difficulté,Adapte,Law
2255,2017,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,34,4,QCM,0.32,0.59,64.3,28,16,44,29,28,1,1.52,96.55,Moyen,Moyen,0,Meme Difficulté,Adapte,Law
3366,2018,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,34,4,QCM,0.41,0.35,64.3,30,16,46,44,30,14,1.05,68.18,Moyen,Moyen,0,Meme Difficulté,Adapte,Law
4477,2019,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,34,4,QCU,0.27,0.73,64.3,25,14,39,27,25,2,1.44,92.59,Moyen,Moyen,0,Meme Difficulté,Adapte,Law
5588,2020,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,34,4,QCU,0.39,0.42,64.3,27,15,42,37,27,10,1.14,72.97,Moyen,Moyen,0,Meme Difficulté,Adapte,Law
34,2015,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,35,5,QCU,0.4,0.25,8.38,8,83,91,64,8,56,1.42,12.5,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Law
1145,2016,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,35,5,QCU,0.41,0.25,22.12,22,79,101,98,22,76,1.03,22.45,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Law
2256,2017,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,35,5,QCU,0.53,0.31,7.92,9,99,108,76,9,67,1.42,11.84,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Law
3367,2018,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,35,5,QCU,0.74,0.33,21.26,20,72,92,43,20,23,2.14,46.51,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Law
4478,2019,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,35,5,QCU,0.11,0.89,89.03,89,11,100,99,89,10,1.01,89.9,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Law
5589,2020,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,35,5,QCU,0.19,0.8,73.26,62,23,85,66,62,4,1.29,93.94,Difficile,Facile,2,Beaucoup plus Facile,Adapte,Law
35,2015,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,36,6,QCU,0.08,0.87,96.14,14,1,15,14,14,0,1.07,100.0,Facile,Facile,0,Meme Difficulté,Pas Adapte,Law
1146,2016,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,36,6,QCU,0.3,0.59,41.3,6,8,14,7,6,1,2.0,85.71,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Law
2257,2017,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,36,6,QCU,0.18,0.82,93.48,11,1,12,12,11,1,1.0,91.67,Facile,Facile,0,Meme Difficulté,Pas Adapte,Law
3368,2018,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,36,6,QCU,0.45,0.24,6.14,1,12,13,11,1,10,1.18,9.09,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Law
4479,2019,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,36,6,QCU,0.2,0.45,55.63,7,5,12,9,7,2,1.33,77.78,Difficile,Moyen,1,Plus Facile,Pas Adapte,Law
5590,2020,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,36,6,QCU,0.65,0.38,27.03,4,10,14,9,4,5,1.56,44.44,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Law
36,2015,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,37,7,QCM,0.24,0.65,49.82,41,42,83,75,41,34,1.11,54.67,Difficile,Moyen,1,Plus Facile,Pas Adapte,Law
1147,2016,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,37,7,QCU,0.61,0.23,12.75,9,64,73,30,9,21,2.43,30.0,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Law
2258,2017,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,37,7,QCU,0.68,0.3,2.92,2,73,75,28,2,26,2.68,7.14,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Law
3369,2018,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,37,7,QCU,0.34,0.71,38.06,25,40,65,41,25,16,1.59,60.98,Difficile,Moyen,1,Plus Facile,Pas Adapte,Law
4480,2019,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,37,7,QCU,0.21,0.75,43.51,32,42,74,35,32,3,2.11,91.43,Difficile,Moyen,1,Plus Facile,Pas Adapte,Law
5591,2020,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,37,7,QCU,0.15,0.75,71.37,46,19,65,56,46,10,1.16,82.14,Difficile,Facile,2,Beaucoup plus Facile,Adapte,Law
37,2015,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,38,8,QCU,0.08,0.98,83.57,32,6,38,33,32,1,1.15,96.97,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Law
1148,2016,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,38,8,QCU,0.42,0.32,14.41,6,35,41,16,6,10,2.56,37.5,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Law
2259,2017,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,38,8,QCU,0.51,0.2,9.67,3,33,36,20,3,17,1.8,15.0,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Law
3370,2018,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,38,8,QCU,0.34,0.55,36.98,14,23,37,16,14,2,2.31,87.5,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Law
4481,2019,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,38,8,QCU,0.01,0.99,97.26,31,1,32,32,31,1,1.0,96.88,Facile,Facile,0,Meme Difficulté,Pas Adapte,Law
5592,2020,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,38,8,QCU,0.16,0.94,81.86,29,6,35,35,29,6,1.0,82.86,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Law
38,2015,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,39,9,QROC,0.93,0.21,21.97,5,19,24,13,5,8,1.85,38.46,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Law
1149,2016,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,39,9,QO,0.85,0.05,28.76,8,19,27,18,8,10,1.5,44.44,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Law
2260,2017,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,39,9,QO,0.95,0.14,32.81,10,20,30,24,10,14,1.25,41.67,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Law
3371,2018,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,39,9,QCM,0.62,0.18,23.98,7,22,29,17,7,10,1.71,41.18,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Law
4482,2019,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,39,9,QCM,0.04,0.99,87.19,23,3,26,25,23,2,1.04,92.0,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Law
5593,2020,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,39,9,QCU,0.54,0.39,17.83,4,19,23,10,4,6,2.3,40.0,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Law
39,2015,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,40,10,QCM,0.69,0.27,13.62,10,67,77,34,10,24,2.26,29.41,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Law
1150,2016,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,40,10,QCM,0.16,0.85,78.76,65,17,82,76,65,11,1.08,85.53,Moyen,Facile,1,Plus Facile,Pas Adapte,Law
2261,2017,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,40,10,QCU,0.25,0.72,43.35,41,53,94,54,41,13,1.74,75.93,Difficile,Moyen,1,Plus Facile,Pas Adapte,Law
3372,2018,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,40,10,QCU,0.33,0.42,48.51,39,42,81,71,39,32,1.14,54.93,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Law
4483,2019,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,40,10,QCU,0.08,0.82,68.79,57,26,83,72,57,15,1.15,79.17,Moyen,Facile,1,Plus Facile,Adapte,Law
5594,2020,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,40,10,QCU,0.04,1.0,68.79,62,28,90,62,62,0,1.45,100.0,Facile,Facile,0,Meme Difficulté,Adapte,Law
40,2015,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,41,11,QROC,0.2,0.27,40.39,25,38,63,34,25,9,1.85,73.53,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Law
1151,2016,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,41,11,QROC,0.34,0.39,58.11,31,23,54,46,31,15,1.17,67.39,Difficile,Moyen,1,Plus Facile,Pas Adapte,Law
2262,2017,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,41,11,QROC,0.23,0.28,49.93,27,28,55,38,27,11,1.45,71.05,Difficile,Moyen,1,Plus Facile,Pas Adapte,Law
3373,2018,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,41,11,QROC,0.12,0.53,79.04,48,13,61,57,48,9,1.07,84.21,Moyen,Facile,1,Plus Facile,Pas Adapte,Law
4484,2019,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,41,11,QROC,0.38,0.25,47.04,26,30,56,27,26,1,2.07,96.3,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Law
5595,2020,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,41,11,QROC,0.65,0.1,24.41,15,47,62,37,15,22,1.68,40.54,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Law
41,2015,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,42,12,QROC,0.55,0.31,55.15,26,21,47,27,26,1,1.74,96.3,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Law
1152,2016,Droit,2,Introduction Historique au Droit,5,L'Amenagement du Liberalisme,13,42,12,QROC,0.03,0.87,83.5,34,7,41,35,34,1,1.17,97.14,Facile,Facile,0,Meme Difficulté,Pas Adapte,Law
