,Quizz_ID,Year,Departement,Chapter_ID,Rank_onChapter,Quizz_Type,B,Slip,Guess,Number_Attempts,UniQ_Learner,Sucessful_Learners,Unsucessful_Learners,Avg_Attempts,Percent_Learners_Success,Success_Attempts,Failure_Attempts,TruePrct_Succes,Predict_Difficulty,Correct_Difficulty,Prediction/Correct Difficulty
3346,27,2019,Ingenieurie,3,8,QO,0.6195,0.46,0.22,37,31,23,8,1.19,74.19,23,14,61.95,Adapte,Adapte,Adapte / Adapte
4176,27,2020,Ingenieurie,3,8,QO,0.7412,0.47,0.16,30,23,22,1,1.3,95.65,22,8,74.12,Adapte,Adapte,Adapte / Adapte
27,28,2015,Ingenieurie,3,9,QCU,0.842,0.0,0.84,69,67,58,9,1.03,86.57,58,11,84.2,Trop Difficile,Facile,Trop Difficile / Facile
857,28,2016,Ingenieurie,3,9,QCU,0.903,0.03,0.97,65,64,59,5,1.02,92.19,59,6,90.3,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1687,28,2017,Ingenieurie,3,9,QCU,0.848,0.05,0.8,77,72,65,7,1.07,90.28,65,12,84.8,Trop Facile,Facile,Trop Facile / Facile
2517,28,2018,Ingenieurie,3,9,QCU,0.8798,0.06,0.91,71,68,62,6,1.04,91.18,62,9,87.98,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3347,28,2019,Ingenieurie,3,9,QCU,0.5817,0.04,0.34,71,68,41,27,1.04,60.29,41,30,58.17,Trop Facile,Difficile,Trop Facile / Difficile
4177,28,2020,Ingenieurie,3,9,QCU,0.2267,0.47,0.22,60,45,14,31,1.33,31.11,14,46,22.67,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
28,29,2015,Ingenieurie,3,10,QCU,0.7349,0.04,0.63,84,65,62,3,1.29,95.38,62,22,73.49,Difficile,Adapte,Difficile / Adapte
858,29,2016,Ingenieurie,3,10,QCU,0.6062,0.11,0.44,93,70,56,14,1.33,80.0,56,37,60.62,Adapte,Adapte,Adapte / Adapte
1688,29,2017,Ingenieurie,3,10,QCU,0.6078,0.01,0.47,94,58,57,1,1.62,98.28,57,37,60.78,Adapte,Adapte,Adapte / Adapte
2518,29,2018,Ingenieurie,3,10,QCU,0.6006,0.12,0.68,102,89,61,28,1.15,68.54,61,41,60.06,Adapte,Adapte,Adapte / Adapte
3348,29,2019,Ingenieurie,3,10,QCU,0.6499,0.28,0.65,106,81,69,12,1.31,85.19,69,37,64.99,Adapte,Adapte,Adapte / Adapte
4178,29,2020,Ingenieurie,3,10,QCU,0.6032,0.13,0.42,99,72,60,12,1.38,83.33,60,39,60.32,Adapte,Adapte,Adapte / Adapte
29,30,2015,Ingenieurie,3,11,QO,0.9816,0.04,0.84,61,60,60,0,1.02,100.0,60,1,98.16,Trop Facile,Trop Facile,Trop Facile / Trop Facile
859,30,2016,Ingenieurie,3,11,QO,0.9034,0.05,0.89,60,59,54,5,1.02,91.53,54,6,90.34,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1689,30,2017,Ingenieurie,3,11,QO,0.9534,0.1,0.85,69,69,66,3,1.0,95.65,66,3,95.34,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2519,30,2018,Ingenieurie,3,11,QO,0.9182,0.03,0.95,81,77,74,3,1.05,96.1,74,7,91.82,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3349,30,2019,Ingenieurie,3,11,QO,0.6896,0.56,0.27,73,68,50,18,1.07,73.53,50,23,68.96,Trop Facile,Adapte,Trop Facile / Adapte
4179,30,2020,Ingenieurie,3,11,QO,0.7435,0.36,0.27,58,56,43,13,1.04,76.79,43,15,74.35,Adapte,Adapte,Adapte / Adapte
30,31,2015,Ingenieurie,3,12,QCU,0.8084,0.19,0.83,58,51,47,4,1.14,92.16,47,11,80.84,Facile,Facile,Facile / Facile
860,31,2016,Ingenieurie,3,12,QCU,0.9908,0.03,0.92,55,54,54,0,1.02,100.0,54,1,99.08,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1690,31,2017,Ingenieurie,3,12,QCU,0.9377,0.07,0.91,53,51,50,1,1.04,98.04,50,3,93.77,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2520,31,2018,Ingenieurie,3,12,QCU,0.9975,0.04,0.93,57,57,57,0,1.0,100.0,57,0,99.75,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3350,31,2019,Ingenieurie,3,12,QCU,0.9887,0.1,0.92,50,49,49,0,1.02,100.0,49,1,98.87,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4180,31,2020,Ingenieurie,3,12,QCU,0.9083,0.09,0.93,43,42,39,3,1.02,92.86,39,4,90.83,Trop Facile,Trop Facile,Trop Facile / Trop Facile
31,32,2015,Ingenieurie,3,13,QCM,0.052,0.37,0.25,35,10,2,8,3.5,20.0,2,33,5.2,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
861,32,2016,Ingenieurie,3,13,QCM,0.0426,0.14,0.26,29,20,1,19,1.45,5.0,1,28,4.26,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
1691,32,2017,Ingenieurie,3,13,QCM,0.1231,0.4,0.2,28,9,3,6,3.11,33.33,3,25,12.31,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
2521,32,2018,Ingenieurie,3,13,QCM,0.262,0.48,0.38,32,26,8,18,1.23,30.77,8,24,26.2,Trop Facile,Difficile,Trop Facile / Difficile
3351,32,2019,Ingenieurie,3,13,QCM,0.63,0.24,0.57,28,19,18,1,1.47,94.74,18,10,63.0,Trop Facile,Adapte,Trop Facile / Adapte
4181,32,2020,Ingenieurie,3,13,QCM,0.671,0.15,0.55,29,25,19,6,1.16,76.0,19,10,67.1,Adapte,Adapte,Adapte / Adapte
32,33,2015,Ingenieurie,3,14,QCU,0.0993,0.47,0.23,86,62,9,53,1.39,14.52,9,77,9.93,Difficile,Trop Difficile,Difficile / Trop Difficile
862,33,2016,Ingenieurie,3,14,QCU,0.9454,0.03,0.95,70,69,66,3,1.01,95.65,66,4,94.54,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1692,33,2017,Ingenieurie,3,14,QCU,0.8902,0.06,0.95,82,81,73,8,1.01,90.12,73,9,89.02,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2522,33,2018,Ingenieurie,3,14,QCU,0.7267,0.1,0.62,82,74,60,14,1.11,81.08,60,22,72.67,Trop Facile,Adapte,Trop Facile / Adapte
3352,33,2019,Ingenieurie,3,14,QCU,0.7474,0.11,0.66,78,61,58,3,1.28,95.08,58,20,74.74,Adapte,Adapte,Adapte / Adapte
4182,33,2020,Ingenieurie,3,14,QCU,0.7272,0.2,0.57,84,77,61,16,1.09,79.22,61,23,72.72,Adapte,Adapte,Adapte / Adapte
33,34,2015,Ingenieurie,4,1,QCU,0.3684,0.12,0.38,90,39,33,6,2.31,84.62,33,57,36.84,Difficile,Difficile,Difficile / Difficile
863,34,2016,Ingenieurie,4,1,QCU,0.91,0.02,0.93,77,71,70,1,1.08,98.59,70,7,91.0,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1693,34,2017,Ingenieurie,4,1,QCU,0.8913,0.06,0.92,66,64,59,5,1.03,92.19,59,7,89.13,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2523,34,2018,Ingenieurie,4,1,QCU,0.1002,0.37,0.28,77,36,8,28,2.14,22.22,8,69,10.02,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
3353,34,2019,Ingenieurie,4,1,QCU,0.9401,0.08,0.93,84,83,79,4,1.01,95.18,79,5,94.01,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4183,34,2020,Ingenieurie,4,1,QCU,0.6415,0.29,0.65,90,61,58,3,1.48,95.08,58,32,64.15,Trop Facile,Adapte,Trop Facile / Adapte
34,35,2015,Ingenieurie,4,2,QCU,0.4415,0.3,0.36,6,3,3,0,2.0,100.0,3,3,44.15,Difficile,Difficile,Difficile / Difficile
864,35,2016,Ingenieurie,4,2,QCU,0.9081,0.04,0.95,6,5,5,0,1.2,100.0,5,1,90.81,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1694,35,2017,Ingenieurie,4,2,QCU,0.9682,0.1,0.99,5,5,5,0,1.0,100.0,5,0,96.82,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2524,35,2018,Ingenieurie,4,2,QCU,0.6343,0.29,0.67,5,5,3,2,1.0,60.0,3,2,63.43,Trop Facile,Adapte,Trop Facile / Adapte
3354,35,2019,Ingenieurie,4,2,QCU,0.6548,0.06,0.68,4,4,3,1,1.0,75.0,3,1,65.48,Adapte,Adapte,Adapte / Adapte
4184,35,2020,Ingenieurie,4,2,QCU,0.6735,0.01,0.64,3,2,2,0,1.5,100.0,2,1,67.35,Adapte,Adapte,Adapte / Adapte
35,36,2015,Ingenieurie,4,3,QCU,0.0736,0.1,0.28,84,81,6,75,1.04,7.41,6,78,7.36,Facile,Trop Difficile,Facile / Trop Difficile
865,36,2016,Ingenieurie,4,3,QCU,0.8905,0.0,0.97,69,65,61,4,1.06,93.85,61,8,89.05,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1695,36,2017,Ingenieurie,4,3,QCU,0.9921,0.06,0.95,71,70,70,0,1.01,100.0,70,1,99.21,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2525,36,2018,Ingenieurie,4,3,QCU,0.1937,0.7,0.27,62,22,12,10,2.82,54.55,12,50,19.37,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
3355,36,2019,Ingenieurie,4,3,QCU,0.9982,0.04,0.97,51,51,51,0,1.0,100.0,51,0,99.82,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4185,36,2020,Ingenieurie,4,3,QCU,0.9383,0.06,0.94,47,45,44,1,1.04,97.78,44,3,93.83,Trop Facile,Trop Facile,Trop Facile / Trop Facile
36,37,2015,Ingenieurie,4,4,QCU,0.8016,0.05,0.9,27,22,22,0,1.23,100.0,22,5,80.16,Facile,Facile,Facile / Facile
866,37,2016,Ingenieurie,4,4,QCU,0.3882,0.22,0.33,26,22,10,12,1.18,45.45,10,16,38.82,Trop Facile,Difficile,Trop Facile / Difficile
1696,37,2017,Ingenieurie,4,4,QCU,0.9844,0.01,0.93,27,27,27,0,1.0,100.0,27,0,98.44,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2526,37,2018,Ingenieurie,4,4,QCU,0.6548,0.02,0.47,23,20,15,5,1.15,75.0,15,8,65.48,Trop Facile,Adapte,Trop Facile / Adapte
3356,37,2019,Ingenieurie,4,4,QCU,0.6648,0.02,0.55,19,17,13,4,1.12,76.47,13,6,66.48,Adapte,Adapte,Adapte / Adapte
4186,37,2020,Ingenieurie,4,4,QCU,0.656,0.11,0.56,22,14,14,0,1.57,100.0,14,8,65.6,Adapte,Adapte,Adapte / Adapte
37,38,2015,Ingenieurie,4,5,QCM,0.673,0.09,0.41,37,30,25,5,1.23,83.33,25,12,67.3,Difficile,Adapte,Difficile / Adapte
867,38,2016,Ingenieurie,4,5,QCM,0.7282,0.22,0.47,41,36,30,6,1.14,83.33,30,11,72.82,Adapte,Adapte,Adapte / Adapte
1697,38,2017,Ingenieurie,4,5,QCM,0.6465,0.04,0.64,35,27,23,4,1.3,85.19,23,12,64.65,Adapte,Adapte,Adapte / Adapte
2527,38,2018,Ingenieurie,4,5,QCM,0.6163,0.27,0.6,42,32,26,6,1.31,81.25,26,16,61.63,Adapte,Adapte,Adapte / Adapte
3357,38,2019,Ingenieurie,4,5,QCM,0.6236,0.0,0.64,47,42,29,13,1.12,69.05,29,18,62.36,Adapte,Adapte,Adapte / Adapte
4187,38,2020,Ingenieurie,4,5,QCM,0.7474,0.09,0.61,53,49,40,9,1.08,81.63,40,13,74.74,Adapte,Adapte,Adapte / Adapte
38,39,2015,Ingenieurie,4,6,QROC,0.6944,0.4,0.37,13,13,9,4,1.0,69.23,9,4,69.44,Difficile,Adapte,Difficile / Adapte
868,39,2016,Ingenieurie,4,6,QROC,0.7157,0.36,0.36,14,14,10,4,1.0,71.43,10,4,71.57,Adapte,Adapte,Adapte / Adapte
1698,39,2017,Ingenieurie,4,6,QROC,0.7201,0.26,0.3,15,14,11,3,1.07,78.57,11,4,72.01,Adapte,Adapte,Adapte / Adapte
2528,39,2018,Ingenieurie,4,6,QROC,0.7417,0.33,0.29,12,11,9,2,1.09,81.82,9,3,74.17,Adapte,Adapte,Adapte / Adapte
3358,39,2019,Ingenieurie,4,6,QROC,0.6253,0.22,0.39,12,10,8,2,1.2,80.0,8,4,62.53,Adapte,Adapte,Adapte / Adapte
4188,39,2020,Ingenieurie,4,6,QROC,0.7337,0.42,0.33,10,10,7,3,1.0,70.0,7,3,73.37,Adapte,Adapte,Adapte / Adapte
39,40,2015,Ingenieurie,4,7,QCM,0.6519,0.14,0.53,17,11,11,0,1.55,100.0,11,6,65.19,Trop Difficile,Adapte,Trop Difficile / Adapte
869,40,2016,Ingenieurie,4,7,QCM,0.629,0.11,0.66,20,14,13,1,1.43,92.86,13,7,62.9,Adapte,Adapte,Adapte / Adapte
1699,40,2017,Ingenieurie,4,7,QCM,0.6195,0.06,0.63,23,15,14,1,1.53,93.33,14,9,61.95,Adapte,Adapte,Adapte / Adapte
2529,40,2018,Ingenieurie,4,7,QCM,0.6443,0.23,0.65,18,13,12,1,1.38,92.31,12,6,64.43,Adapte,Adapte,Adapte / Adapte
3359,40,2019,Ingenieurie,4,7,QCM,0.6618,0.11,0.47,22,22,15,7,1.0,68.18,15,7,66.18,Adapte,Adapte,Adapte / Adapte
4189,40,2020,Ingenieurie,4,7,QCM,0.6578,0.19,0.46,22,19,14,5,1.16,73.68,14,8,65.78,Adapte,Adapte,Adapte / Adapte
40,41,2015,Ingenieurie,5,1,QCM,0.4776,0.29,0.39,10,6,5,1,1.67,83.33,5,5,47.76,Difficile,Difficile,Difficile / Difficile
870,41,2016,Ingenieurie,5,1,QCM,0.1756,0.09,0.24,12,5,2,3,2.4,40.0,2,10,17.56,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
1700,41,2017,Ingenieurie,5,1,QCM,0.9953,0.01,0.94,13,13,13,0,1.0,100.0,13,0,99.53,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2530,41,2018,Ingenieurie,5,1,QCM,0.8807,0.08,0.94,16,16,14,2,1.0,87.5,14,2,88.07,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3360,41,2019,Ingenieurie,5,1,QCM,0.8665,0.04,1.0,18,17,16,1,1.06,94.12,16,2,86.65,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4190,41,2020,Ingenieurie,5,1,QCM,0.896,0.06,0.96,22,22,20,2,1.0,90.91,20,2,89.6,Trop Facile,Trop Facile,Trop Facile / Trop Facile
41,42,2015,Ingenieurie,5,2,QCU,0.8201,0.17,0.83,22,20,18,2,1.1,90.0,18,4,82.01,Facile,Facile,Facile / Facile
871,42,2016,Ingenieurie,5,2,QCU,0.9688,0.01,0.95,19,18,18,0,1.06,100.0,18,1,96.88,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1701,42,2017,Ingenieurie,5,2,QCU,0.9926,0.06,0.95,15,15,15,0,1.0,100.0,15,0,99.26,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2531,42,2018,Ingenieurie,5,2,QCU,0.9237,0.03,0.91,17,16,16,0,1.06,100.0,16,1,92.37,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3361,42,2019,Ingenieurie,5,2,QCU,0.8859,0.06,0.98,18,17,16,1,1.06,94.12,16,2,88.59,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4191,42,2020,Ingenieurie,5,2,QCU,0.8269,0.13,0.85,14,13,12,1,1.08,92.31,12,2,82.69,Trop Facile,Facile,Trop Facile / Facile
42,43,2015,Ingenieurie,5,3,QCU,0.8376,0.03,0.83,35,34,29,5,1.03,85.29,29,6,83.76,Facile,Facile,Facile / Facile
872,43,2016,Ingenieurie,5,3,QCU,0.9675,0.0,0.98,36,35,35,0,1.03,100.0,35,1,96.75,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1702,43,2017,Ingenieurie,5,3,QCU,0.9319,0.01,0.95,39,36,36,0,1.08,100.0,36,3,93.19,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2532,43,2018,Ingenieurie,5,3,QCU,0.9119,0.08,0.91,42,41,38,3,1.02,92.68,38,4,91.19,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3362,43,2019,Ingenieurie,5,3,QCU,0.8999,0.09,0.94,50,46,45,1,1.09,97.83,45,5,89.99,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4192,43,2020,Ingenieurie,5,3,QCU,0.9992,0.09,1.0,59,59,59,0,1.0,100.0,59,0,99.92,Trop Facile,Trop Facile,Trop Facile / Trop Facile
43,44,2015,Ingenieurie,5,4,QROC,0.2234,0.75,0.11,70,52,16,36,1.35,30.77,16,54,22.34,Difficile,Trop Difficile,Difficile / Trop Difficile
873,44,2016,Ingenieurie,5,4,QROC,0.9156,0.09,0.66,80,77,73,4,1.04,94.81,73,7,91.56,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1703,44,2017,Ingenieurie,5,4,QROC,0.0503,0.89,0.13,79,45,4,41,1.76,8.89,4,75,5.03,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
2533,44,2018,Ingenieurie,5,4,QROC,0.8626,0.09,0.61,94,88,81,7,1.07,92.05,81,13,86.26,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3363,44,2019,Ingenieurie,5,4,QROC,0.9481,0.0,0.88,78,76,74,2,1.03,97.37,74,4,94.81,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4193,44,2020,Ingenieurie,5,4,QROC,0.9978,0.1,0.61,80,80,80,0,1.0,100.0,80,0,99.78,Trop Facile,Trop Facile,Trop Facile / Trop Facile
44,45,2015,Ingenieurie,5,5,QCU,0.9247,0.02,0.97,11,11,10,1,1.0,90.91,10,1,92.47,Trop Facile,Trop Facile,Trop Facile / Trop Facile
874,45,2016,Ingenieurie,5,5,QCU,0.193,0.2,0.3,11,11,2,9,1.0,18.18,2,9,19.3,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
1704,45,2017,Ingenieurie,5,5,QCU,0.9481,0.07,0.9,9,9,9,0,1.0,100.0,9,0,94.81,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2534,45,2018,Ingenieurie,5,5,QCU,0.9808,0.09,0.99,11,11,11,0,1.0,100.0,11,0,98.08,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3364,45,2019,Ingenieurie,5,5,QCU,0.9551,0.03,0.96,13,12,12,0,1.08,100.0,12,1,95.51,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4194,45,2020,Ingenieurie,5,5,QCU,0.9789,0.03,0.91,15,15,15,0,1.0,100.0,15,0,97.89,Trop Facile,Trop Facile,Trop Facile / Trop Facile
45,46,2015,Ingenieurie,5,6,QCM,0.2336,0.71,0.3,25,21,6,15,1.19,28.57,6,19,23.36,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
875,46,2016,Ingenieurie,5,6,QCM,0.8643,0.07,0.82,20,17,17,0,1.18,100.0,17,3,86.43,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1705,46,2017,Ingenieurie,5,6,QCM,0.4343,0.22,0.33,20,15,9,6,1.33,60.0,9,11,43.43,Trop Facile,Difficile,Trop Facile / Difficile
2535,46,2018,Ingenieurie,5,6,QCM,0.9815,0.02,0.86,23,23,23,0,1.0,100.0,23,0,98.15,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3365,46,2019,Ingenieurie,5,6,QCM,0.9352,0.05,0.89,25,24,23,1,1.04,95.83,23,2,93.52,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4195,46,2020,Ingenieurie,5,6,QCM,0.8999,0.01,0.97,22,21,20,1,1.05,95.24,20,2,89.99,Trop Facile,Trop Facile,Trop Facile / Trop Facile
46,47,2015,Ingenieurie,5,7,QCM,0.6252,0.01,0.45,27,27,17,10,1.0,62.96,17,10,62.52,Difficile,Adapte,Difficile / Adapte
876,47,2016,Ingenieurie,5,7,QCM,0.6036,0.12,0.46,23,19,14,5,1.21,73.68,14,9,60.36,Adapte,Adapte,Adapte / Adapte
1706,47,2017,Ingenieurie,5,7,QCM,0.6029,0.25,0.43,19,14,11,3,1.36,78.57,11,8,60.29,Adapte,Adapte,Adapte / Adapte
2536,47,2018,Ingenieurie,5,7,QCM,0.6234,0.26,0.64,22,22,14,8,1.0,63.64,14,8,62.34,Adapte,Adapte,Adapte / Adapte
3366,47,2019,Ingenieurie,5,7,QCM,0.6559,0.24,0.56,20,15,13,2,1.33,86.67,13,7,65.59,Adapte,Adapte,Adapte / Adapte
4196,47,2020,Ingenieurie,5,7,QCM,0.616,0.19,0.58,21,16,13,3,1.31,81.25,13,8,61.6,Adapte,Adapte,Adapte / Adapte
47,48,2015,Ingenieurie,5,8,QO,0.1051,0.92,0.07,19,17,2,15,1.12,11.76,2,17,10.51,Difficile,Trop Difficile,Difficile / Trop Difficile
877,48,2016,Ingenieurie,5,8,QO,0.6551,0.58,0.15,23,19,15,4,1.21,78.95,15,8,65.51,Trop Facile,Adapte,Trop Facile / Adapte
1707,48,2017,Ingenieurie,5,8,QO,0.7107,0.62,0.27,24,18,17,1,1.33,94.44,17,7,71.07,Adapte,Adapte,Adapte / Adapte
2537,48,2018,Ingenieurie,5,8,QO,0.7211,0.27,0.28,27,26,19,7,1.04,73.08,19,8,72.11,Adapte,Adapte,Adapte / Adapte
3367,48,2019,Ingenieurie,5,8,QO,0.7056,0.22,0.29,25,20,18,2,1.25,90.0,18,7,70.56,Adapte,Adapte,Adapte / Adapte
4197,48,2020,Ingenieurie,5,8,QO,0.6474,0.55,0.21,27,18,17,1,1.5,94.44,17,10,64.74,Adapte,Adapte,Adapte / Adapte
48,49,2015,Ingenieurie,5,9,QO,0.0656,0.92,0.09,57,39,4,35,1.46,10.26,4,53,6.56,Difficile,Trop Difficile,Difficile / Trop Difficile
878,49,2016,Ingenieurie,5,9,QO,0.9391,0.09,0.63,49,48,46,2,1.02,95.83,46,3,93.91,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1708,49,2017,Ingenieurie,5,9,QO,0.8852,0.04,0.75,44,42,39,3,1.05,92.86,39,5,88.52,Trop Facile,Trop Facile,Trop Facile / Trop Facile
2538,49,2018,Ingenieurie,5,9,QO,0.9621,0.0,0.92,35,34,34,0,1.03,100.0,34,1,96.21,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3368,49,2019,Ingenieurie,5,9,QO,0.6183,0.63,0.2,31,27,19,8,1.15,70.37,19,12,61.83,Trop Facile,Adapte,Trop Facile / Adapte
4198,49,2020,Ingenieurie,5,9,QO,0.6797,0.61,0.25,26,24,18,6,1.08,75.0,18,8,67.97,Adapte,Adapte,Adapte / Adapte
49,50,2015,Ingenieurie,5,10,QROC,0.0987,0.83,0.04,92,45,9,36,2.04,20.0,9,83,9.87,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
879,50,2016,Ingenieurie,5,10,QROC,0.9801,0.06,0.61,91,90,89,1,1.01,98.89,89,2,98.01,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1709,50,2017,Ingenieurie,5,10,QROC,0.7679,0.09,0.64,87,78,67,11,1.12,85.9,67,20,76.79,Trop Facile,Facile,Trop Facile / Facile
2539,50,2018,Ingenieurie,5,10,QROC,0.6851,0.48,0.37,102,72,70,2,1.42,97.22,70,32,68.51,Trop Facile,Adapte,Trop Facile / Adapte
3369,50,2019,Ingenieurie,5,10,QROC,0.6687,0.49,0.29,109,95,73,22,1.15,76.84,73,36,66.87,Adapte,Adapte,Adapte / Adapte
4199,50,2020,Ingenieurie,5,10,QROC,0.6365,0.48,0.33,114,96,73,23,1.19,76.04,73,41,63.65,Adapte,Adapte,Adapte / Adapte
50,51,2015,Ingenieurie,6,1,QCM,0.7896,0.01,0.74,62,57,49,8,1.09,85.96,49,13,78.96,Facile,Facile,Facile / Facile
880,51,2016,Ingenieurie,6,1,QCM,0.2833,0.17,0.34,55,39,16,23,1.41,41.03,16,39,28.33,Trop Facile,Difficile,Trop Facile / Difficile
1710,51,2017,Ingenieurie,6,1,QCM,0.7659,0.08,0.72,66,62,51,11,1.06,82.26,51,15,76.59,Trop Facile,Facile,Trop Facile / Facile
2540,51,2018,Ingenieurie,6,1,QCM,0.9197,0.0,0.81,64,63,59,4,1.02,93.65,59,5,91.97,Trop Facile,Trop Facile,Trop Facile / Trop Facile
3370,51,2019,Ingenieurie,6,1,QCM,0.8893,0.1,0.99,77,69,68,1,1.12,98.55,68,9,88.93,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4200,51,2020,Ingenieurie,6,1,QCM,0.9789,0.08,0.9,91,90,89,1,1.01,98.89,89,2,97.89,Trop Facile,Trop Facile,Trop Facile / Trop Facile
51,52,2015,Ingenieurie,6,2,QCM,0.0206,0.21,0.22,48,15,1,14,3.2,6.67,1,47,2.06,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
881,52,2016,Ingenieurie,6,2,QCM,0.9849,0.04,0.82,42,41,41,0,1.02,100.0,41,1,98.49,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1711,52,2017,Ingenieurie,6,2,QCM,0.7452,0.1,0.51,46,42,34,8,1.1,80.95,34,12,74.52,Trop Facile,Adapte,Trop Facile / Adapte
2541,52,2018,Ingenieurie,6,2,QCM,0.6627,0.18,0.53,48,34,32,2,1.41,94.12,32,16,66.27,Adapte,Adapte,Adapte / Adapte
3371,52,2019,Ingenieurie,6,2,QCM,0.6157,0.01,0.45,52,51,32,19,1.02,62.75,32,20,61.57,Adapte,Adapte,Adapte / Adapte
4201,52,2020,Ingenieurie,6,2,QCM,0.6997,0.13,0.57,47,42,33,9,1.12,78.57,33,14,69.97,Adapte,Adapte,Adapte / Adapte
52,53,2015,Ingenieurie,6,3,QCM,0.402,0.35,0.35,66,64,27,37,1.03,42.19,27,39,40.2,Trop Facile,Difficile,Trop Facile / Difficile
882,53,2016,Ingenieurie,6,3,QCM,0.474,0.48,0.37,69,59,33,26,1.17,55.93,33,36,47.4,Trop Facile,Difficile,Trop Facile / Difficile
1712,53,2017,Ingenieurie,6,3,QCM,0.2809,0.36,0.34,77,62,22,40,1.24,35.48,22,55,28.09,Trop Facile,Difficile,Trop Facile / Difficile
2542,53,2018,Ingenieurie,6,3,QCM,0.1914,0.19,0.27,69,25,13,12,2.76,52.0,13,56,19.14,Trop Facile,Trop Difficile,Trop Facile / Trop Difficile
3372,53,2019,Ingenieurie,6,3,QCM,0.8615,0.05,0.84,67,60,58,2,1.12,96.67,58,9,86.15,Trop Facile,Trop Facile,Trop Facile / Trop Facile
4202,53,2020,Ingenieurie,6,3,QCM,0.6285,0.06,0.54,62,40,39,1,1.55,97.5,39,23,62.85,Trop Facile,Adapte,Trop Facile / Adapte
53,54,2015,Ingenieurie,6,4,QCM,0.9251,0.03,0.88,88,85,81,4,1.04,95.29,81,7,92.51,Trop Facile,Trop Facile,Trop Facile / Trop Facile
883,54,2016,Ingenieurie,6,4,QCM,0.8774,0.05,0.87,106,95,93,2,1.12,97.89,93,13,87.74,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1713,54,2017,Ingenieurie,6,4,QCM,0.6188,0.19,0.67,96,94,59,35,1.02,62.77,59,37,61.88,Trop Facile,Adapte,Trop Facile / Adapte
2543,54,2018,Ingenieurie,6,4,QCM,0.7037,0.26,0.48,103,95,72,23,1.08,75.79,72,31,70.37,Adapte,Adapte,Adapte / Adapte
