,Year,Departement,Module_ID,Module,Chapter_ID,Chapter,Quiz_perChapter,Quizz_ID,Rank_onChapter,Quizz_Type,Slip,Guess,Success_Prct,Success_Attempts,Failure_Attempts,Number_Attempts,UniQ_Learner,Sucessful_Learners,Unsucessful_Learners,Avg_Attempts,Percent_Learners_Success,Predict_Difficulty,Correct_Difficulty,Score,Difficulty_String,Difficulty
1087,2016,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,22,3,QROC,0.88,0.22,3.96,3,79,82,37,3,34,2.22,8.11,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
2153,2017,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,22,3,QROC,0.4,0.29,42.38,35,47,82,41,35,6,2.0,85.37,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
3219,2018,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,22,3,QROC,0.2,0.45,72.76,68,26,94,84,68,16,1.12,80.95,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4285,2019,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,22,3,QROC,0.12,0.91,72.76,77,29,106,81,77,4,1.31,95.06,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5351,2020,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,22,3,QROC,0.06,0.85,72.76,81,30,111,91,81,10,1.22,89.01,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
22,2015,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,23,4,QCM,0.67,0.18,34.15,4,8,12,5,4,1,2.4,80.0,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
1088,2016,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,23,4,QCM,0.1,0.75,66.24,7,4,11,10,7,3,1.1,70.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
2154,2017,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,23,4,QCM,0.09,0.84,66.24,7,4,11,10,7,3,1.1,70.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
3220,2018,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,23,4,QCU,0.12,0.79,66.24,6,3,9,8,6,2,1.12,75.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4286,2019,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,23,4,QCU,0.15,0.78,66.24,5,3,8,5,5,0,1.6,100.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5352,2020,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,23,4,QCU,0.07,0.96,66.24,5,2,7,5,5,0,1.4,100.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
23,2015,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,24,5,QROC,0.42,0.28,43.96,17,21,38,36,17,19,1.06,47.22,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
1089,2016,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,24,5,QROC,0.53,0.33,57.81,23,17,40,30,23,7,1.33,76.67,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
2155,2017,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,24,5,QROC,0.78,0.14,12.49,6,39,45,23,6,17,1.96,26.09,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
3221,2018,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,24,5,QROC,0.11,0.95,70.34,34,15,49,36,34,2,1.36,94.44,Moyen,Facile,1,Plus Facile que la Prediction,Adapte
4287,2019,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,24,5,QROC,0.14,0.47,70.34,35,15,50,40,35,5,1.25,87.5,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5353,2020,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,24,5,QROC,0.08,0.85,70.34,30,12,42,36,30,6,1.17,83.33,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
24,2015,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,25,6,QCU,0.47,0.21,14.21,8,51,59,47,8,39,1.26,17.02,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
1090,2016,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,25,6,QCU,0.52,0.32,11.69,6,46,52,26,6,20,2.0,23.08,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
2156,2017,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,25,6,QCU,0.15,0.83,81.6,43,10,53,52,43,9,1.02,82.69,Moyen,Facile,1,Plus Facile que la Prediction,Pas Adapte
3222,2018,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,25,6,QCU,0.51,0.28,15.81,9,49,58,39,9,30,1.49,23.08,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
4288,2019,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,25,6,QCU,0.22,0.67,37.99,19,32,51,47,19,28,1.09,40.43,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
5354,2020,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,25,6,QCU,0.21,0.43,49.05,26,28,54,43,26,17,1.26,60.47,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
25,2015,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,26,7,QCM,0.78,0.28,25.9,9,24,33,22,9,13,1.5,40.91,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
1091,2016,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,26,7,QCM,0.04,0.71,67.03,23,11,34,25,23,2,1.36,92.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
2157,2017,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,26,7,QCM,0.05,0.93,67.03,21,11,32,21,21,0,1.52,100.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
3223,2018,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,26,7,QCM,0.06,0.83,67.03,23,12,35,25,23,2,1.4,92.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4289,2019,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,26,7,QCM,0.1,0.87,67.03,20,10,30,23,20,3,1.3,86.96,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5355,2020,Droit,1,Introduction Historique au Droit,3,La Crise de l'Ancien Regime,7,26,7,QCU,0.06,0.8,67.03,23,11,34,33,23,10,1.03,69.7,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
26,2015,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,27,1,QCM,0.17,0.95,80.21,29,7,36,33,29,4,1.09,87.88,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
1092,2016,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,27,1,QCM,0.03,0.99,94.55,34,2,36,35,34,1,1.03,97.14,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
2158,2017,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,27,1,QROC,0.68,0.24,6.9,2,30,32,23,2,21,1.39,8.7,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
3224,2018,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,27,1,QROC,0.22,0.25,50.2,17,17,34,24,17,7,1.42,70.83,Facile,Moyen,-1,Plus Difficile que la Prediction,Pas Adapte
4290,2019,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,27,1,QROC,0.21,0.38,61.84,22,13,35,28,22,6,1.25,78.57,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
5356,2020,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,27,1,QROC,0.53,0.33,61.84,25,15,40,29,25,4,1.38,86.21,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
27,2015,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,28,2,QROC,0.11,0.5,80.43,23,6,29,25,23,2,1.16,92.0,Difficile,Facile,2,Beaucoup plus Facile que la Prediction,Pas Adapte
1093,2016,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,28,2,QROC,0.17,0.78,82.39,21,5,26,21,21,0,1.24,100.0,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
2159,2017,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,28,2,QO,0.44,0.22,56.51,14,10,24,23,14,9,1.04,60.87,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
3225,2018,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,28,2,QO,0.79,0.08,29.82,7,18,25,20,7,13,1.25,35.0,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
4291,2019,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,28,2,QROC,0.97,0.05,28.13,8,21,29,28,8,20,1.04,28.57,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
5357,2020,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,28,2,QROC,0.11,0.8,80.58,23,5,28,26,23,3,1.08,88.46,Difficile,Facile,2,Beaucoup plus Facile que la Prediction,Pas Adapte
28,2015,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,29,3,QCU,0.59,0.37,12.12,2,15,17,14,2,12,1.21,14.29,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
1094,2016,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,29,3,QCU,0.08,0.78,81.97,15,3,18,15,15,0,1.2,100.0,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
2160,2017,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,29,3,QCU,0.43,0.36,4.34,1,14,15,13,1,12,1.15,7.69,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
3226,2018,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,29,3,QCU,0.02,0.83,76.74,11,3,14,12,11,1,1.17,91.67,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
4292,2019,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,29,3,QCU,0.14,0.84,65.68,9,5,14,13,9,4,1.08,69.23,Difficile,Facile,2,Beaucoup plus Facile que la Prediction,Adapte
5358,2020,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,29,3,QCU,0.19,0.76,65.68,8,4,12,11,8,3,1.09,72.73,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
29,2015,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,30,4,QCU,0.06,0.97,79.57,44,11,55,48,44,4,1.15,91.67,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
1095,2016,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,30,4,QCU,0.07,0.92,84.61,43,8,51,43,43,0,1.19,100.0,Moyen,Facile,1,Plus Facile que la Prediction,Pas Adapte
2161,2017,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,30,4,QCU,0.65,0.26,17.06,8,36,44,34,8,26,1.29,23.53,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
3227,2018,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,30,4,QCM,0.35,0.43,40.13,20,30,50,38,20,18,1.32,52.63,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
4293,2019,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,30,4,QCM,0.56,0.15,11.71,6,49,55,50,6,44,1.1,12.0,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
5359,2020,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,30,4,QCM,0.66,0.24,29.89,19,43,62,50,19,31,1.24,38.0,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
30,2015,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,31,5,QCU,0.15,0.9,88.45,55,7,62,62,55,7,1.0,88.71,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
1096,2016,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,31,5,QCU,0.06,0.86,79.59,53,13,66,60,53,7,1.1,88.33,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
2162,2017,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,31,5,QCM,0.21,0.34,55.71,35,28,63,52,35,17,1.21,67.31,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
3228,2018,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,31,5,QCU,0.16,1.0,96.15,68,3,71,71,68,3,1.0,95.77,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
4294,2019,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,31,5,QCU,0.03,0.86,93.94,75,5,80,76,75,1,1.05,98.68,Moyen,Facile,1,Plus Facile que la Prediction,Pas Adapte
5360,2020,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,31,5,QCU,0.04,0.99,97.45,66,2,68,68,66,2,1.0,97.06,Moyen,Facile,1,Plus Facile que la Prediction,Pas Adapte
31,2015,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,32,6,QCM,0.05,0.95,77.13,47,14,61,60,47,13,1.02,78.33,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
1097,2016,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,32,6,QCM,0.43,0.61,53.4,35,31,66,45,35,10,1.47,77.78,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
2163,2017,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,32,6,QCM,0.09,0.97,66.43,38,19,57,57,38,19,1.0,66.67,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
3229,2018,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,32,6,QCU,0.08,0.77,66.43,33,16,49,49,33,16,1.0,67.35,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4295,2019,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,32,6,QCU,0.05,0.88,66.43,31,15,46,35,31,4,1.31,88.57,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5361,2020,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,32,6,QCM,0.01,0.82,66.43,29,14,43,36,29,7,1.19,80.56,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
32,2015,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,33,7,QROC,0.7,0.21,19.4,16,66,82,67,16,51,1.22,23.88,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
1098,2016,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,33,7,QCM,0.1,0.89,99.05,81,1,82,82,81,1,1.0,98.78,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
2164,2017,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,33,7,QCM,0.5,0.27,5.24,4,68,72,42,4,38,1.71,9.52,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
3230,2018,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,33,7,QCM,0.73,0.29,15.75,13,69,82,38,13,25,2.16,34.21,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
4296,2019,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,33,7,QCU,0.22,0.75,56.58,40,31,71,68,40,28,1.04,58.82,Difficile,Moyen,1,Plus Facile que la Prediction,Pas Adapte
5362,2020,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,33,7,QCU,0.03,0.91,71.87,47,19,66,57,47,10,1.16,82.46,Moyen,Facile,1,Plus Facile que la Prediction,Adapte
33,2015,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,34,8,QCM,0.51,0.21,1.37,0,20,20,18,0,18,1.11,0.0,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
1099,2016,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,34,8,QCM,0.31,0.36,40.88,9,14,23,18,9,9,1.28,50.0,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
2165,2017,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,34,8,QCU,0.08,0.96,88.88,19,2,21,20,19,1,1.05,95.0,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
3231,2018,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,34,8,QCU,0.2,0.64,61.72,15,9,24,19,15,4,1.26,78.95,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
4297,2019,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,34,8,QCU,0.38,0.73,61.72,15,10,25,16,15,1,1.56,93.75,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
5363,2020,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,34,8,QCU,0.39,0.67,61.72,17,11,28,20,17,3,1.4,85.0,Moyen,Moyen,0,Meme Difficulte que la Prediction,Adapte
34,2015,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,35,9,QROC,0.72,0.23,21.65,15,54,69,42,15,27,1.64,35.71,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
1100,2016,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,35,9,QROC,0.58,0.37,44.77,29,35,64,40,29,11,1.6,72.5,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
2166,2017,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,35,9,QROC,0.11,0.43,71.63,49,20,69,50,49,1,1.38,98.0,Moyen,Facile,1,Plus Facile que la Prediction,Adapte
3232,2018,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,35,9,QROC,0.09,0.99,71.63,50,20,70,60,50,10,1.17,83.33,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4298,2019,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,35,9,QROC,0.03,0.87,71.63,52,21,73,54,52,2,1.35,96.3,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5364,2020,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,35,9,QROC,0.02,0.85,71.63,49,19,68,62,49,13,1.1,79.03,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
35,2015,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,36,10,QO,1.0,0.11,12.06,6,42,48,45,6,39,1.07,13.33,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
1101,2016,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,36,10,QO,0.1,0.73,83.82,45,9,54,50,45,5,1.08,90.0,Difficile,Facile,2,Beaucoup plus Facile que la Prediction,Pas Adapte
2167,2017,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,36,10,QO,0.92,0.09,33.45,20,40,60,58,20,38,1.03,34.48,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
3233,2018,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,36,10,QO,0.91,0.09,20.9,14,51,65,35,14,21,1.86,40.0,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
4299,2019,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,36,10,QO,0.03,0.78,82.69,45,10,55,55,45,10,1.0,81.82,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
5365,2020,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,36,10,QCM,0.66,0.27,14.89,8,46,54,50,8,42,1.08,16.0,Moyen,Difficile,-1,Plus Difficile que la Prediction,Pas Adapte
36,2015,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,37,11,QCM,0.27,0.48,40.45,13,20,33,28,13,15,1.18,46.43,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
1102,2016,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,37,11,QCM,0.07,0.82,89.22,29,4,33,30,29,1,1.1,96.67,Moyen,Facile,1,Plus Facile que la Prediction,Pas Adapte
2168,2017,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,37,11,QCU,0.05,0.85,92.15,29,3,32,31,29,2,1.03,93.55,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
3234,2018,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,37,11,QCU,0.04,0.77,65.13,23,12,35,33,23,10,1.06,69.7,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4300,2019,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,37,11,QCU,0.02,0.99,65.13,23,13,36,31,23,8,1.16,74.19,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5366,2020,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,37,11,QCU,0.14,0.96,65.13,27,14,41,30,27,3,1.37,90.0,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
37,2015,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,38,12,QCM,0.74,0.23,3.61,2,48,50,44,2,42,1.14,4.55,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
1103,2016,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,38,12,QCM,0.37,0.32,52.02,28,26,54,50,28,22,1.08,56.0,Moyen,Moyen,0,Meme Difficulte que la Prediction,Pas Adapte
2169,2017,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,38,12,QROC,0.16,0.75,68.53,32,15,47,34,32,2,1.38,94.12,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
3235,2018,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,38,12,QCU,0.19,1.0,68.53,29,14,43,31,29,2,1.39,93.55,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
4301,2019,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,38,12,QCU,0.13,0.78,68.53,34,15,49,43,34,9,1.14,79.07,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
5367,2020,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,38,12,QROC,0.09,0.57,68.53,34,16,50,42,34,8,1.19,80.95,Facile,Facile,0,Meme Difficulte que la Prediction,Adapte
38,2015,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,39,13,QCM,0.56,0.26,17.7,6,28,34,13,6,7,2.62,46.15,Facile,Difficile,-2,Beaucoup plus Difficile que la Prediction,Pas Adapte
1104,2016,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,39,13,QCM,0.68,0.29,26.45,8,24,32,10,8,2,3.2,80.0,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
2170,2017,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,39,13,QCM,0.75,0.28,30.58,9,22,31,21,9,12,1.48,42.86,Difficile,Difficile,0,Meme Difficulte que la Prediction,Pas Adapte
3236,2018,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,39,13,QCU,0.05,0.87,79.79,25,6,31,27,25,2,1.15,92.59,Moyen,Facile,1,Plus Facile que la Prediction,Pas Adapte
4302,2019,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,39,13,QCU,0.06,0.99,93.31,34,2,36,35,34,1,1.03,97.14,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
5368,2020,Droit,1,Introduction Historique au Droit,4,"La Revolution Francaise, l'Affirmation du Liberalisme",13,39,13,QCU,0.14,0.9,76.45,30,9,39,32,30,2,1.22,93.75,Facile,Facile,0,Meme Difficulte que la Prediction,Pas Adapte
