,Course_ID,Year,Course_Duration,Course_Duration_Digit,Number_Ressources,Number_Video,Number_Quiz,Number_Exam,Basic_Sequence,Advanced_Sequence
1932,7,2015,55,53,28,18,9,1,Quiz-Vid-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Exam-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Quiz,Vid2H-Quiz2H-Vid4H-Vid1H-Quiz2H-Vid2H-Quiz1H-Vid4H-Quiz2H-Exam3H-Vid4H-Quiz1H-Vid1H-Vid2H-Vid3H-Quiz2H-Quiz2H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid2H-Vid2H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz2H
4050,8,2017,38,14,12,5,3,4,Exam-Vid-Quiz-Exam-Vid-Vid-Quiz-Vid-Quiz-Exam-Vid-Exam,Quiz2H-Exam1H-Vid1H-Vid1H-Vid1H-Exam1H-Vid1H-Exam1H-Quiz1H-Quiz2H-Vid1H-Exam1H
6241,8,2019,38,17,14,8,5,1,Vid-Quiz-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Exam-Vid-Quiz,Vid1H-Quiz2H-Quiz2H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Exam1H-Vid1H-Quiz1H-Quiz2H-Vid1H-Vid1H
1933,8,2015,38,11,6,2,3,1,Exam-Quiz-Vid-Quiz-Quiz-Vid,Exam1H-Vid3H-Quiz1H-Quiz1H-Vid4H-Quiz1H
5146,8,2018,38,15,12,7,3,2,Vid-Vid-Vid-Vid-Exam-Vid-Vid-Quiz-Exam-Quiz-Vid-Quiz,Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Quiz2H-Quiz2H-Vid1H-Exam1H-Vid1H-Exam1H-Vid1H
3029,8,2016,38,13,11,3,7,1,Quiz-Quiz-Exam-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Vid-Quiz,Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Exam1H-Vid1H-Vid3H-Quiz1H-Quiz1H-Quiz1H
1021,8,2014,38,10,9,5,3,1,Quiz-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Exam,Vid2H-Exam1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H
7206,8,2020,38,19,11,4,7,0,Vid-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Quiz,Vid3H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Vid3H-Quiz1H-Quiz1H-Vid3H-Quiz2H-Quiz1H
7,8,2013,38,8,6,2,3,1,Vid-Exam-Quiz-Quiz-Quiz-Vid,Quiz1H-Quiz2H-Quiz1H-Exam2H-Vid1H-Vid1H
4051,9,2017,28,3,3,2,1,0,Vid-Quiz-Vid,Quiz1H-Vid1H-Vid1H
7207,9,2020,28,4,4,3,1,0,Vid-Vid-Quiz-Vid,Quiz1H-Vid1H-Vid1H-Vid1H
1934,9,2015,28,2,2,1,1,0,Vid-Quiz,Quiz1H-Vid1H
1022,9,2014,28,2,2,1,1,0,Vid-Quiz,Quiz1H-Vid1H
6242,9,2019,28,4,4,1,2,1,Exam-Quiz-Vid-Quiz,Vid1H-Quiz1H-Quiz1H-Exam1H
5147,9,2018,28,3,3,2,1,0,Quiz-Vid-Vid,Vid1H-Vid1H-Quiz1H
8,9,2013,28,1,1,0,1,0,Quiz,Quiz1H
3030,9,2016,28,2,2,1,1,0,Vid-Quiz,Quiz1H-Vid1H
3031,10,2016,12,10,10,7,3,0,Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Vid,Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H
1023,10,2014,12,8,7,2,3,2,Exam-Exam-Quiz-Quiz-Vid-Vid-Quiz,Exam1H-Vid1H-Quiz1H-Vid1H-Quiz2H-Exam1H-Quiz1H
4052,10,2017,12,12,8,4,2,2,Quiz-Vid-Vid-Vid-Exam-Vid-Quiz-Exam,Vid1H-Vid1H-Exam1H-Exam1H-Vid4H-Vid1H-Quiz1H-Quiz2H
6243,10,2019,12,12,11,5,5,1,Exam-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Vid-Vid-Vid,Quiz1H-Quiz1H-Quiz1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Exam1H
1935,10,2015,12,8,4,2,1,1,Quiz-Vid-Exam-Vid,Vid2H-Vid3H-Quiz2H-Exam1H
9,10,2013,12,7,7,3,3,1,Quiz-Vid-Quiz-Exam-Quiz-Vid-Vid,Exam1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid1H
7208,10,2020,12,12,8,2,3,3,Vid-Quiz-Exam-Exam-Exam-Vid-Quiz-Quiz,Exam1H-Exam1H-Quiz1H-Vid2H-Vid2H-Quiz2H-Quiz2H-Exam1H
5148,10,2018,12,12,6,1,3,2,Quiz-Quiz-Quiz-Exam-Vid-Exam,Quiz2H-Vid4H-Quiz2H-Exam2H-Quiz1H-Exam1H
3032,11,2016,49,8,4,1,2,1,Exam-Quiz-Quiz-Vid,Exam1H-Quiz1H-Quiz2H-Vid4H
6244,11,2019,49,21,14,6,6,2,Quiz-Vid-Vid-Vid-Vid-Exam-Vid-Quiz-Quiz-Quiz-Exam-Quiz-Vid-Quiz,Exam1H-Vid3H-Quiz1H-Vid3H-Quiz1H-Vid3H-Quiz1H-Quiz1H-Exam1H-Quiz1H-Vid2H-Vid1H-Vid1H-Quiz1H
7209,11,2020,49,25,18,5,11,2,Vid-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Exam-Quiz-Exam-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Vid,Quiz1H-Quiz2H-Quiz1H-Vid1H-Quiz1H-Quiz2H-Quiz1H-Quiz1H-Quiz1H-Quiz2H-Exam1H-Quiz2H-Vid1H-Vid4H-Vid1H-Exam1H-Vid1H-Quiz1H
5149,11,2018,49,14,10,6,3,1,Vid-Vid-Exam-Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid,Vid2H-Quiz1H-Vid2H-Quiz1H-Vid1H-Vid2H-Exam1H-Vid1H-Quiz1H-Vid2H
1936,11,2015,49,6,5,2,2,1,Quiz-Exam-Vid-Quiz-Vid,Quiz1H-Vid1H-Exam1H-Vid1H-Quiz2H
10,11,2013,49,5,4,2,1,1,Vid-Quiz-Exam-Vid,Exam1H-Vid1H-Quiz2H-Vid1H
1024,11,2014,49,6,4,2,1,1,Quiz-Vid-Exam-Vid,Exam1H-Vid2H-Vid1H-Quiz2H
4053,11,2017,49,11,7,1,5,1,Quiz-Exam-Vid-Quiz-Quiz-Quiz-Quiz,Quiz1H-Exam1H-Quiz2H-Quiz1H-Quiz1H-Quiz1H-Vid4H
11,12,2013,34,0,0,0,0,0,,
1937,12,2015,34,0,0,0,0,0,,
1025,12,2014,34,0,0,0,0,0,,
4054,12,2017,34,0,0,0,0,0,,
3033,12,2016,34,0,0,0,0,0,,
7210,12,2020,34,0,0,0,0,0,,
6245,12,2019,34,0,0,0,0,0,,
5150,12,2018,34,0,0,0,0,0,,
6246,13,2019,6,6,5,1,3,1,Quiz-Vid-Quiz-Exam-Quiz,Quiz1H-Quiz1H-Quiz1H-Vid2H-Exam1H
3034,13,2016,6,6,4,1,2,1,Quiz-Vid-Quiz-Exam,Quiz1H-Vid3H-Quiz1H-Exam1H
7211,13,2020,6,6,4,1,2,1,Quiz-Exam-Vid-Quiz,Vid2H-Quiz1H-Exam1H-Quiz2H
1938,13,2015,6,4,3,1,1,1,Vid-Exam-Quiz,Vid1H-Exam1H-Quiz2H
4055,13,2017,6,6,5,2,2,1,Vid-Vid-Exam-Quiz-Quiz,Quiz2H-Quiz1H-Vid1H-Vid1H-Exam1H
5151,13,2018,6,6,6,3,2,1,Exam-Quiz-Vid-Quiz-Vid-Vid,Vid1H-Quiz1H-Exam1H-Vid1H-Vid1H-Quiz1H
12,13,2013,6,3,2,1,1,0,Quiz-Vid,Vid1H-Quiz2H
1026,13,2014,6,4,4,1,2,1,Vid-Exam-Quiz-Quiz,Exam1H-Vid1H-Quiz1H-Quiz1H
5152,14,2018,32,0,0,0,0,0,,
6247,14,2019,32,0,0,0,0,0,,
4056,14,2017,32,0,0,0,0,0,,
7212,14,2020,32,0,0,0,0,0,,
3035,14,2016,32,0,0,0,0,0,,
1939,14,2015,32,0,0,0,0,0,,
13,14,2013,32,0,0,0,0,0,,
1027,14,2014,32,0,0,0,0,0,,
14,15,2013,7,5,5,1,3,1,Quiz-Exam-Quiz-Quiz-Vid,Quiz1H-Quiz1H-Exam1H-Quiz1H-Vid1H
6248,15,2019,7,7,5,3,2,0,Vid-Vid-Quiz-Quiz-Vid,Quiz1H-Vid2H-Vid1H-Quiz1H-Vid2H
7213,15,2020,7,7,6,3,3,0,Vid-Quiz-Quiz-Vid-Quiz-Vid,Quiz1H-Vid2H-Vid1H-Quiz1H-Vid1H-Quiz1H
3036,15,2016,7,6,5,3,1,1,Vid-Quiz-Vid-Vid-Exam,Quiz2H-Exam1H-Vid1H-Vid1H-Vid1H
4057,15,2017,7,7,7,4,2,1,Vid-Vid-Exam-Quiz-Vid-Vid-Quiz,Vid1H-Quiz1H-Vid1H-Exam1H-Quiz1H-Vid1H-Vid1H
1940,15,2015,7,6,5,1,3,1,Quiz-Quiz-Vid-Exam-Quiz,Quiz1H-Quiz1H-Quiz1H-Vid2H-Exam1H
5153,15,2018,7,7,6,3,2,1,Exam-Vid-Vid-Vid-Quiz-Quiz,Vid1H-Vid1H-Quiz1H-Quiz2H-Exam1H-Vid1H
1028,15,2014,7,5,4,2,2,0,Vid-Quiz-Quiz-Vid,Quiz1H-Quiz1H-Vid2H-Vid1H
1941,16,2015,47,28,19,14,4,1,Vid-Vid-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Exam,Quiz2H-Vid1H-Vid1H-Vid1H-Vid4H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Exam1H-Quiz2H-Quiz2H-Vid3H-Vid1H
15,16,2013,47,26,23,14,8,1,Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Vid-Vid-Quiz-Exam-Vid-Quiz,Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Exam2H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid2H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz2H-Vid1H
7214,16,2020,47,47,18,9,9,0,Quiz-Quiz-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Vid,Quiz2H-Vid4H-Quiz1H-Quiz2H-Vid4H-Quiz1H-Vid4H-Vid4H-Quiz1H-Vid3H-Quiz1H-Quiz1H-Vid4H-Quiz2H-Vid4H-Vid4H-Quiz1H-Vid4H
6249,16,2019,47,47,24,9,14,1,Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Exam-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Vid,Vid4H-Vid4H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid4H-Quiz1H-Vid2H-Vid4H-Exam3H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid2H-Vid4H-Vid4H-Quiz1H-Vid2H-Quiz1H
3037,16,2016,47,32,28,17,9,2,Quiz-Vid-Vid-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Exam-Vid-Exam-Vid,Vid1H-Vid1H-Exam1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Exam1H-Quiz1H-Vid1H-Quiz2H-Vid1H-Vid2H-Quiz1H-Quiz2H-Vid1H-Quiz2H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H
1029,16,2014,47,27,15,5,9,1,Exam-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Vid-Vid-Quiz-Vid-Quiz-Quiz-Quiz,Quiz1H-Quiz2H-Quiz2H-Quiz2H-Vid1H-Quiz1H-Exam3H-Vid4H-Vid4H-Quiz1H-Quiz2H-Quiz1H-Vid1H-Quiz1H-Vid1H
4058,16,2017,47,36,35,19,15,1,Quiz-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Exam-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz,Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Exam2H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz1H
5154,16,2018,47,47,38,26,11,1,Vid-Vid-Quiz-Vid-Quiz-Vid-Vid-Exam-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Quiz-Vid-Quiz,Quiz1H-Vid1H-Vid1H-Vid4H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Exam2H-Vid1H-Vid1H-Quiz2H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz2H-Quiz1H-Quiz1H-Vid1H-Quiz2H
16,17,2013,13,7,6,3,2,1,Quiz-Vid-Vid-Exam-Vid-Quiz,Vid1H-Vid1H-Exam1H-Vid1H-Quiz1H-Quiz2H
3038,17,2016,13,13,8,3,4,1,Vid-Vid-Quiz-Exam-Quiz-Quiz-Quiz-Vid,Exam2H-Vid2H-Quiz2H-Quiz1H-Vid2H-Quiz2H-Vid1H-Quiz1H
6250,17,2019,13,13,10,4,4,2,Exam-Quiz-Quiz-Quiz-Vid-Vid-Exam-Quiz-Vid-Vid,Quiz1H-Vid3H-Exam1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Exam2H-Vid1H
1030,17,2014,13,8,5,3,1,1,Quiz-Vid-Vid-Exam-Vid,Quiz2H-Vid2H-Exam1H-Vid2H-Vid1H
5155,17,2018,13,13,11,4,4,3,Vid-Exam-Quiz-Exam-Vid-Vid-Vid-Quiz-Quiz-Quiz-Exam,Quiz2H-Quiz2H-Quiz1H-Vid1H-Exam1H-Exam1H-Vid1H-Quiz1H-Vid1H-Vid1H-Exam1H
7215,17,2020,13,13,11,6,5,0,Quiz-Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Quiz,Vid1H-Quiz1H-Vid2H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz2H-Vid1H-Vid1H
4059,17,2017,13,13,6,2,4,0,Quiz-Quiz-Quiz-Vid-Quiz-Vid,Quiz2H-Vid3H-Quiz2H-Vid3H-Quiz1H-Quiz2H
1942,17,2015,13,12,9,1,7,1,Exam-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz,Quiz1H-Quiz1H-Exam1H-Quiz1H-Vid4H-Quiz1H-Quiz1H-Quiz1H-Quiz1H
17,18,2013,40,39,25,16,8,1,Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Quiz-Exam-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Vid,Quiz2H-Vid1H-Vid1H-Vid2H-Quiz1H-Vid2H-Vid3H-Vid1H-Vid2H-Quiz1H-Vid1H-Quiz2H-Exam1H-Quiz2H-Quiz2H-Quiz2H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid2H-Vid1H-Vid1H-Vid2H-Vid2H
1031,18,2014,40,40,32,24,6,2,Exam-Exam-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid,Vid4H-Vid1H-Vid1H-Quiz1H-Quiz2H-Quiz2H-Vid1H-Vid1H-Vid2H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Exam1H-Vid1H-Vid1H-Vid1H-Vid1H-Exam2H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H
7216,18,2020,40,40,27,12,12,3,Vid-Quiz-Quiz-Vid-Vid-Quiz-Exam-Exam-Quiz-Vid-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Vid-Vid-Exam-Vid-Quiz-Quiz-Vid-Quiz-Vid,Quiz2H-Quiz1H-Vid2H-Quiz1H-Vid2H-Quiz1H-Vid3H-Quiz2H-Vid1H-Vid1H-Vid4H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid2H-Exam1H-Quiz1H-Quiz1H-Quiz1H-Vid3H-Quiz2H-Quiz1H-Exam1H-Vid1H-Exam1H-Vid1H
1943,18,2015,40,40,32,25,7,0,Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid,Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz2H-Quiz2H-Vid2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz2H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid2H-Vid1H-Quiz2H-Vid1H
3039,18,2016,40,40,35,19,13,3,Vid-Exam-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Vid-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Vid-Quiz-Exam-Vid-Quiz-Exam-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz,Vid1H-Quiz1H-Vid1H-Quiz1H-Exam1H-Vid1H-Quiz1H-Vid1H-Exam1H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid2H-Quiz1H-Quiz2H-Vid2H-Vid2H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Exam1H-Vid1H-Vid1H
5156,18,2018,40,40,28,17,10,1,Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid-Exam-Quiz-Vid-Vid-Quiz-Quiz-Vid,Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz2H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid2H-Vid1H-Vid1H-Exam1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz2H-Vid1H-Vid1H-Quiz2H-Vid4H-Quiz1H-Vid4H-Vid2H-Vid1H-Vid2H-Quiz1H
6251,18,2019,40,40,30,11,19,0,Vid-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Vid-Vid-Quiz,Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid4H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid4H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid4H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H
4060,18,2017,40,40,38,25,12,1,Vid-Exam-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid,Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz2H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Exam2H-Vid1H-Vid1H-Vid1H
4061,19,2017,10,1,1,0,1,0,Quiz,Quiz1H
6252,19,2019,10,1,1,0,1,0,Quiz,Quiz1H
1944,19,2015,10,1,1,0,1,0,Quiz,Quiz1H
18,19,2013,10,0,0,0,0,0,,
7217,19,2020,10,2,2,1,1,0,Quiz-Vid,Quiz1H-Vid1H
5157,19,2018,10,1,1,0,1,0,Quiz,Quiz1H
1032,19,2014,10,1,1,0,1,0,Quiz,Quiz1H
3040,19,2016,10,1,1,0,1,0,Quiz,Quiz1H
4062,20,2017,9,8,4,3,1,0,Quiz-Vid-Vid-Vid,Quiz2H-Vid1H-Vid4H-Vid1H
3041,20,2016,9,7,5,2,2,1,Exam-Vid-Quiz-Vid-Quiz,Vid2H-Vid2H-Exam1H-Quiz1H-Quiz1H
19,20,2013,9,4,3,2,1,0,Vid-Quiz-Vid,Vid1H-Vid2H-Quiz1H
6253,20,2019,9,9,5,1,3,1,Exam-Quiz-Quiz-Vid-Quiz,Quiz1H-Quiz2H-Exam2H-Quiz2H-Vid2H
1945,20,2015,9,7,3,1,2,0,Quiz-Quiz-Vid,Vid3H-Quiz2H-Quiz2H
7218,20,2020,9,9,6,4,1,1,Quiz-Vid-Exam-Vid-Vid-Vid,Vid1H-Vid1H-Quiz2H-Vid1H-Vid3H-Exam1H
5158,20,2018,9,9,7,3,2,2,Vid-Exam-Exam-Quiz-Vid-Vid-Quiz,Quiz2H-Vid1H-Vid1H-Quiz1H-Exam1H-Vid2H-Exam1H
1033,20,2014,9,5,2,1,1,0,Quiz-Vid,Vid3H-Quiz2H
1946,21,2015,52,11,11,7,4,0,Vid-Vid-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid,Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H
3042,21,2016,52,13,10,6,4,0,Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Vid,Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Quiz1H-Quiz2H-Quiz1H-Vid1H-Vid2H
20,21,2013,52,7,5,1,3,1,Quiz-Quiz-Quiz-Exam-Vid,Exam1H-Quiz1H-Vid2H-Quiz2H-Quiz1H
6254,21,2019,52,31,20,9,9,2,Vid-Vid-Quiz-Exam-Vid-Quiz-Quiz-Quiz-Quiz-Exam-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz,Exam1H-Vid1H-Quiz1H-Vid1H-Vid4H-Vid4H-Vid4H-Vid3H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Exam1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H
5159,21,2018,52,21,14,6,4,4,Vid-Quiz-Exam-Vid-Vid-Quiz-Quiz-Exam-Vid-Quiz-Exam-Exam-Vid-Vid,Exam1H-Quiz1H-Vid1H-Vid3H-Vid3H-Quiz1H-Vid1H-Vid3H-Vid1H-Exam1H-Quiz2H-Exam1H-Quiz1H-Exam1H
1034,21,2014,52,11,4,1,2,1,Quiz-Quiz-Exam-Vid,Exam3H-Vid4H-Quiz2H-Quiz2H
4063,21,2017,52,16,13,7,5,1,Vid-Vid-Quiz-Vid-Quiz-Quiz-Vid-Vid-Exam-Quiz-Vid-Vid-Quiz,Vid1H-Vid1H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid2H-Quiz1H-Exam2H-Vid1H-Vid1H
7219,21,2020,52,39,17,7,7,3,Quiz-Exam-Vid-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Exam-Vid-Vid-Quiz-Vid-Exam-Vid-Quiz,Quiz1H-Quiz1H-Quiz1H-Quiz2H-Exam1H-Quiz2H-Quiz2H-Vid4H-Vid4H-Exam1H-Vid4H-Vid4H-Exam1H-Vid2H-Vid4H-Quiz1H-Vid4H
21,22,2013,5,3,2,1,1,0,Vid-Quiz,Vid2H-Quiz1H
1035,22,2014,5,4,4,1,2,1,Quiz-Vid-Quiz-Exam,Quiz1H-Exam1H-Quiz1H-Vid1H
1947,22,2015,5,4,3,1,1,1,Vid-Exam-Quiz,Quiz2H-Vid1H-Exam1H
4064,22,2017,5,4,3,1,1,1,Quiz-Vid-Exam,Quiz2H-Vid1H-Exam1H
3043,22,2016,5,4,3,1,1,1,Quiz-Vid-Exam,Quiz2H-Exam1H-Vid1H
7220,22,2020,5,5,5,2,2,1,Vid-Exam-Quiz-Vid-Quiz,Exam1H-Quiz1H-Vid1H-Vid1H-Quiz1H
6255,22,2019,5,5,2,1,1,0,Quiz-Vid,Vid3H-Quiz2H
5160,22,2018,5,5,4,2,2,0,Quiz-Quiz-Vid-Vid,Vid2H-Vid1H-Quiz1H-Quiz1H
7221,23,2020,34,34,32,14,17,1,Quiz-Vid-Quiz-Quiz-Vid-Vid-Exam-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Quiz,Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Exam1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid3H-Quiz1H-Vid1H
