,Year,Course_ID,Course_Duration,Course_Ressources,Course_Ress_Digit,Course_Ress_inClass,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam
62,2013,63,6,2,1,1,1,0,0,1,0,0
1046,2014,63,6,2,1,1,1,0,0,1,0,0
2030,2015,63,6,2,1,1,1,0,0,1,0,0
3014,2016,63,6,2,1,1,1,0,0,1,0,0
3998,2017,63,6,2,1,1,1,0,0,1,0,0
4982,2018,63,6,2,1,1,1,0,0,1,0,0
5966,2019,63,6,2,1,1,1,0,0,1,0,0
6950,2020,63,6,2,1,1,1,0,0,1,0,0
63,2013,64,37,19,3,16,1,1,1,11,5,0
1047,2014,64,37,19,3,16,1,1,1,11,5,0
2031,2015,64,37,19,3,16,1,1,1,11,5,0
3015,2016,64,37,19,4,15,2,1,1,10,5,0
3999,2017,64,37,19,5,14,3,1,1,9,5,0
4983,2018,64,37,19,5,14,3,1,1,9,5,0
5967,2019,64,37,19,6,13,4,1,1,8,5,0
6951,2020,64,37,19,6,13,4,1,1,8,5,0
64,2013,65,9,9,3,6,1,1,1,4,1,1
1048,2014,65,9,9,4,5,1,2,1,4,0,1
2032,2015,65,9,9,4,5,1,2,1,4,0,1
3016,2016,65,9,9,4,5,1,2,1,4,0,1
4000,2017,65,9,9,5,4,2,2,1,3,0,1
4984,2018,65,9,9,5,4,2,2,1,3,0,1
5968,2019,65,9,9,6,3,3,2,1,2,0,1
6952,2020,65,9,9,6,3,3,2,1,2,0,1
65,2013,66,32,18,9,9,6,2,1,6,2,1
1049,2014,66,32,18,10,8,6,3,1,6,1,1
2033,2015,66,32,18,12,6,8,3,1,4,1,1
3017,2016,66,32,18,12,6,8,3,1,4,1,1
4001,2017,66,32,18,13,5,8,4,1,4,0,1
4985,2018,66,32,18,15,3,10,4,1,2,0,1
5969,2019,66,32,18,15,3,10,4,1,2,0,1
6953,2020,66,32,18,17,1,11,4,2,1,0,0
66,2013,67,7,7,2,5,2,0,0,2,2,1
1050,2014,67,7,7,2,5,2,0,0,2,2,1
2034,2015,67,7,7,2,5,2,0,0,2,2,1
3018,2016,67,7,7,3,4,2,1,0,2,1,1
4002,2017,67,7,7,3,4,2,1,0,2,1,1
4986,2018,67,7,7,3,4,2,1,0,2,1,1
5970,2019,67,7,7,3,4,2,1,0,2,1,1
6954,2020,67,7,7,4,3,3,1,0,1,1,1
67,2013,68,14,14,1,13,0,1,0,9,4,0
1051,2014,68,14,14,2,12,0,2,0,9,3,0
2035,2015,68,14,14,2,12,0,2,0,9,3,0
3019,2016,68,14,14,2,12,0,2,0,9,3,0
4003,2017,68,14,14,2,12,0,2,0,9,3,0
4987,2018,68,14,14,2,12,0,2,0,9,3,0
5971,2019,68,14,14,2,12,0,2,0,9,3,0
6955,2020,68,14,14,3,11,1,2,0,8,3,0
68,2013,69,28,27,9,18,4,5,0,11,6,1
1052,2014,69,28,27,9,18,4,5,0,11,6,1
2036,2015,69,28,27,10,17,5,5,0,10,6,1
3020,2016,69,28,27,12,15,7,5,0,8,6,1
4004,2017,69,28,27,14,13,9,5,0,6,6,1
4988,2018,69,28,27,14,13,9,5,0,6,6,1
5972,2019,69,28,27,17,10,12,5,0,3,6,1
6956,2020,69,28,27,19,8,13,6,0,2,5,1
69,2013,70,5,5,1,4,0,1,0,3,1,0
1053,2014,70,5,5,1,4,0,1,0,3,1,0
2037,2015,70,5,5,1,4,0,1,0,3,1,0
3021,2016,70,5,5,1,4,0,1,0,3,1,0
4005,2017,70,5,5,1,4,0,1,0,3,1,0
4989,2018,70,5,5,1,4,0,1,0,3,1,0
5973,2019,70,5,5,1,4,0,1,0,3,1,0
6957,2020,70,5,5,1,4,0,1,0,3,1,0
70,2013,71,35,35,1,34,1,0,0,23,11,0
1054,2014,71,35,35,1,34,1,0,0,23,11,0
2038,2015,71,35,35,1,34,1,0,0,23,11,0
3022,2016,71,35,35,1,34,1,0,0,23,11,0
4006,2017,71,35,35,1,34,1,0,0,23,11,0
4990,2018,71,35,35,2,33,1,1,0,23,10,0
5974,2019,71,35,35,2,33,1,1,0,23,10,0
6958,2020,71,35,35,2,33,1,1,0,23,10,0
71,2013,72,6,3,1,2,0,1,0,2,0,0
1055,2014,72,6,3,1,2,0,1,0,2,0,0
2039,2015,72,6,3,2,1,1,1,0,1,0,0
3023,2016,72,6,3,2,1,1,1,0,1,0,0
4007,2017,72,6,3,2,1,1,1,0,1,0,0
4991,2018,72,6,3,2,1,1,1,0,1,0,0
5975,2019,72,6,3,3,0,2,1,0,0,0,0
6959,2020,72,6,3,3,0,2,1,0,0,0,0
72,2013,73,28,24,12,12,7,4,1,8,3,1
1056,2014,73,28,24,14,10,9,4,1,6,3,1
2040,2015,73,28,24,15,9,9,5,1,6,2,1
3024,2016,73,28,24,16,8,10,5,1,5,2,1
4008,2017,73,28,24,18,6,10,7,1,5,0,1
4992,2018,73,28,24,20,4,12,7,1,3,0,1
5976,2019,73,28,24,22,2,14,7,1,1,0,1
6960,2020,73,28,24,24,0,15,7,2,0,0,0
73,2013,74,39,36,5,31,2,2,1,21,10,0
1057,2014,74,39,36,5,31,2,2,1,21,10,0
2041,2015,74,39,36,6,30,3,2,1,20,10,0
3025,2016,74,39,36,6,30,3,2,1,20,10,0
4009,2017,74,39,36,7,29,3,3,1,20,9,0
4993,2018,74,39,36,8,28,4,3,1,19,9,0
5977,2019,74,39,36,8,28,4,3,1,19,9,0
6961,2020,74,39,36,10,26,5,4,1,18,8,0
74,2013,75,8,3,2,1,2,0,0,0,1,0
1058,2014,75,8,3,2,1,2,0,0,0,1,0
2042,2015,75,8,3,2,1,2,0,0,0,1,0
3026,2016,75,8,3,2,1,2,0,0,0,1,0
4010,2017,75,8,3,3,0,2,1,0,0,0,0
4994,2018,75,8,3,3,0,2,1,0,0,0,0
5978,2019,75,8,3,3,0,2,1,0,0,0,0
6962,2020,75,8,3,3,0,2,1,0,0,0,0
75,2013,76,34,20,7,13,4,2,1,9,4,0
1059,2014,76,34,20,8,12,5,2,1,8,4,0
2043,2015,76,34,20,8,12,5,2,1,8,4,0
3027,2016,76,34,20,9,11,6,2,1,7,4,0
4011,2017,76,34,20,11,9,6,4,1,7,2,0
4995,2018,76,34,20,13,7,7,5,1,6,1,0
5979,2019,76,34,20,15,5,8,6,1,5,0,0
6963,2020,76,34,20,18,2,11,6,1,2,0,0
76,2013,77,7,5,3,2,2,1,0,2,0,0
1060,2014,77,7,5,3,2,2,1,0,2,0,0
2044,2015,77,7,5,3,2,2,1,0,2,0,0
3028,2016,77,7,5,4,1,3,1,0,1,0,0
4012,2017,77,7,5,4,1,3,1,0,1,0,0
4996,2018,77,7,5,5,0,4,1,0,0,0,0
5980,2019,77,7,5,5,0,4,1,0,0,0,0
6964,2020,77,7,5,5,0,4,1,0,0,0,0
77,2013,78,32,11,4,7,2,1,1,4,2,1
1061,2014,78,32,11,4,7,2,1,1,4,2,1
2045,2015,78,32,11,5,6,2,2,1,4,1,1
3029,2016,78,32,11,5,6,2,2,1,4,1,1
4013,2017,78,32,11,6,5,2,3,1,4,0,1
4997,2018,78,32,11,6,5,2,3,1,4,0,1
5981,2019,78,32,11,6,5,2,3,1,4,0,1
6965,2020,78,32,11,7,4,3,3,1,3,0,1
78,2013,79,17,14,3,11,2,1,0,7,4,0
1062,2014,79,17,14,4,10,2,2,0,7,3,0
2046,2015,79,17,14,5,9,2,3,0,7,2,0
3030,2016,79,17,14,5,9,2,3,0,7,2,0
4014,2017,79,17,14,5,9,2,3,0,7,2,0
4998,2018,79,17,14,6,8,2,4,0,7,1,0
5982,2019,79,17,14,6,8,2,4,0,7,1,0
6966,2020,79,17,14,6,8,2,4,0,7,1,0
79,2013,80,50,41,3,38,2,1,0,25,11,2
1063,2014,80,50,41,4,37,3,1,0,24,11,2
2047,2015,80,50,41,4,37,3,1,0,24,11,2
3031,2016,80,50,41,5,36,3,2,0,24,10,2
4015,2017,80,50,41,5,36,3,2,0,24,10,2
4999,2018,80,50,41,6,35,3,3,0,24,9,2
5983,2019,80,50,41,6,35,3,3,0,24,9,2
6967,2020,80,50,41,7,34,4,3,0,23,9,2
80,2013,81,10,10,3,7,1,2,0,4,3,0
1064,2014,81,10,10,3,7,1,2,0,4,3,0
2048,2015,81,10,10,3,7,1,2,0,4,3,0
3032,2016,81,10,10,3,7,1,2,0,4,3,0
4016,2017,81,10,10,4,6,2,2,0,3,3,0
5000,2018,81,10,10,4,6,2,2,0,3,3,0
5984,2019,81,10,10,4,6,2,2,0,3,3,0
6968,2020,81,10,10,5,5,3,2,0,2,3,0
81,2013,82,9,8,4,4,3,1,0,3,1,0
1065,2014,82,9,8,4,4,3,1,0,3,1,0
2049,2015,82,9,8,5,3,3,2,0,3,0,0
3033,2016,82,9,8,6,2,4,2,0,2,0,0
4017,2017,82,9,8,6,2,4,2,0,2,0,0
5001,2018,82,9,8,7,1,5,2,0,1,0,0
5985,2019,82,9,8,8,0,6,2,0,0,0,0
6969,2020,82,9,8,8,0,6,2,0,0,0,0
82,2013,83,14,12,6,6,3,3,0,3,2,1
1066,2014,83,14,12,6,6,3,3,0,3,2,1
2050,2015,83,14,12,7,5,3,4,0,3,1,1
3034,2016,83,14,12,9,3,4,5,0,2,0,1
4018,2017,83,14,12,9,3,4,5,0,2,0,1
5002,2018,83,14,12,10,2,5,5,0,1,0,1
5986,2019,83,14,12,11,1,6,5,0,0,0,1
6970,2020,83,14,12,11,1,6,5,0,0,0,1
83,2013,84,11,4,1,3,1,0,0,1,1,1
1067,2014,84,11,4,1,3,1,0,0,1,1,1
2051,2015,84,11,4,1,3,1,0,0,1,1,1
3035,2016,84,11,4,1,3,1,0,0,1,1,1
4019,2017,84,11,4,1,3,1,0,0,1,1,1
5003,2018,84,11,4,1,3,1,0,0,1,1,1
5987,2019,84,11,4,1,3,1,0,0,1,1,1
6971,2020,84,11,4,1,3,1,0,0,1,1,1
84,2013,85,20,19,6,13,5,1,0,8,4,1
1068,2014,85,20,19,6,13,5,1,0,8,4,1
2052,2015,85,20,19,7,12,5,2,0,8,3,1
3036,2016,85,20,19,7,12,5,2,0,8,3,1
4020,2017,85,20,19,8,11,6,2,0,7,3,1
5004,2018,85,20,19,8,11,6,2,0,7,3,1
5988,2019,85,20,19,10,9,6,4,0,7,1,1
6972,2020,85,20,19,11,8,6,5,0,7,0,1
85,2013,86,37,33,12,21,6,4,2,13,6,2
1069,2014,86,37,33,14,19,8,4,2,11,6,2
2053,2015,86,37,33,15,18,9,4,2,10,6,2
3037,2016,86,37,33,16,17,10,4,2,9,6,2
4021,2017,86,37,33,18,15,10,6,2,9,4,2
5005,2018,86,37,33,21,12,12,7,2,7,3,2
5989,2019,86,37,33,22,11,13,7,2,6,3,2
6973,2020,86,37,33,25,8,13,10,2,6,0,2
86,2013,87,49,25,5,20,3,1,1,13,6,1
1070,2014,87,49,25,6,19,4,1,1,12,6,1
2054,2015,87,49,25,6,19,4,1,1,12,6,1
3038,2016,87,49,25,7,18,4,1,2,12,6,0
4022,2017,87,49,25,7,18,4,1,2,12,6,0
5006,2018,87,49,25,7,18,4,1,2,12,6,0
5990,2019,87,49,25,9,16,6,1,2,10,6,0
6974,2020,87,49,25,9,16,6,1,2,10,6,0
87,2013,88,27,11,4,7,2,1,1,4,2,1
1071,2014,88,27,11,5,6,3,1,1,3,2,1
2055,2015,88,27,11,6,5,3,2,1,3,1,1
3039,2016,88,27,11,6,5,3,2,1,3,1,1
4023,2017,88,27,11,7,4,4,2,1,2,1,1
5007,2018,88,27,11,8,3,4,3,1,2,0,1
5991,2019,88,27,11,9,2,5,3,1,1,0,1
6975,2020,88,27,11,9,2,5,3,1,1,0,1
88,2013,89,30,14,6,8,3,3,0,5,3,0
1072,2014,89,30,14,7,7,4,3,0,4,3,0
2056,2015,89,30,14,7,7,4,3,0,4,3,0
3040,2016,89,30,14,8,6,5,3,0,3,3,0
4024,2017,89,30,14,10,4,6,4,0,2,2,0
5008,2018,89,30,14,11,3,7,4,0,1,2,0
5992,2019,89,30,14,14,0,8,6,0,0,0,0
6976,2020,89,30,14,14,0,8,6,0,0,0,0
89,2013,90,31,27,13,14,5,7,1,10,3,1
1073,2014,90,31,27,15,12,7,7,1,8,3,1
2057,2015,90,31,27,16,11,7,8,1,8,2,1
3041,2016,90,31,27,19,8,10,8,1,5,2,1
4025,2017,90,31,27,20,7,11,8,1,4,2,1
5009,2018,90,31,27,24,3,13,10,1,2,0,1
5993,2019,90,31,27,26,1,15,10,1,0,0,1
6977,2020,90,31,27,27,0,15,10,2,0,0,0
90,2013,91,28,9,2,7,2,0,0,3,3,1
1074,2014,91,28,9,3,6,2,1,0,3,2,1
2058,2015,91,28,9,3,6,2,1,0,3,2,1
3042,2016,91,28,9,4,5,3,1,0,2,2,1
4026,2017,91,28,9,4,5,3,1,0,2,2,1
5010,2018,91,28,9,4,5,3,1,0,2,2,1
5994,2019,91,28,9,5,4,3,2,0,2,1,1
6978,2020,91,28,9,5,4,3,2,0,2,1,1
91,2013,92,55,27,13,14,6,7,0,9,5,0
1075,2014,92,55,27,15,12,6,9,0,9,3,0
2059,2015,92,55,27,17,10,6,11,0,9,1,0
3043,2016,92,55,27,17,10,6,11,0,9,1,0
4027,2017,92,55,27,18,9,6,12,0,9,0,0
5011,2018,92,55,27,21,6,9,12,0,6,0,0
5995,2019,92,55,27,25,2,13,12,0,2,0,0
6979,2020,92,55,27,25,2,13,12,0,2,0,0
92,2013,93,15,10,5,5,2,2,1,3,2,0
1076,2014,93,15,10,5,5,2,2,1,3,2,0
2060,2015,93,15,10,5,5,2,2,1,3,2,0
3044,2016,93,15,10,6,4,2,3,1,3,1,0
4028,2017,93,15,10,6,4,2,3,1,3,1,0
5012,2018,93,15,10,7,3,3,3,1,2,1,0
5996,2019,93,15,10,7,3,3,3,1,2,1,0
6980,2020,93,15,10,9,1,5,3,1,0,1,0
93,2013,94,53,22,5,17,4,1,0,12,5,0
1077,2014,94,53,22,5,17,4,1,0,12,5,0
2061,2015,94,53,22,6,16,4,2,0,12,4,0
3045,2016,94,53,22,6,16,4,2,0,12,4,0
4029,2017,94,53,22,6,16,4,2,0,12,4,0
5013,2018,94,53,22,6,16,4,2,0,12,4,0
5997,2019,94,53,22,7,15,4,3,0,12,3,0
6981,2020,94,53,22,7,15,4,3,0,12,3,0
94,2013,95,13,8,3,5,1,1,1,2,2,1
1078,2014,95,13,8,4,4,2,1,1,1,2,1
2062,2015,95,13,8,4,4,2,1,1,1,2,1
3046,2016,95,13,8,4,4,2,1,1,1,2,1
4030,2017,95,13,8,5,3,3,1,1,0,2,1
5014,2018,95,13,8,5,3,3,1,1,0,2,1
5998,2019,95,13,8,5,3,3,1,1,0,2,1
6982,2020,95,13,8,6,2,3,2,1,0,1,1
95,2013,96,27,16,6,10,4,1,1,7,3,0
1079,2014,96,27,16,7,9,5,1,1,6,3,0
2063,2015,96,27,16,8,8,5,2,1,6,2,0
3047,2016,96,27,16,8,8,5,2,1,6,2,0
4031,2017,96,27,16,9,7,6,2,1,5,2,0
5015,2018,96,27,16,9,7,6,2,1,5,2,0
5999,2019,96,27,16,11,5,7,3,1,4,1,0
6983,2020,96,27,16,13,3,9,3,1,2,1,0
96,2013,97,29,14,3,11,1,1,1,7,4,0
1080,2014,97,29,14,3,11,1,1,1,7,4,0
2064,2015,97,29,14,3,11,1,1,1,7,4,0
3048,2016,97,29,14,3,11,1,1,1,7,4,0
4032,2017,97,29,14,4,10,2,1,1,6,4,0
5016,2018,97,29,14,4,10,2,1,1,6,4,0
6000,2019,97,29,14,4,10,2,1,1,6,4,0
6984,2020,97,29,14,4,10,2,1,1,6,4,0
97,2013,98,11,9,1,8,1,0,0,5,2,1
1081,2014,98,11,9,1,8,1,0,0,5,2,1
2065,2015,98,11,9,1,8,1,0,0,5,2,1
3049,2016,98,11,9,1,8,1,0,0,5,2,1
4033,2017,98,11,9,1,8,1,0,0,5,2,1
5017,2018,98,11,9,2,7,2,0,0,4,2,1
6001,2019,98,11,9,2,7,2,0,0,4,2,1
6985,2020,98,11,9,2,7,2,0,0,4,2,1
98,2013,99,15,11,5,6,2,2,1,4,1,1
1082,2014,99,15,11,5,6,2,2,1,4,1,1
2066,2015,99,15,11,6,5,3,2,1,3,1,1
3050,2016,99,15,11,7,4,4,2,1,2,1,1
4034,2017,99,15,11,7,4,4,2,1,2,1,1
5018,2018,99,15,11,8,3,4,3,1,2,0,1
6002,2019,99,15,11,9,2,5,3,1,1,0,1
6986,2020,99,15,11,9,2,5,3,1,1,0,1
99,2013,100,23,22,5,17,3,2,0,11,6,0
1083,2014,100,23,22,5,17,3,2,0,11,6,0
2067,2015,100,23,22,6,16,3,3,0,11,5,0
3051,2016,100,23,22,7,15,3,4,0,11,4,0
4035,2017,100,23,22,8,14,4,4,0,10,4,0
5019,2018,100,23,22,9,13,4,5,0,10,3,0
6003,2019,100,23,22,10,12,4,6,0,10,2,0
6987,2020,100,23,22,12,10,4,8,0,10,0,0
100,2013,101,24,9,4,5,2,2,0,4,1,0
1084,2014,101,24,9,5,4,2,3,0,4,0,0
2068,2015,101,24,9,6,3,3,3,0,3,0,0
3052,2016,101,24,9,6,3,3,3,0,3,0,0
4036,2017,101,24,9,8,1,5,3,0,1,0,0
5020,2018,101,24,9,9,0,6,3,0,0,0,0
6004,2019,101,24,9,9,0,6,3,0,0,0,0
6988,2020,101,24,9,9,0,6,3,0,0,0,0
101,2013,102,38,38,2,36,1,1,0,24,11,1
1085,2014,102,38,38,2,36,1,1,0,24,11,1
2069,2015,102,38,38,2,36,1,1,0,24,11,1
3053,2016,102,38,38,2,36,1,1,0,24,11,1
4037,2017,102,38,38,3,35,2,1,0,23,11,1
5021,2018,102,38,38,3,35,2,1,0,23,11,1
6005,2019,102,38,38,4,34,2,2,0,23,10,1
6989,2020,102,38,38,4,34,2,2,0,23,10,1
102,2013,103,18,14,7,7,3,3,1,4,2,1
1086,2014,103,18,14,9,5,5,3,1,2,2,1
2070,2015,103,18,14,9,5,5,3,1,2,2,1
3054,2016,103,18,14,9,5,5,3,1,2,2,1
4038,2017,103,18,14,10,4,6,3,1,1,2,1
5022,2018,103,18,14,12,2,7,4,1,0,1,1
6006,2019,103,18,14,14,0,7,5,2,0,0,0
6990,2020,103,18,14,14,0,7,5,2,0,0,0
103,2013,104,22,22,1,21,1,0,0,12,7,2
1087,2014,104,22,22,1,21,1,0,0,12,7,2
2071,2015,104,22,22,2,20,2,0,0,11,7,2
3055,2016,104,22,22,2,20,2,0,0,11,7,2
4039,2017,104,22,22,2,20,2,0,0,11,7,2
5023,2018,104,22,22,2,20,2,0,0,11,7,2
6007,2019,104,22,22,3,19,3,0,0,10,7,2
6991,2020,104,22,22,3,19,3,0,0,10,7,2
104,2013,105,15,10,4,6,1,2,1,4,2,0
1088,2014,105,15,10,5,5,1,3,1,4,1,0
2072,2015,105,15,10,5,5,1,3,1,4,1,0
3056,2016,105,15,10,6,4,1,4,1,4,0,0
4040,2017,105,15,10,7,3,2,4,1,3,0,0
5024,2018,105,15,10,8,2,3,4,1,2,0,0
6008,2019,105,15,10,9,1,4,4,1,1,0,0
6992,2020,105,15,10,10,0,5,4,1,0,0,0
105,2013,106,8,5,1,4,1,0,0,2,2,0
1089,2014,106,8,5,1,4,1,0,0,2,2,0
2073,2015,106,8,5,1,4,1,0,0,2,2,0
3057,2016,106,8,5,1,4,1,0,0,2,2,0
4041,2017,106,8,5,1,4,1,0,0,2,2,0
5025,2018,106,8,5,1,4,1,0,0,2,2,0
6009,2019,106,8,5,1,4,1,0,0,2,2,0
6993,2020,106,8,5,1,4,1,0,0,2,2,0
106,2013,107,38,33,3,30,1,2,0,20,9,1
1090,2014,107,38,33,4,29,2,2,0,19,9,1
2074,2015,107,38,33,4,29,2,2,0,19,9,1
3058,2016,107,38,33,5,28,3,2,0,18,9,1
4042,2017,107,38,33,5,28,3,2,0,18,9,1
5026,2018,107,38,33,5,28,3,2,0,18,9,1
6010,2019,107,38,33,6,27,4,2,0,17,9,1
6994,2020,107,38,33,7,26,4,3,0,17,8,1
107,2013,108,22,6,3,3,3,0,0,2,1,0
1091,2014,108,22,6,3,3,3,0,0,2,1,0
2075,2015,108,22,6,3,3,3,0,0,2,1,0
3059,2016,108,22,6,3,3,3,0,0,2,1,0
4043,2017,108,22,6,4,2,3,1,0,2,0,0
5027,2018,108,22,6,4,2,3,1,0,2,0,0
6011,2019,108,22,6,4,2,3,1,0,2,0,0
6995,2020,108,22,6,4,2,3,1,0,2,0,0
108,2013,109,55,37,2,35,2,0,0,23,10,2
1092,2014,109,55,37,2,35,2,0,0,23,10,2
2076,2015,109,55,37,2,35,2,0,0,23,10,2
3060,2016,109,55,37,2,35,2,0,0,23,10,2
4044,2017,109,55,37,3,34,2,1,0,23,9,2
5028,2018,109,55,37,3,34,2,1,0,23,9,2
6012,2019,109,55,37,3,34,2,1,0,23,9,2
6996,2020,109,55,37,3,34,2,1,0,23,9,2
109,2013,110,6,2,1,1,0,1,0,0,1,0
1093,2014,110,6,2,1,1,0,1,0,0,1,0
2077,2015,110,6,2,1,1,0,1,0,0,1,0
3061,2016,110,6,2,1,1,0,1,0,0,1,0
4045,2017,110,6,2,1,1,0,1,0,0,1,0
5029,2018,110,6,2,2,0,0,2,0,0,0,0
6013,2019,110,6,2,2,0,0,2,0,0,0,0
6997,2020,110,6,2,2,0,0,2,0,0,0,0
110,2013,111,29,11,4,7,2,2,0,5,2,0
1094,2014,111,29,11,5,6,2,3,0,5,1,0
2078,2015,111,29,11,5,6,2,3,0,5,1,0
3062,2016,111,29,11,5,6,2,3,0,5,1,0
4046,2017,111,29,11,6,5,2,4,0,5,0,0
5030,2018,111,29,11,7,4,3,4,0,4,0,0
6014,2019,111,29,11,7,4,3,4,0,4,0,0
6998,2020,111,29,11,8,3,4,4,0,3,0,0
111,2013,112,38,13,6,7,3,2,1,5,1,1
1095,2014,112,38,13,7,6,4,2,1,4,1,1
2079,2015,112,38,13,8,5,4,3,1,4,0,1
3063,2016,112,38,13,9,4,5,3,1,3,0,1
4047,2017,112,38,13,10,3,5,3,2,3,0,0
5031,2018,112,38,13,11,2,6,3,2,2,0,0
6015,2019,112,38,13,13,0,8,3,2,0,0,0
6999,2020,112,38,13,13,0,8,3,2,0,0,0
112,2013,113,40,32,10,22,7,3,0,13,7,2
1096,2014,113,40,32,12,20,7,5,0,13,5,2
2080,2015,113,40,32,14,18,7,7,0,13,3,2
3064,2016,113,40,32,14,18,7,7,0,13,3,2
4048,2017,113,40,32,17,15,10,7,0,10,3,2
5032,2018,113,40,32,21,11,13,8,0,7,2,2
6016,2019,113,40,32,21,11,13,8,0,7,2,2
7000,2020,113,40,32,26,6,18,8,0,2,2,2
113,2013,114,6,6,3,3,1,2,0,2,1,0
1097,2014,114,6,6,4,2,2,2,0,1,1,0
2081,2015,114,6,6,4,2,2,2,0,1,1,0
3065,2016,114,6,6,5,1,3,2,0,0,1,0
4049,2017,114,6,6,5,1,3,2,0,0,1,0
5033,2018,114,6,6,6,0,3,3,0,0,0,0
6017,2019,114,6,6,6,0,3,3,0,0,0,0
7001,2020,114,6,6,6,0,3,3,0,0,0,0
114,2013,115,23,16,2,14,1,1,0,10,4,0
1098,2014,115,23,16,2,14,1,1,0,10,4,0
2082,2015,115,23,16,2,14,1,1,0,10,4,0
3066,2016,115,23,16,2,14,1,1,0,10,4,0
4050,2017,115,23,16,2,14,1,1,0,10,4,0
5034,2018,115,23,16,3,13,1,2,0,10,3,0
6018,2019,115,23,16,3,13,1,2,0,10,3,0
7002,2020,115,23,16,4,12,1,3,0,10,2,0
115,2013,116,15,7,1,6,0,1,0,4,2,0
1099,2014,116,15,7,1,6,0,1,0,4,2,0
2083,2015,116,15,7,1,6,0,1,0,4,2,0
3067,2016,116,15,7,1,6,0,1,0,4,2,0
4051,2017,116,15,7,1,6,0,1,0,4,2,0
5035,2018,116,15,7,1,6,0,1,0,4,2,0
6019,2019,116,15,7,1,6,0,1,0,4,2,0
7003,2020,116,15,7,1,6,0,1,0,4,2,0
116,2013,117,27,12,5,7,3,1,1,4,2,1
1100,2014,117,27,12,5,7,3,1,1,4,2,1
2084,2015,117,27,12,5,7,3,1,1,4,2,1
3068,2016,117,27,12,6,6,3,2,1,4,1,1
4052,2017,117,27,12,7,5,4,2,1,3,1,1
5036,2018,117,27,12,8,4,4,3,1,3,0,1
6020,2019,117,27,12,8,4,4,3,1,3,0,1
7004,2020,117,27,12,9,3,5,3,1,2,0,1
117,2013,118,50,49,14,35,10,4,0,23,10,2
1101,2014,118,50,49,16,33,11,5,0,22,9,2
2085,2015,118,50,49,20,29,13,7,0,20,7,2
3069,2016,118,50,49,21,28,14,7,0,19,7,2
4053,2017,118,50,49,23,26,14,9,0,19,5,2
5037,2018,118,50,49,28,21,14,14,0,19,0,2
6021,2019,118,50,49,34,15,20,14,0,13,0,2
7005,2020,118,50,49,36,13,22,14,0,11,0,2
118,2013,119,52,39,11,28,6,3,2,18,8,2
1102,2014,119,52,39,12,27,6,4,2,18,7,2
2086,2015,119,52,39,14,25,8,4,2,16,7,2
3070,2016,119,52,39,17,22,11,4,2,13,7,2
4054,2017,119,52,39,19,20,12,5,2,12,6,2
5038,2018,119,52,39,24,15,12,10,2,12,1,2
6022,2019,119,52,39,27,12,14,11,2,10,0,2
7006,2020,119,52,39,30,9,17,11,2,7,0,2
119,2013,120,7,2,1,1,0,1,0,1,0,0
1103,2014,120,7,2,1,1,0,1,0,1,0,0
2087,2015,120,7,2,1,1,0,1,0,1,0,0
3071,2016,120,7,2,1,1,0,1,0,1,0,0
4055,2017,120,7,2,1,1,0,1,0,1,0,0
5039,2018,120,7,2,1,1,0,1,0,1,0,0
6023,2019,120,7,2,1,1,0,1,0,1,0,0
7007,2020,120,7,2,1,1,0,1,0,1,0,0
120,2013,121,9,4,1,3,1,0,0,2,1,0
1104,2014,121,9,4,1,3,1,0,0,2,1,0
2088,2015,121,9,4,1,3,1,0,0,2,1,0
3072,2016,121,9,4,1,3,1,0,0,2,1,0
4056,2017,121,9,4,1,3,1,0,0,2,1,0
5040,2018,121,9,4,1,3,1,0,0,2,1,0
6024,2019,121,9,4,1,3,1,0,0,2,1,0
7008,2020,121,9,4,1,3,1,0,0,2,1,0
121,2013,122,56,35,16,19,12,3,1,13,6,0
1105,2014,122,56,35,18,17,14,3,1,11,6,0
2089,2015,122,56,35,22,13,16,5,1,9,4,0
3073,2016,122,56,35,24,11,17,6,1,8,3,0
4057,2017,122,56,35,25,10,17,7,1,8,2,0
5041,2018,122,56,35,26,9,18,7,1,7,2,0
6025,2019,122,56,35,32,3,24,7,1,1,2,0
7009,2020,122,56,35,35,0,25,9,1,0,0,0
122,2013,123,9,9,3,6,1,1,1,4,2,0
1106,2014,123,9,9,3,6,1,1,1,4,2,0
2090,2015,123,9,9,3,6,1,1,1,4,2,0
3074,2016,123,9,9,4,5,2,1,1,3,2,0
4058,2017,123,9,9,5,4,3,1,1,2,2,0
5042,2018,123,9,9,5,4,3,1,1,2,2,0
6026,2019,123,9,9,5,4,3,1,1,2,2,0
7010,2020,123,9,9,6,3,4,1,1,1,2,0
123,2013,124,10,3,2,1,2,0,0,1,0,0
1107,2014,124,10,3,2,1,2,0,0,1,0,0
2091,2015,124,10,3,2,1,2,0,0,1,0,0
3075,2016,124,10,3,3,0,3,0,0,0,0,0
4059,2017,124,10,3,3,0,3,0,0,0,0,0
5043,2018,124,10,3,3,0,3,0,0,0,0,0
6027,2019,124,10,3,3,0,3,0,0,0,0,0
7011,2020,124,10,3,3,0,3,0,0,0,0,0
124,2013,125,35,32,1,31,1,0,0,20,10,1
1108,2014,125,35,32,1,31,1,0,0,20,10,1
2092,2015,125,35,32,1,31,1,0,0,20,10,1
