,Quizz_ID,Year,Departement,Chapter_ID,Rank_onChapter,Quizz_Type,Number_Attempts,UniQ_Learner,Sucessful_Learners,Unsucessful_Learners,Avg_Attempts,Percent_Learners_Success,Success_Attempts,Failure_Attempts,TruePrct_Succes,Predict_Difficulty,Correct_Difficulty,Prediction/Correct Difficulty
33,34,2015,Ingenieurie,3,13,QCM,82,82,42,40,1.0,51.22,42,40,51.54,Difficile,Difficile,Difficile / Difficile
863,34,2016,Ingenieurie,3,13,QCM,93,54,53,1,1.72,98.15,53,40,57.13,Difficile,Difficile,Difficile / Difficile
1693,34,2017,Ingenieurie,3,13,QCM,112,50,43,7,2.24,86.0,43,69,37.98,Difficile,Difficile,Difficile / Difficile
2523,34,2018,Ingenieurie,3,13,QCM,93,67,28,39,1.39,41.79,28,65,29.83,Difficile,Difficile,Difficile / Difficile
3353,34,2019,Ingenieurie,3,13,QCM,91,91,88,3,1.0,96.7,88,3,97.24,Difficile,Trop Facile,Difficile / Trop Facile
4183,34,2020,Ingenieurie,3,13,QCM,105,90,51,39,1.17,56.67,51,54,48.63,Difficile,Difficile,Difficile / Difficile
34,35,2015,Ingenieurie,3,14,QCU,86,35,10,25,2.46,28.57,10,76,11.21,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
864,35,2016,Ingenieurie,3,14,QCU,93,60,17,43,1.55,28.33,17,76,17.84,Difficile,Trop Difficile,Difficile / Trop Difficile
1694,35,2017,Ingenieurie,3,14,QCU,110,53,39,14,2.08,73.58,39,71,35.19,Difficile,Difficile,Difficile / Difficile
2524,35,2018,Ingenieurie,3,14,QCU,123,74,66,8,1.66,89.19,66,57,53.57,Difficile,Difficile,Difficile / Difficile
3354,35,2019,Ingenieurie,3,14,QCU,111,103,43,60,1.08,41.75,43,68,38.58,Difficile,Difficile,Difficile / Difficile
4184,35,2020,Ingenieurie,3,14,QCU,106,66,40,26,1.61,60.61,40,66,37.59,Difficile,Difficile,Difficile / Difficile
35,36,2015,Ingenieurie,4,1,QCU,41,39,38,1,1.05,97.44,38,3,91.73,Trop Facile,Trop Facile,Trop Facile / Trop Facile
865,36,2016,Ingenieurie,4,1,QCU,36,31,17,14,1.16,54.84,17,19,46.58,Difficile,Difficile,Difficile / Difficile
1695,36,2017,Ingenieurie,4,1,QCU,40,29,14,15,1.38,48.28,14,26,35.03,Difficile,Difficile,Difficile / Difficile
2525,36,2018,Ingenieurie,4,1,QCU,32,26,20,6,1.23,76.92,20,12,63.44,Difficile,Adapte,Difficile / Adapte
3355,36,2019,Ingenieurie,4,1,QCU,37,34,28,6,1.09,82.35,28,9,74.55,Adapte,Adapte,Adapte / Adapte
4185,36,2020,Ingenieurie,4,1,QCU,32,28,22,6,1.14,78.57,22,10,67.52,Adapte,Adapte,Adapte / Adapte
36,37,2015,Ingenieurie,4,2,QCU,41,29,13,16,1.41,44.83,13,28,32.34,Difficile,Difficile,Difficile / Difficile
866,37,2016,Ingenieurie,4,2,QCU,42,40,22,18,1.05,55.0,22,20,51.69,Difficile,Difficile,Difficile / Difficile
1696,37,2017,Ingenieurie,4,2,QCU,44,39,36,3,1.13,92.31,36,8,81.92,Difficile,Facile,Difficile / Facile
2526,37,2018,Ingenieurie,4,2,QCU,38,30,20,10,1.27,66.67,20,18,51.49,Difficile,Difficile,Difficile / Difficile
3356,37,2019,Ingenieurie,4,2,QCU,39,16,11,5,2.44,68.75,11,28,28.67,Difficile,Difficile,Difficile / Difficile
4186,37,2020,Ingenieurie,4,2,QCU,38,25,14,11,1.52,56.0,14,24,36.42,Difficile,Difficile,Difficile / Difficile
37,38,2015,Ingenieurie,4,3,QCM,8,2,0,2,4.0,0.0,0,8,4.26,Facile,Trop Difficile,Facile / Trop Difficile
867,38,2016,Ingenieurie,4,3,QCM,7,4,4,0,1.75,100.0,4,3,52.51,Difficile,Difficile,Difficile / Difficile
1697,38,2017,Ingenieurie,4,3,QCM,8,3,2,1,2.67,66.67,2,6,28.41,Difficile,Difficile,Difficile / Difficile
2527,38,2018,Ingenieurie,4,3,QCM,8,7,3,4,1.14,42.86,3,5,31.94,Difficile,Difficile,Difficile / Difficile
3357,38,2019,Ingenieurie,4,3,QCM,9,9,8,1,1.0,88.89,8,1,87.78,Difficile,Trop Facile,Difficile / Trop Facile
4187,38,2020,Ingenieurie,4,3,QCM,11,7,3,4,1.57,42.86,3,8,31.15,Difficile,Difficile,Difficile / Difficile
38,39,2015,Ingenieurie,4,4,QCU,80,64,49,15,1.25,76.56,49,31,60.92,Difficile,Adapte,Difficile / Adapte
868,39,2016,Ingenieurie,4,4,QCU,76,57,54,3,1.33,94.74,54,22,71.62,Adapte,Adapte,Adapte / Adapte
1698,39,2017,Ingenieurie,4,4,QCU,86,80,63,17,1.07,78.75,63,23,72.92,Adapte,Adapte,Adapte / Adapte
2528,39,2018,Ingenieurie,4,4,QCU,76,72,52,20,1.06,72.22,52,24,68.29,Adapte,Adapte,Adapte / Adapte
3358,39,2019,Ingenieurie,4,4,QCU,66,52,42,10,1.27,80.77,42,24,63.94,Adapte,Adapte,Adapte / Adapte
4188,39,2020,Ingenieurie,4,4,QCU,74,64,55,9,1.16,85.94,55,19,74.26,Adapte,Adapte,Adapte / Adapte
39,40,2015,Ingenieurie,4,5,QCM,31,30,26,4,1.03,86.67,26,5,84.48,Facile,Facile,Facile / Facile
869,40,2016,Ingenieurie,4,5,QCM,28,25,14,11,1.12,56.0,14,14,48.64,Difficile,Difficile,Difficile / Difficile
1699,40,2017,Ingenieurie,4,5,QCM,34,34,11,23,1.0,32.35,11,23,31.86,Difficile,Difficile,Difficile / Difficile
2529,40,2018,Ingenieurie,4,5,QCM,35,27,18,9,1.3,66.67,18,17,50.13,Difficile,Difficile,Difficile / Difficile
3359,40,2019,Ingenieurie,4,5,QCM,41,37,36,1,1.11,97.3,36,5,88.0,Difficile,Trop Facile,Difficile / Trop Facile
4189,40,2020,Ingenieurie,4,5,QCM,38,33,15,18,1.15,45.45,15,23,38.78,Difficile,Difficile,Difficile / Difficile
40,41,2015,Ingenieurie,4,6,QCU,18,18,3,15,1.0,16.67,3,15,16.67,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
870,41,2016,Ingenieurie,4,6,QCU,15,6,4,2,2.5,66.67,4,11,26.45,Difficile,Difficile,Difficile / Difficile
1700,41,2017,Ingenieurie,4,6,QCU,14,13,10,3,1.08,76.92,10,4,73.12,Difficile,Adapte,Difficile / Adapte
2530,41,2018,Ingenieurie,4,6,QCU,15,13,11,2,1.15,84.62,11,4,74.42,Adapte,Adapte,Adapte / Adapte
3360,41,2019,Ingenieurie,4,6,QCU,13,8,8,0,1.62,100.0,8,5,60.52,Adapte,Adapte,Adapte / Adapte
4190,41,2020,Ingenieurie,4,6,QCU,15,12,11,1,1.25,91.67,11,4,71.99,Adapte,Adapte,Adapte / Adapte
41,42,2015,Ingenieurie,4,7,QCM,8,5,5,0,1.6,100.0,5,3,66.37,Adapte,Adapte,Adapte / Adapte
871,42,2016,Ingenieurie,4,7,QCM,10,8,7,1,1.25,87.5,7,3,73.84,Adapte,Adapte,Adapte / Adapte
1701,42,2017,Ingenieurie,4,7,QCM,9,9,6,3,1.0,66.67,6,3,66.66,Adapte,Adapte,Adapte / Adapte
2531,42,2018,Ingenieurie,4,7,QCM,9,7,6,1,1.29,85.71,6,3,71.12,Adapte,Adapte,Adapte / Adapte
3361,42,2019,Ingenieurie,4,7,QCM,7,6,5,1,1.17,83.33,5,2,65.63,Adapte,Adapte,Adapte / Adapte
4191,42,2020,Ingenieurie,4,7,QCM,6,4,4,0,1.5,100.0,4,2,71.19,Adapte,Adapte,Adapte / Adapte
42,43,2015,Ingenieurie,4,8,QCM,90,58,57,1,1.55,98.28,57,33,63.83,Facile,Adapte,Facile / Adapte
872,43,2016,Ingenieurie,4,8,QCM,97,88,66,22,1.1,75.0,66,31,67.89,Adapte,Adapte,Adapte / Adapte
1702,43,2017,Ingenieurie,4,8,QCM,91,83,61,22,1.1,73.49,61,30,66.59,Adapte,Adapte,Adapte / Adapte
2532,43,2018,Ingenieurie,4,8,QCM,105,86,68,18,1.22,79.07,68,37,65.01,Adapte,Adapte,Adapte / Adapte
3362,43,2019,Ingenieurie,4,8,QCM,124,94,78,16,1.32,82.98,78,46,63.08,Adapte,Adapte,Adapte / Adapte
4192,43,2020,Ingenieurie,4,8,QCM,108,73,68,5,1.48,93.15,68,40,62.51,Adapte,Adapte,Adapte / Adapte
43,44,2015,Ingenieurie,4,9,QCU,52,41,26,15,1.27,63.41,26,26,50.67,Difficile,Difficile,Difficile / Difficile
873,44,2016,Ingenieurie,4,9,QCU,52,44,30,14,1.18,68.18,30,22,58.35,Difficile,Difficile,Difficile / Difficile
1703,44,2017,Ingenieurie,4,9,QCU,51,42,13,29,1.21,30.95,13,38,25.17,Difficile,Difficile,Difficile / Difficile
2533,44,2018,Ingenieurie,4,9,QCU,59,55,21,34,1.07,38.18,21,38,36.08,Difficile,Difficile,Difficile / Difficile
3363,44,2019,Ingenieurie,4,9,QCU,47,30,14,16,1.57,46.67,14,33,30.13,Difficile,Difficile,Difficile / Difficile
4193,44,2020,Ingenieurie,4,9,QCU,49,44,41,3,1.11,93.18,41,8,84.4,Difficile,Facile,Difficile / Facile
44,45,2015,Ingenieurie,5,1,QCU,66,63,59,4,1.05,93.65,59,7,89.03,Adapte,Trop Facile,Adapte / Trop Facile
874,45,2016,Ingenieurie,5,1,QCU,79,32,2,30,2.47,6.25,2,77,2.67,Difficile,Trop Difficile,Difficile / Trop Difficile
1704,45,2017,Ingenieurie,5,1,QCU,81,80,27,53,1.01,33.75,27,54,33.59,Difficile,Difficile,Difficile / Difficile
2534,45,2018,Ingenieurie,5,1,QCU,82,69,64,5,1.19,92.75,64,18,78.04,Difficile,Facile,Difficile / Facile
3364,45,2019,Ingenieurie,5,1,QCU,71,58,18,40,1.22,31.03,18,53,25.17,Difficile,Difficile,Difficile / Difficile
4194,45,2020,Ingenieurie,5,1,QCU,62,44,25,19,1.41,56.82,25,37,39.76,Difficile,Difficile,Difficile / Difficile
45,46,2015,Ingenieurie,5,2,QCM,56,47,47,0,1.19,100.0,47,9,84.09,Facile,Facile,Facile / Facile
875,46,2016,Ingenieurie,5,2,QCM,64,53,28,25,1.21,52.83,28,36,43.23,Difficile,Difficile,Difficile / Difficile
1705,46,2017,Ingenieurie,5,2,QCM,51,28,16,12,1.82,57.14,16,35,30.56,Difficile,Difficile,Difficile / Difficile
2535,46,2018,Ingenieurie,5,2,QCM,57,51,11,40,1.12,21.57,11,46,18.76,Difficile,Trop Difficile,Difficile / Trop Difficile
3365,46,2019,Ingenieurie,5,2,QCM,57,54,29,25,1.06,53.7,29,28,50.53,Difficile,Difficile,Difficile / Difficile
4195,46,2020,Ingenieurie,5,2,QCM,52,32,29,3,1.62,90.62,29,23,55.64,Difficile,Difficile,Difficile / Difficile
46,47,2015,Ingenieurie,5,3,QCU,77,69,53,16,1.12,76.81,53,24,69.01,Adapte,Adapte,Adapte / Adapte
876,47,2016,Ingenieurie,5,3,QCU,65,62,47,15,1.05,75.81,47,18,72.98,Adapte,Adapte,Adapte / Adapte
1706,47,2017,Ingenieurie,5,3,QCU,64,52,42,10,1.23,80.77,42,22,65.04,Adapte,Adapte,Adapte / Adapte
2536,47,2018,Ingenieurie,5,3,QCU,76,72,50,22,1.06,69.44,50,26,65.85,Adapte,Adapte,Adapte / Adapte
3366,47,2019,Ingenieurie,5,3,QCU,74,69,47,22,1.07,68.12,47,27,63.51,Adapte,Adapte,Adapte / Adapte
4196,47,2020,Ingenieurie,5,3,QCU,60,56,45,11,1.07,80.36,45,15,74.59,Adapte,Adapte,Adapte / Adapte
47,48,2015,Ingenieurie,5,4,QO,100,74,47,27,1.35,63.51,47,53,47.41,Difficile,Difficile,Difficile / Difficile
877,48,2016,Ingenieurie,5,4,QO,117,113,43,70,1.04,38.05,43,74,36.66,Trop Difficile,Difficile,Trop Difficile / Difficile
1707,48,2017,Ingenieurie,5,4,QO,136,69,18,51,1.97,26.09,18,118,12.87,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
2537,48,2018,Ingenieurie,5,4,QO,133,94,4,90,1.41,4.26,4,129,2.93,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
3367,48,2019,Ingenieurie,5,4,QO,126,81,23,58,1.56,28.4,23,103,17.99,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
4197,48,2020,Ingenieurie,5,4,QO,114,101,92,9,1.13,91.09,92,22,80.69,Trop Difficile,Facile,Trop Difficile / Facile
48,49,2015,Ingenieurie,5,5,QCU,72,71,67,4,1.01,94.37,67,5,92.55,Trop Facile,Trop Facile,Trop Facile / Trop Facile
878,49,2016,Ingenieurie,5,5,QCU,65,52,36,16,1.25,69.23,36,29,55.4,Difficile,Difficile,Difficile / Difficile
1708,49,2017,Ingenieurie,5,5,QCU,74,72,71,1,1.03,98.61,71,3,95.65,Difficile,Trop Facile,Difficile / Trop Facile
2538,49,2018,Ingenieurie,5,5,QCU,78,59,36,23,1.32,61.02,36,42,46.03,Difficile,Difficile,Difficile / Difficile
3368,49,2019,Ingenieurie,5,5,QCU,78,54,44,10,1.44,81.48,44,34,56.1,Difficile,Difficile,Difficile / Difficile
4198,49,2020,Ingenieurie,5,5,QCU,86,69,50,19,1.25,72.46,50,36,58.03,Difficile,Difficile,Difficile / Difficile
49,50,2015,Ingenieurie,5,6,QO,27,20,13,7,1.35,65.0,13,14,47.74,Difficile,Difficile,Difficile / Difficile
879,50,2016,Ingenieurie,5,6,QO,28,19,3,16,1.47,15.79,3,25,9.79,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1709,50,2017,Ingenieurie,5,6,QO,30,17,2,15,1.76,11.76,2,28,6.55,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
2539,50,2018,Ingenieurie,5,6,QO,35,20,1,19,1.75,5.0,1,34,2.35,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
3369,50,2019,Ingenieurie,5,6,QO,36,20,8,12,1.8,40.0,8,28,21.0,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
4199,50,2020,Ingenieurie,5,6,QO,33,25,3,22,1.32,12.0,3,30,8.01,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
50,51,2015,Ingenieurie,5,7,QCU,56,40,33,7,1.4,82.5,33,23,58.74,Difficile,Difficile,Difficile / Difficile
880,51,2016,Ingenieurie,5,7,QCU,55,39,21,18,1.41,53.85,21,34,39.07,Difficile,Difficile,Difficile / Difficile
1710,51,2017,Ingenieurie,5,7,QCU,44,36,36,0,1.22,100.0,36,8,81.98,Difficile,Facile,Difficile / Facile
2540,51,2018,Ingenieurie,5,7,QCU,48,17,2,15,2.82,11.76,2,46,4.65,Difficile,Trop Difficile,Difficile / Trop Difficile
3370,51,2019,Ingenieurie,5,7,QCU,56,51,19,32,1.1,37.25,19,37,33.88,Difficile,Difficile,Difficile / Difficile
4200,51,2020,Ingenieurie,5,7,QCU,51,42,20,22,1.21,47.62,20,31,38.49,Difficile,Difficile,Difficile / Difficile
51,52,2015,Ingenieurie,5,8,QCM,62,53,52,1,1.17,98.11,52,10,83.99,Difficile,Facile,Difficile / Facile
881,52,2016,Ingenieurie,5,8,QCM,63,42,42,0,1.5,100.0,42,21,66.23,Difficile,Adapte,Difficile / Adapte
1711,52,2017,Ingenieurie,5,8,QCM,56,54,36,18,1.04,66.67,36,20,63.94,Adapte,Adapte,Adapte / Adapte
2541,52,2018,Ingenieurie,5,8,QCM,59,55,37,18,1.07,67.27,37,22,63.25,Adapte,Adapte,Adapte / Adapte
3371,52,2019,Ingenieurie,5,8,QCM,71,63,49,14,1.13,77.78,49,22,68.9,Adapte,Adapte,Adapte / Adapte
4201,52,2020,Ingenieurie,5,8,QCM,65,64,45,19,1.02,70.31,45,20,69.3,Adapte,Adapte,Adapte / Adapte
52,53,2015,Ingenieurie,6,1,QCU,18,17,15,2,1.06,88.24,15,3,83.66,Difficile,Facile,Difficile / Facile
882,53,2016,Ingenieurie,6,1,QCU,16,11,7,4,1.45,63.64,7,9,41.71,Difficile,Difficile,Difficile / Difficile
1712,53,2017,Ingenieurie,6,1,QCU,13,7,2,5,1.86,28.57,2,11,17.09,Difficile,Trop Difficile,Difficile / Trop Difficile
2542,53,2018,Ingenieurie,6,1,QCU,16,15,14,1,1.07,93.33,14,2,89.06,Difficile,Trop Facile,Difficile / Trop Facile
3372,53,2019,Ingenieurie,6,1,QCU,16,8,5,3,2.0,62.5,5,11,31.83,Difficile,Difficile,Difficile / Difficile
4202,53,2020,Ingenieurie,6,1,QCU,19,18,7,11,1.06,38.89,7,12,38.8,Difficile,Difficile,Difficile / Difficile
53,54,2015,Ingenieurie,6,2,QCM,5,5,5,0,1.0,100.0,5,0,97.57,Trop Facile,Trop Facile,Trop Facile / Trop Facile
883,54,2016,Ingenieurie,6,2,QCM,6,2,1,1,3.0,50.0,1,5,11.39,Difficile,Trop Difficile,Difficile / Trop Difficile
1713,54,2017,Ingenieurie,6,2,QCM,5,4,2,2,1.25,50.0,2,3,39.27,Difficile,Difficile,Difficile / Difficile
2543,54,2018,Ingenieurie,6,2,QCM,5,5,4,1,1.0,80.0,4,1,84.21,Difficile,Facile,Difficile / Facile
3373,54,2019,Ingenieurie,6,2,QCM,5,5,1,4,1.0,20.0,1,4,18.84,Difficile,Trop Difficile,Difficile / Trop Difficile
4203,54,2020,Ingenieurie,6,2,QCM,6,5,2,3,1.2,40.0,2,4,27.09,Difficile,Difficile,Difficile / Difficile
54,55,2015,Ingenieurie,6,3,QCU,87,84,77,7,1.04,91.67,77,10,88.71,Facile,Trop Facile,Facile / Trop Facile
884,55,2016,Ingenieurie,6,3,QCU,80,52,24,28,1.54,46.15,24,56,30.28,Difficile,Difficile,Difficile / Difficile
1714,55,2017,Ingenieurie,6,3,QCU,91,49,30,19,1.86,61.22,30,61,33.44,Difficile,Difficile,Difficile / Difficile
2544,55,2018,Ingenieurie,6,3,QCU,81,62,24,38,1.31,38.71,24,57,29.71,Difficile,Difficile,Difficile / Difficile
3374,55,2019,Ingenieurie,6,3,QCU,69,44,19,25,1.57,43.18,19,50,27.89,Difficile,Difficile,Difficile / Difficile
4204,55,2020,Ingenieurie,6,3,QCU,57,54,16,38,1.06,29.63,16,41,28.83,Difficile,Difficile,Difficile / Difficile
55,56,2015,Ingenieurie,6,4,QCU,37,21,14,7,1.76,66.67,14,23,38.16,Trop Difficile,Difficile,Trop Difficile / Difficile
885,56,2016,Ingenieurie,6,4,QCU,40,36,29,7,1.11,80.56,29,11,71.84,Difficile,Adapte,Difficile / Adapte
1715,56,2017,Ingenieurie,6,4,QCU,33,33,22,11,1.0,66.67,22,11,66.68,Adapte,Adapte,Adapte / Adapte
2545,56,2018,Ingenieurie,6,4,QCU,27,24,17,7,1.12,70.83,17,10,63.81,Adapte,Adapte,Adapte / Adapte
3375,56,2019,Ingenieurie,6,4,QCU,26,26,19,7,1.0,73.08,19,7,72.03,Adapte,Adapte,Adapte / Adapte
4205,56,2020,Ingenieurie,6,4,QCU,23,20,15,5,1.15,75.0,15,8,64.48,Adapte,Adapte,Adapte / Adapte
56,57,2015,Ingenieurie,6,5,QCM,91,89,73,16,1.02,82.02,73,18,80.51,Facile,Facile,Facile / Facile
886,57,2016,Ingenieurie,6,5,QCM,85,24,12,12,3.54,50.0,12,73,13.96,Difficile,Trop Difficile,Difficile / Trop Difficile
1716,57,2017,Ingenieurie,6,5,QCM,92,86,77,9,1.07,89.53,77,15,83.78,Difficile,Facile,Difficile / Facile
2546,57,2018,Ingenieurie,6,5,QCM,95,94,54,40,1.01,57.45,54,41,57.32,Difficile,Difficile,Difficile / Difficile
3376,57,2019,Ingenieurie,6,5,QCM,99,97,49,48,1.02,50.52,49,50,49.58,Difficile,Difficile,Difficile / Difficile
4206,57,2020,Ingenieurie,6,5,QCM,98,87,36,51,1.13,41.38,36,62,37.18,Difficile,Difficile,Difficile / Difficile
57,58,2015,Ingenieurie,6,6,QCM,44,43,16,27,1.02,37.21,16,28,35.73,Difficile,Difficile,Difficile / Difficile
887,58,2016,Ingenieurie,6,6,QCM,40,31,15,16,1.29,48.39,15,25,36.6,Difficile,Difficile,Difficile / Difficile
1717,58,2017,Ingenieurie,6,6,QCM,35,26,11,15,1.35,42.31,11,24,32.48,Difficile,Difficile,Difficile / Difficile
2547,58,2018,Ingenieurie,6,6,QCM,28,28,23,5,1.0,82.14,23,5,81.66,Difficile,Facile,Difficile / Facile
3377,58,2019,Ingenieurie,6,6,QCM,32,28,15,13,1.14,53.57,15,17,47.25,Difficile,Difficile,Difficile / Difficile
4207,58,2020,Ingenieurie,6,6,QCM,27,21,18,3,1.29,85.71,18,9,67.27,Difficile,Adapte,Difficile / Adapte
58,59,2015,Ingenieurie,7,1,QCM,62,62,61,1,1.0,98.39,61,1,97.94,Trop Facile,Trop Facile,Trop Facile / Trop Facile
888,59,2016,Ingenieurie,7,1,QCM,53,37,16,21,1.43,43.24,16,37,29.95,Difficile,Difficile,Difficile / Difficile
1718,59,2017,Ingenieurie,7,1,QCM,56,40,25,15,1.4,62.5,25,31,44.58,Difficile,Difficile,Difficile / Difficile
2548,59,2018,Ingenieurie,7,1,QCM,49,44,41,3,1.11,93.18,41,8,83.55,Difficile,Facile,Difficile / Facile
3378,59,2019,Ingenieurie,7,1,QCM,53,51,51,0,1.04,100.0,51,2,97.05,Difficile,Trop Facile,Difficile / Trop Facile
4208,59,2020,Ingenieurie,7,1,QCM,44,23,21,2,1.91,91.3,21,23,47.8,Difficile,Difficile,Difficile / Difficile
59,60,2015,Ingenieurie,7,2,QCM,41,37,37,0,1.11,100.0,37,4,91.32,Trop Difficile,Trop Facile,Trop Difficile / Trop Facile
889,60,2016,Ingenieurie,7,2,QCM,40,37,7,30,1.08,18.92,7,33,17.51,Difficile,Trop Difficile,Difficile / Trop Difficile
1719,60,2017,Ingenieurie,7,2,QCM,38,20,6,14,1.9,30.0,6,32,16.68,Difficile,Trop Difficile,Difficile / Trop Difficile
2549,60,2018,Ingenieurie,7,2,QCM,39,37,22,15,1.05,59.46,22,17,56.26,Difficile,Difficile,Difficile / Difficile
3379,60,2019,Ingenieurie,7,2,QCM,41,31,12,19,1.32,38.71,12,29,30.05,Difficile,Difficile,Difficile / Difficile
4209,60,2020,Ingenieurie,7,2,QCM,33,23,11,12,1.43,47.83,11,22,32.24,Difficile,Difficile,Difficile / Difficile
60,61,2015,Ingenieurie,7,3,QCU,75,38,22,16,1.97,57.89,22,53,28.83,Trop Difficile,Difficile,Trop Difficile / Difficile
890,61,2016,Ingenieurie,7,3,QCU,70,70,26,44,1.0,37.14,26,44,37.19,Difficile,Difficile,Difficile / Difficile
1720,61,2017,Ingenieurie,7,3,QCU,57,55,52,3,1.04,94.55,52,5,91.12,Difficile,Trop Facile,Difficile / Trop Facile
2550,61,2018,Ingenieurie,7,3,QCU,64,43,9,34,1.49,20.93,9,55,13.88,Difficile,Trop Difficile,Difficile / Trop Difficile
3380,61,2019,Ingenieurie,7,3,QCU,77,54,43,11,1.43,79.63,43,34,56.38,Difficile,Difficile,Difficile / Difficile
4210,61,2020,Ingenieurie,7,3,QCU,67,37,28,9,1.81,75.68,28,39,41.61,Difficile,Difficile,Difficile / Difficile
61,62,2015,Ingenieurie,7,4,QCM,55,43,4,39,1.28,9.3,4,51,6.39,Difficile,Trop Difficile,Difficile / Trop Difficile
891,62,2016,Ingenieurie,7,4,QCM,46,34,21,13,1.35,61.76,21,25,46.34,Difficile,Difficile,Difficile / Difficile
1721,62,2017,Ingenieurie,7,4,QCM,51,28,21,7,1.82,75.0,21,30,40.53,Difficile,Difficile,Difficile / Difficile
2551,62,2018,Ingenieurie,7,4,QCM,54,38,16,22,1.42,42.11,16,38,30.06,Difficile,Difficile,Difficile / Difficile
3381,62,2019,Ingenieurie,7,4,QCM,49,44,43,1,1.11,97.73,43,6,88.77,Difficile,Trop Facile,Difficile / Trop Facile
4211,62,2020,Ingenieurie,7,4,QCM,51,51,22,29,1.0,43.14,22,29,43.74,Difficile,Difficile,Difficile / Difficile
62,63,2015,Ingenieurie,7,5,QCU,71,40,15,25,1.77,37.5,15,56,21.28,Difficile,Trop Difficile,Difficile / Trop Difficile
892,63,2016,Ingenieurie,7,5,QCU,67,47,34,13,1.43,72.34,34,33,50.25,Difficile,Difficile,Difficile / Difficile
1722,63,2017,Ingenieurie,7,5,QCU,65,64,63,1,1.02,98.44,63,2,97.63,Difficile,Trop Facile,Difficile / Trop Facile
2552,63,2018,Ingenieurie,7,5,QCU,72,58,58,0,1.24,100.0,58,14,80.68,Difficile,Facile,Difficile / Facile
3382,63,2019,Ingenieurie,7,5,QCU,65,59,25,34,1.1,42.37,25,40,38.14,Difficile,Difficile,Difficile / Difficile
4212,63,2020,Ingenieurie,7,5,QCU,73,40,24,16,1.82,60.0,24,49,32.93,Difficile,Difficile,Difficile / Difficile
63,64,2015,Ingenieurie,7,6,QCU,40,37,33,4,1.08,89.19,33,7,82.31,Difficile,Facile,Difficile / Facile
893,64,2016,Ingenieurie,7,6,QCU,47,36,16,20,1.31,44.44,16,31,33.43,Difficile,Difficile,Difficile / Difficile
1723,64,2017,Ingenieurie,7,6,QCU,43,28,25,3,1.54,89.29,25,18,57.88,Difficile,Difficile,Difficile / Difficile
2553,64,2018,Ingenieurie,7,6,QCU,34,21,14,7,1.62,66.67,14,20,40.44,Difficile,Difficile,Difficile / Difficile
3383,64,2019,Ingenieurie,7,6,QCU,39,39,33,6,1.0,84.62,33,6,83.95,Difficile,Facile,Difficile / Facile
4213,64,2020,Ingenieurie,7,6,QCU,43,38,34,4,1.13,89.47,34,9,78.06,Difficile,Facile,Difficile / Facile
64,65,2015,Ingenieurie,7,7,QCM,86,76,67,9,1.13,88.16,67,19,78.12,Facile,Facile,Facile / Facile
894,65,2016,Ingenieurie,7,7,QCM,91,88,47,41,1.03,53.41,47,44,51.1,Difficile,Difficile,Difficile / Difficile
1724,65,2017,Ingenieurie,7,7,QCM,77,61,25,36,1.26,40.98,25,52,33.11,Difficile,Difficile,Difficile / Difficile
2554,65,2018,Ingenieurie,7,7,QCM,68,34,24,10,2.0,70.59,24,44,34.9,Difficile,Difficile,Difficile / Difficile
3384,65,2019,Ingenieurie,7,7,QCM,66,49,39,10,1.35,79.59,39,27,58.48,Difficile,Difficile,Difficile / Difficile
4214,65,2020,Ingenieurie,7,7,QCM,57,41,18,23,1.39,43.9,18,39,31.07,Difficile,Difficile,Difficile / Difficile
65,66,2015,Ingenieurie,7,8,QROC,34,29,27,2,1.17,93.1,27,7,79.75,Trop Difficile,Facile,Trop Difficile / Facile
895,66,2016,Ingenieurie,7,8,QROC,39,39,39,0,1.0,100.0,39,0,99.46,Difficile,Trop Facile,Difficile / Trop Facile
1725,66,2017,Ingenieurie,7,8,QROC,45,42,13,29,1.07,30.95,13,32,29.16,Difficile,Difficile,Difficile / Difficile
2555,66,2018,Ingenieurie,7,8,QROC,48,45,44,1,1.07,97.78,44,4,91.44,Difficile,Trop Facile,Difficile / Trop Facile
3385,66,2019,Ingenieurie,7,8,QROC,53,49,19,30,1.08,38.78,19,34,36.03,Difficile,Difficile,Difficile / Difficile
4215,66,2020,Ingenieurie,7,8,QROC,50,33,16,17,1.52,48.48,16,34,32.21,Difficile,Difficile,Difficile / Difficile
66,67,2015,Ingenieurie,7,9,QCU,6,5,3,2,1.2,60.0,3,3,54.1,Difficile,Difficile,Difficile / Difficile
896,67,2016,Ingenieurie,7,9,QCU,7,4,3,1,1.75,75.0,3,4,41.78,Difficile,Difficile,Difficile / Difficile
